source,country,rep,n_train,estimate,error,train_sources
georgefox,USA,21,37,0.16635310690825758,0.030917364555762272,tanzaniaon|umich|salford|tilburg|westernkentucky|psualtoona|tamucc|armstrong|munichon|carleton|queensland2|kwazulu|moralsense|seznam|pascal|yale|cas|puc|krakowon|ouhk|grazvienna|jos|unswonline|tilburgcaf|vcu|badaniaon|ritonline|swps|padua|lse|mcdanielonline|aus2|vuw|csunorthonline|simmons|fmkbelgrade|jmu
georgefox,USA,22,37,0.1786329829532003,0.01863748851081956,louvain|padua|cas|yale|vuw|unswonline|brookcuny|munich|loyola|kwazulu|tilburg|northumbria|aus2|radboud|mcdanielonline|armstrong|csunorthonline|carleton|metu|lse|jmu|badaniaon|tamucc|queensland2|westernkentucky|rotterdam|tanzania|salford|seznam|puc|vcu|osnabruck|tilburgcaf|pascal|tamu|ritonline|tanzaniaon
georgefox,USA,23,37,0.16093315669886038,0.03633731476515947,tanzaniaon|padua|simmons|vcu|kwazulu|bogota|hawaiion|swps|help|krakowon|seznamon|umich|louvain|jmu|radboud|badaniaon|mcdanielonline|cas|metu|grazvienna|psualtoona|csunorthonline|northumbria|jos|ulatina|pascal|queensland2|aus2|yale|lse|tanzania|kenyon|unswonline|ouhk|moralsense|loyola|munichon
georgefox,USA,24,37,0.1796885897209453,0.01758188174307454,pascal|westernkentucky|osnabruck|brookcuny|tilburgcaf|northumbria|badaniaon|metu|tilburg|munichon|fmkbelgrade|aus2|mcdanielonline|kenyon|bogota|umich|unswonline|swps|munich|cas|jos|tamu|ulatina|tamucc|simmons|seznam|vcu|yale|padua|help|carleton|kwazulu|vuw|radboud|csunorthonline|krakowon|tanzaniaon
georgefox,USA,25,37,0.18004847430383014,0.01722199716018971,jos|munichon|ulatina|uned|jmu|brookcuny|loyola|kenyon|help|swps|armstrong|tilburg|louvain|metu|umich|ritonline|badaniaon|vcu|carleton|vuw|unswonline|pascal|aus2|psualtoona|northumbria|kwazulu|tanzaniaon|tilburgcaf|krakowon|yale|cas|salford|munich|csunorthonline|bogota|rotterdam|seznam
georgefox,USA,26,37,0.17316537363015508,0.024105097833864775,mcdanielonline|cas|vcu|moralsense|badaniaon|kenyon|metu|help|tilburg|swps|loyola|psualtoona|jos|mturk|louvain|queensland2|krakowon|puc|armstrong|aus2|tilburgcaf|kwazulu|jmu|tanzania|bogota|lse|padua|pascal|ouhk|osnabruck|yale|grazvienna|carleton|westernkentucky|ulatina|tamucc|rotterdam
georgefox,USA,27,37,0.17828853378062848,0.018981937683391376,kwazulu|bogota|csunorthonline|salford|krakowon|help|swps|armstrong|mcdanielonline|moralsense|aus2|grazvienna|ritonline|uned|yale|simmons|tamu|osnabruck|munichon|louvain|kenyon|badaniaon|cas|queensland2|tanzania|seznamon|seznam|rotterdam|tilburgcaf|psualtoona|jmu|tilburg|fmkbelgrade|ouhk|westernkentucky|metu|padua
georgefox,USA,28,37,0.15836953516827817,0.03890093629574168,aus2|vcu|bogota|westernkentucky|help|umich|jmu|louvain|kenyon|queensland2|badaniaon|tanzaniaon|brookcuny|jos|fmkbelgrade|osnabruck|cas|seznam|lse|simmons|vuw|armstrong|ritonline|munichon|padua|tamucc|metu|seznamon|loyola|puc|kwazulu|rotterdam|munich|csunorthonline|yale|mcdanielonline|unswonline
georgefox,USA,29,37,0.15829606219643708,0.03897440926758278,psualtoona|umich|mcdanielonline|ritonline|puc|jmu|aus2|munichon|tanzania|help|moralsense|pascal|kenyon|ouhk|padua|armstrong|kwazulu|tanzaniaon|hawaiion|carleton|csunorthonline|grazvienna|vcu|rotterdam|krakowon|lse|vuw|munich|tilburg|louvain|osnabruck|cas|jos|uned|simmons|ulatina|tamu
georgefox,USA,30,37,0.15738033528147571,0.03989013618254414,uned|westernkentucky|tamucc|hawaiion|kwazulu|jmu|osnabruck|aus2|seznam|tanzaniaon|padua|northumbria|tamu|kenyon|seznamon|unswonline|moralsense|queensland2|krakowon|jos|vuw|metu|radboud|armstrong|ouhk|grazvienna|fmkbelgrade|mturk|rotterdam|lse|swps|salford|puc|mcdanielonline|pascal|munichon|yale
georgefox,USA,31,37,0.18336593043839192,0.013904541025627937,tanzania|munich|grazvienna|cas|ouhk|queensland2|fmkbelgrade|unswonline|swps|puc|tilburgcaf|padua|help|northumbria|kenyon|tamu|lse|psualtoona|westernkentucky|osnabruck|munichon|yale|ulatina|ritonline|vcu|tamucc|carleton|brookcuny|csunorthonline|jos|rotterdam|tilburg|mcdanielonline|louvain|salford|umich|simmons
georgefox,USA,32,37,0.16652327329984004,0.030747198164179812,brookcuny|tanzania|unswonline|cas|tamu|queensland2|padua|louvain|help|carleton|aus2|northumbria|psualtoona|munichon|moralsense|simmons|jmu|fmkbelgrade|westernkentucky|csunorthonline|bogota|metu|tilburgcaf|lse|salford|loyola|krakowon|mcdanielonline|tamucc|radboud|jos|armstrong|vuw|kenyon|badaniaon|swps|seznamon
georgefox,USA,33,37,0.17754852452493805,0.019721946939081803,kenyon|metu|salford|unswonline|uned|westernkentucky|armstrong|padua|vcu|simmons|seznam|csunorthonline|tamu|munichon|bogota|badaniaon|aus2|tanzania|tilburgcaf|radboud|jmu|ulatina|loyola|pascal|northumbria|help|tamucc|umich|cas|swps|krakowon|mcdanielonline|fmkbelgrade|tilburg|hawaiion|mturk|tanzaniaon
georgefox,USA,34,37,0.1726029864842771,0.02466748497974275,ouhk|armstrong|umich|salford|carleton|loyola|fmkbelgrade|help|radboud|metu|louvain|munich|unswonline|psualtoona|vcu|hawaiion|kenyon|pascal|aus2|tilburgcaf|ulatina|westernkentucky|seznam|tanzania|krakowon|mcdanielonline|tanzaniaon|queensland2|moralsense|brookcuny|bogota|seznamon|tamu|mturk|padua|swps|munichon
georgefox,USA,35,37,0.17186622508369395,0.0254042463803259,tilburgcaf|puc|ouhk|ritonline|hawaiion|carleton|uned|psualtoona|radboud|armstrong|padua|badaniaon|tamu|tanzania|cas|metu|yale|unswonline|brookcuny|tamucc|vuw|aus2|krakowon|munichon|kwazulu|simmons|vcu|loyola|mturk|csunorthonline|tilburg|swps|moralsense|seznam|jos|rotterdam|osnabruck
georgefox,USA,36,37,0.1618458451312879,0.03542462633273194,queensland2|loyola|ritonline|munichon|ouhk|tamucc|tilburgcaf|westernkentucky|umich|radboud|puc|pascal|vuw|moralsense|padua|mturk|carleton|fmkbelgrade|psualtoona|armstrong|lse|kwazulu|metu|salford|jmu|krakowon|simmons|kenyon|jos|ulatina|northumbria|uned|badaniaon|hawaiion|grazvienna|tamu|vcu
georgefox,USA,37,37,0.17202604537701746,0.025244426087002392,hawaiion|salford|pascal|krakowon|munichon|unswonline|simmons|tamu|rotterdam|seznamon|fmkbelgrade|metu|bogota|yale|grazvienna|ritonline|padua|moralsense|jos|northumbria|kenyon|ouhk|psualtoona|carleton|aus2|loyola|tilburgcaf|westernkentucky|kwazulu|seznam|umich|help|munich|tanzania|tamucc|osnabruck|cas
georgefox,USA,38,37,0.16763992829521737,0.02963054316880248,munich|padua|aus2|bogota|tilburgcaf|armstrong|mcdanielonline|ouhk|swps|tamu|tanzania|umich|jos|salford|northumbria|osnabruck|ulatina|krakowon|kenyon|radboud|seznam|louvain|ritonline|simmons|jmu|mturk|pascal|rotterdam|loyola|vuw|westernkentucky|badaniaon|moralsense|puc|munichon|psualtoona|vcu
georgefox,USA,39,37,0.16840169908744854,0.028868772376571317,unswonline|grazvienna|brookcuny|vuw|northumbria|tamu|armstrong|kwazulu|simmons|lse|cas|tanzania|jmu|pascal|puc|loyola|ritonline|jos|munich|bogota|mcdanielonline|rotterdam|umich|help|badaniaon|seznamon|kenyon|psualtoona|tilburg|ouhk|carleton|tilburgcaf|osnabruck|louvain|munichon|yale|moralsense
georgefox,USA,40,37,0.17186642883233297,0.025404042631686885,kwazulu|moralsense|krakowon|brookcuny|bogota|mturk|unswonline|ritonline|ouhk|tanzania|badaniaon|umich|cas|jmu|hawaiion|westernkentucky|aus2|tilburgcaf|uned|simmons|lse|louvain|osnabruck|csunorthonline|pascal|help|tanzaniaon|ulatina|salford|metu|swps|munich|seznam|jos|queensland2|loyola|grazvienna
georgefox,USA,41,37,0.18974288430639114,0.007527587157628718,kwazulu|puc|westernkentucky|krakowon|seznam|rotterdam|queensland2|swps|help|simmons|psualtoona|csunorthonline|carleton|louvain|armstrong|aus2|salford|bogota|munichon|umich|padua|vcu|radboud|badaniaon|mturk|loyola|munich|osnabruck|jmu|tanzaniaon|cas|mcdanielonline|brookcuny|ritonline|yale|tamucc|uned
georgefox,USA,42,37,0.17056146504914604,0.02670900641487381,tamu|ulatina|brookcuny|mturk|umich|kwazulu|ritonline|jos|fmkbelgrade|csunorthonline|kenyon|jmu|tilburgcaf|hawaiion|westernkentucky|rotterdam|simmons|pascal|metu|psualtoona|armstrong|tilburg|radboud|loyola|munichon|tanzania|padua|louvain|cas|lse|yale|help|unswonline|puc|osnabruck|moralsense|grazvienna
georgefox,USA,43,37,0.16848767538455287,0.028782796079466988,jos|psualtoona|lse|tilburgcaf|seznam|aus2|queensland2|tamu|mturk|simmons|grazvienna|ulatina|tanzaniaon|louvain|csunorthonline|westernkentucky|ouhk|kwazulu|armstrong|padua|umich|radboud|jmu|puc|loyola|cas|bogota|pascal|carleton|northumbria|metu|salford|kenyon|osnabruck|munich|ritonline|munichon
georgefox,USA,44,37,0.1654254644327818,0.03184500703123805,jos|uned|rotterdam|metu|badaniaon|kenyon|brookcuny|armstrong|csunorthonline|tilburg|vuw|salford|puc|simmons|osnabruck|munichon|westernkentucky|hawaiion|queensland2|tamu|swps|kwazulu|radboud|mcdanielonline|grazvienna|loyola|carleton|ritonline|bogota|cas|krakowon|northumbria|aus2|louvain|munich|tanzaniaon|lse
georgefox,USA,45,37,0.17251415281327812,0.024756318650741738,cas|seznam|fmkbelgrade|psualtoona|queensland2|bogota|ulatina|louvain|csunorthonline|simmons|westernkentucky|grazvienna|osnabruck|tanzaniaon|umich|kwazulu|carleton|yale|armstrong|radboud|moralsense|vuw|metu|ritonline|tamu|tanzania|kenyon|salford|northumbria|uned|jmu|krakowon|swps|brookcuny|loyola|aus2|jos
georgefox,USA,46,37,0.16468953816682116,0.03258093329719869,ulatina|seznam|northumbria|tamu|rotterdam|moralsense|kenyon|hawaiion|tanzaniaon|badaniaon|osnabruck|pascal|yale|seznamon|aus2|tamucc|metu|cas|jos|salford|lse|umich|vcu|carleton|ouhk|mturk|louvain|puc|tilburgcaf|unswonline|simmons|brookcuny|queensland2|bogota|armstrong|tilburg|kwazulu
georgefox,USA,47,37,0.18344809133808324,0.013822380125936617,northumbria|umich|brookcuny|hawaiion|jos|munichon|rotterdam|tilburg|louvain|lse|mturk|kwazulu|ritonline|tilburgcaf|carleton|jmu|metu|kenyon|csunorthonline|badaniaon|yale|aus2|bogota|seznamon|ouhk|vcu|tamu|uned|tamucc|mcdanielonline|pascal|tanzania|psualtoona|padua|help|munich|unswonline
georgefox,USA,48,37,0.16893125956739088,0.02833921189662897,tamu|jos|help|aus2|rotterdam|northumbria|puc|yale|seznamon|psualtoona|bogota|padua|moralsense|radboud|louvain|armstrong|westernkentucky|umich|munich|brookcuny|fmkbelgrade|loyola|badaniaon|simmons|grazvienna|tanzaniaon|tilburgcaf|vuw|ouhk|kwazulu|munichon|unswonline|swps|cas|hawaiion|carleton|mcdanielonline
georgefox,USA,49,37,0.17724688938700942,0.020023582077010438,vuw|brookcuny|psualtoona|vcu|munich|carleton|aus2|unswonline|radboud|seznam|ritonline|tilburg|bogota|uned|kenyon|lse|fmkbelgrade|loyola|csunorthonline|louvain|puc|northumbria|tamucc|rotterdam|jos|tanzaniaon|grazvienna|ulatina|jmu|yale|mcdanielonline|armstrong|westernkentucky|moralsense|cas|help|tamu
georgefox,USA,50,37,0.16599600350232238,0.03127446796169747,rotterdam|northumbria|jos|queensland2|radboud|moralsense|bogota|seznamon|umich|ulatina|ritonline|puc|mcdanielonline|tanzaniaon|seznam|vuw|uned|jmu|grazvienna|tamucc|loyola|osnabruck|badaniaon|munichon|padua|simmons|carleton|mturk|vcu|ouhk|tanzania|tamu|pascal|swps|kenyon|brookcuny|westernkentucky
georgefox,USA,51,37,0.1845973205970867,0.012673150866933158,pascal|armstrong|ulatina|radboud|mcdanielonline|brookcuny|tanzaniaon|yale|jos|ritonline|kenyon|badaniaon|cas|grazvienna|westernkentucky|mturk|padua|umich|hawaiion|aus2|queensland2|tanzania|salford|munichon|tamu|rotterdam|jmu|metu|munich|northumbria|swps|carleton|seznam|louvain|tilburgcaf|psualtoona|help
georgefox,USA,52,37,0.18463654854576184,0.012633922918258017,swps|queensland2|seznamon|salford|lse|jmu|osnabruck|mcdanielonline|tanzania|tilburgcaf|unswonline|tamucc|carleton|ritonline|krakowon|vcu|tanzaniaon|puc|rotterdam|pascal|help|aus2|radboud|westernkentucky|umich|mturk|fmkbelgrade|brookcuny|padua|metu|vuw|yale|armstrong|loyola|psualtoona|kwazulu|northumbria
georgefox,USA,53,37,0.1869853041714634,0.010285167292556463,osnabruck|cas|swps|psualtoona|tamucc|hawaiion|kenyon|metu|northumbria|loyola|unswonline|munich|vcu|mcdanielonline|lse|umich|tamu|louvain|munichon|bogota|help|radboud|seznam|carleton|westernkentucky|rotterdam|puc|grazvienna|kwazulu|queensland2|csunorthonline|tilburg|mturk|ouhk|tanzaniaon|padua|armstrong
georgefox,USA,54,37,0.1631931119398622,0.03407735952415766,salford|moralsense|ritonline|lse|psualtoona|hawaiion|munich|mcdanielonline|grazvienna|louvain|badaniaon|umich|munichon|radboud|metu|krakowon|queensland2|help|armstrong|aus2|westernkentucky|ouhk|puc|uned|bogota|yale|jos|rotterdam|osnabruck|swps|jmu|kwazulu|vuw|northumbria|ulatina|tanzaniaon|padua
georgefox,USA,55,37,0.16534598753150725,0.0319244839325126,ritonline|metu|munichon|ulatina|grazvienna|loyola|lse|yale|seznamon|psualtoona|badaniaon|krakowon|rotterdam|tanzania|jmu|armstrong|unswonline|queensland2|csunorthonline|tamu|radboud|simmons|pascal|brookcuny|tilburgcaf|vcu|puc|vuw|ouhk|carleton|kenyon|umich|northumbria|tamucc|tanzaniaon|moralsense|hawaiion
georgefox,USA,56,37,0.1653026806070976,0.03196779085692225,seznamon|cas|radboud|rotterdam|queensland2|bogota|metu|jos|tanzania|jmu|fmkbelgrade|seznam|tanzaniaon|uned|armstrong|help|puc|carleton|munich|aus2|mcdanielonline|westernkentucky|vcu|tilburgcaf|psualtoona|ulatina|brookcuny|lse|osnabruck|umich|grazvienna|kenyon|kwazulu|padua|vuw|ouhk|hawaiion
georgefox,USA,57,37,0.15961285332884675,0.0376576181351731,queensland2|padua|cas|pascal|kwazulu|puc|rotterdam|grazvienna|loyola|lse|vuw|tamu|northumbria|tamucc|osnabruck|aus2|moralsense|tilburgcaf|psualtoona|mcdanielonline|jmu|swps|tilburg|bogota|ulatina|munichon|uned|csunorthonline|salford|hawaiion|armstrong|metu|louvain|westernkentucky|ritonline|ouhk|unswonline
georgefox,USA,58,37,0.1675268987573074,0.029743572706712462,bogota|radboud|tanzaniaon|kenyon|westernkentucky|jmu|ritonline|padua|vcu|mcdanielonline|queensland2|rotterdam|psualtoona|puc|grazvienna|help|csunorthonline|munichon|moralsense|swps|hawaiion|uned|umich|unswonline|cas|jos|munich|tilburgcaf|badaniaon|aus2|northumbria|ulatina|ouhk|fmkbelgrade|lse|simmons|armstrong
georgefox,USA,59,37,0.15433731083649876,0.04293316062752109,jos|tamucc|munichon|ouhk|cas|tanzaniaon|tilburgcaf|salford|bogota|grazvienna|mcdanielonline|help|loyola|fmkbelgrade|tamu|pascal|metu|unswonline|carleton|rotterdam|csunorthonline|kenyon|puc|jmu|vuw|ulatina|moralsense|queensland2|psualtoona|padua|westernkentucky|osnabruck|hawaiion|munich|radboud|aus2|umich
georgefox,USA,60,37,0.16815703880704522,0.029113432656974636,puc|badaniaon|carleton|jos|rotterdam|seznamon|loyola|tamucc|vcu|pascal|mcdanielonline|westernkentucky|kwazulu|lse|radboud|tanzania|queensland2|tilburg|csunorthonline|seznam|bogota|padua|fmkbelgrade|metu|kenyon|armstrong|tilburgcaf|ritonline|aus2|munich|grazvienna|jmu|osnabruck|psualtoona|unswonline|uned|salford
georgefox,USA,61,37,0.1805190955765337,0.016751375887486153,badaniaon|csunorthonline|tanzania|westernkentucky|lse|tilburg|ouhk|armstrong|kenyon|vcu|tamucc|jos|mturk|yale|salford|queensland2|jmu|swps|louvain|metu|pascal|grazvienna|seznamon|umich|uned|tanzaniaon|psualtoona|brookcuny|mcdanielonline|kwazulu|puc|carleton|unswonline|radboud|munich|northumbria|loyola
georgefox,USA,62,37,0.16067842327670623,0.036592048187313625,westernkentucky|seznam|salford|osnabruck|bogota|northumbria|louvain|jos|tilburg|mcdanielonline|loyola|jmu|armstrong|cas|pascal|aus2|umich|tilburgcaf|swps|tanzania|seznamon|badaniaon|moralsense|grazvienna|hawaiion|queensland2|carleton|kenyon|tamu|munichon|brookcuny|rotterdam|metu|lse|uned|simmons|padua
georgefox,USA,63,37,0.1818587291819761,0.015411742282043756,ouhk|help|yale|seznam|ulatina|unswonline|carleton|jos|cas|ritonline|krakowon|lse|uned|tanzania|salford|padua|vcu|vuw|northumbria|grazvienna|simmons|tilburg|aus2|fmkbelgrade|moralsense|tamucc|swps|bogota|jmu|brookcuny|kwazulu|psualtoona|umich|badaniaon|mturk|loyola|westernkentucky
georgefox,USA,64,37,0.17308932181669154,0.024181149647328315,csunorthonline|lse|grazvienna|northumbria|swps|loyola|hawaiion|umich|radboud|ritonline|fmkbelgrade|aus2|tilburg|uned|munich|queensland2|krakowon|vuw|ulatina|rotterdam|metu|armstrong|mturk|cas|tanzania|jmu|padua|westernkentucky|simmons|munichon|jos|carleton|brookcuny|tanzaniaon|pascal|tamucc|tilburgcaf
georgefox,USA,65,37,0.16098126222982204,0.03628920923419782,umich|help|ouhk|tilburg|fmkbelgrade|seznam|cas|swps|jos|jmu|csunorthonline|salford|vcu|queensland2|unswonline|pascal|krakowon|padua|tanzania|carleton|badaniaon|tamu|brookcuny|armstrong|louvain|mcdanielonline|ulatina|moralsense|grazvienna|munichon|bogota|aus2|uned|yale|metu|puc|radboud
georgefox,USA,66,37,0.1704333783676414,0.02683709309637844,mturk|aus2|fmkbelgrade|radboud|tilburg|louvain|lse|salford|bogota|badaniaon|ouhk|unswonline|kwazulu|hawaiion|cas|osnabruck|mcdanielonline|northumbria|armstrong|swps|simmons|brookcuny|metu|westernkentucky|jmu|seznamon|tanzaniaon|puc|grazvienna|queensland2|kenyon|vuw|ulatina|yale|krakowon|tilburgcaf|uned
georgefox,USA,67,37,0.18302299146576317,0.014247479998256679,help|yale|vuw|tamucc|kwazulu|fmkbelgrade|badaniaon|queensland2|moralsense|simmons|kenyon|tamu|seznam|pascal|ritonline|tanzania|louvain|tilburgcaf|umich|westernkentucky|cas|mturk|bogota|rotterdam|carleton|munich|seznamon|unswonline|csunorthonline|mcdanielonline|vcu|armstrong|psualtoona|loyola|salford|krakowon|munichon
georgefox,USA,68,37,0.164414976026786,0.032855495437233845,krakowon|uned|tilburgcaf|rotterdam|unswonline|munich|tanzania|tilburg|carleton|jos|puc|hawaiion|tanzaniaon|northumbria|moralsense|ouhk|aus2|armstrong|metu|munichon|csunorthonline|pascal|seznam|umich|help|cas|radboud|swps|seznamon|ulatina|loyola|lse|queensland2|kwazulu|mturk|fmkbelgrade|tamucc
georgefox,USA,69,37,0.1765338317381255,0.020736639725894346,salford|tanzania|ulatina|swps|fmkbelgrade|armstrong|puc|munich|help|tilburgcaf|munichon|tamu|ouhk|loyola|seznamon|northumbria|kwazulu|grazvienna|yale|carleton|queensland2|osnabruck|bogota|radboud|moralsense|rotterdam|krakowon|jos|ritonline|brookcuny|tamucc|mturk|tanzaniaon|tilburg|vuw|uned|jmu
georgefox,USA,70,37,0.17781462784893265,0.019455843615087204,mturk|pascal|jmu|metu|help|csunorthonline|bogota|tamu|osnabruck|puc|simmons|jos|fmkbelgrade|tanzania|tanzaniaon|uned|cas|salford|seznam|armstrong|westernkentucky|ritonline|tilburg|grazvienna|loyola|kenyon|psualtoona|swps|kwazulu|vcu|krakowon|ouhk|northumbria|moralsense|carleton|aus2|vuw
georgefox,USA,71,37,0.15656073735673884,0.040709734107281015,metu|radboud|csunorthonline|tanzaniaon|uned|pascal|jos|seznam|cas|armstrong|tamu|unswonline|vuw|queensland2|umich|grazvienna|jmu|westernkentucky|simmons|help|fmkbelgrade|hawaiion|lse|osnabruck|loyola|puc|badaniaon|salford|moralsense|brookcuny|swps|northumbria|munichon|mcdanielonline|seznamon|tilburg|ulatina
georgefox,USA,72,37,0.18046531450459152,0.01680515695942833,loyola|tamucc|seznam|brookcuny|help|jos|tilburgcaf|csunorthonline|jmu|tanzania|mcdanielonline|ulatina|kenyon|padua|ritonline|hawaiion|rotterdam|moralsense|carleton|bogota|simmons|pascal|osnabruck|vcu|grazvienna|swps|tilburg|tanzaniaon|metu|munich|unswonline|louvain|badaniaon|westernkentucky|lse|tamu|northumbria
georgefox,USA,73,37,0.17004317337414795,0.0272272980898719,tamu|psualtoona|swps|osnabruck|mcdanielonline|mturk|rotterdam|seznamon|munichon|louvain|bogota|ouhk|krakowon|brookcuny|loyola|simmons|tanzaniaon|seznam|carleton|grazvienna|salford|munich|ulatina|radboud|csunorthonline|cas|moralsense|kenyon|aus2|jos|uned|puc|ritonline|northumbria|armstrong|kwazulu|fmkbelgrade
georgefox,USA,74,37,0.1592507528241222,0.03801971863989764,grazvienna|jmu|loyola|uned|kenyon|puc|fmkbelgrade|mcdanielonline|northumbria|psualtoona|bogota|hawaiion|tanzania|tilburgcaf|vcu|help|ritonline|tamucc|lse|louvain|brookcuny|metu|salford|queensland2|munich|moralsense|jos|pascal|csunorthonline|vuw|umich|armstrong|simmons|ouhk|radboud|krakowon|padua
georgefox,USA,75,37,0.17507936426062298,0.02219110720339687,hawaiion|vuw|lse|tanzania|help|krakowon|cas|badaniaon|armstrong|kenyon|ulatina|rotterdam|westernkentucky|psualtoona|kwazulu|radboud|tanzaniaon|jos|uned|louvain|ouhk|bogota|queensland2|northumbria|swps|tamu|umich|tilburgcaf|osnabruck|jmu|fmkbelgrade|metu|aus2|grazvienna|csunorthonline|munich|salford
georgefox,USA,76,37,0.17037387981895988,0.026896591645059975,munichon|simmons|csunorthonline|tanzania|carleton|fmkbelgrade|pascal|louvain|cas|mcdanielonline|moralsense|kwazulu|salford|puc|unswonline|vcu|swps|tilburg|ritonline|help|uned|tamucc|radboud|bogota|munich|seznam|rotterdam|brookcuny|jmu|queensland2|armstrong|badaniaon|tilburgcaf|metu|aus2|yale|loyola
georgefox,USA,77,37,0.1657728114925289,0.031497659971490954,kenyon|tilburgcaf|hawaiion|mcdanielonline|carleton|queensland2|bogota|armstrong|radboud|tilburg|aus2|munich|mturk|tanzaniaon|unswonline|louvain|jos|tamu|simmons|csunorthonline|tamucc|westernkentucky|grazvienna|cas|badaniaon|umich|salford|pascal|uned|lse|metu|brookcuny|vuw|ouhk|swps|padua|moralsense
georgefox,USA,78,37,0.17659025267453926,0.020680218789480592,armstrong|louvain|radboud|tanzaniaon|tanzania|mturk|ritonline|umich|yale|carleton|metu|pascal|tilburgcaf|fmkbelgrade|jmu|seznam|unswonline|aus2|queensland2|kwazulu|csunorthonline|ulatina|northumbria|mcdanielonline|rotterdam|loyola|vcu|bogota|grazvienna|salford|psualtoona|ouhk|uned|tamucc|munich|jos|kenyon
georgefox,USA,79,37,0.16384402766037828,0.03342644380364157,salford|csunorthonline|psualtoona|grazvienna|munich|seznamon|puc|padua|kenyon|uned|aus2|yale|rotterdam|moralsense|cas|vcu|northumbria|ulatina|tamu|louvain|simmons|lse|pascal|kwazulu|mcdanielonline|fmkbelgrade|badaniaon|jmu|jos|carleton|osnabruck|brookcuny|umich|armstrong|radboud|seznam|tanzania
georgefox,USA,80,37,0.1721531965831842,0.02511727488083565,grazvienna|tilburg|mturk|badaniaon|kwazulu|moralsense|krakowon|seznamon|tilburgcaf|munichon|salford|loyola|tanzaniaon|ulatina|cas|osnabruck|umich|psualtoona|queensland2|ouhk|seznam|simmons|hawaiion|lse|swps|aus2|jmu|vcu|tamucc|unswonline|vuw|kenyon|yale|radboud|tanzania|help|northumbria
georgefox,USA,81,37,0.17670055288274486,0.020569918581274993,simmons|lse|salford|tamu|padua|westernkentucky|aus2|seznam|radboud|fmkbelgrade|tilburgcaf|osnabruck|unswonline|metu|vcu|brookcuny|pascal|hawaiion|mturk|tanzaniaon|bogota|tilburg|ouhk|jos|rotterdam|krakowon|swps|ritonline|armstrong|moralsense|munich|queensland2|ulatina|uned|yale|grazvienna|tamucc
georgefox,USA,82,37,0.16227476460880116,0.03499570685521869,psualtoona|kwazulu|munichon|aus2|radboud|mturk|tilburgcaf|brookcuny|queensland2|jmu|tamu|mcdanielonline|hawaiion|kenyon|rotterdam|puc|tamucc|unswonline|moralsense|padua|jos|seznam|umich|bogota|armstrong|uned|help|seznamon|vuw|tanzania|grazvienna|badaniaon|louvain|csunorthonline|krakowon|munich|simmons
georgefox,USA,83,37,0.17972300354449025,0.017547467919529602,moralsense|munichon|csunorthonline|carleton|kwazulu|psualtoona|osnabruck|pascal|seznam|radboud|mturk|armstrong|seznamon|jos|munich|tilburg|northumbria|fmkbelgrade|hawaiion|cas|padua|tamucc|uned|badaniaon|westernkentucky|swps|grazvienna|jmu|tilburgcaf|metu|umich|unswonline|tanzaniaon|loyola|tamu|rotterdam|simmons
georgefox,USA,84,37,0.1766931015317175,0.02057736993230236,salford|tanzaniaon|munich|kwazulu|badaniaon|yale|ouhk|help|seznam|umich|kenyon|mturk|tanzania|jos|louvain|queensland2|grazvienna|vuw|psualtoona|pascal|northumbria|simmons|mcdanielonline|tilburg|krakowon|munichon|tamucc|uned|seznamon|hawaiion|swps|jmu|fmkbelgrade|csunorthonline|carleton|loyola|ritonline
georgefox,USA,85,37,0.18082281747231657,0.01644765399170328,csunorthonline|munich|tanzania|badaniaon|psualtoona|help|jmu|krakowon|queensland2|munichon|unswonline|seznam|fmkbelgrade|umich|brookcuny|yale|kwazulu|kenyon|rotterdam|simmons|pascal|carleton|tilburg|loyola|mturk|armstrong|mcdanielonline|tanzaniaon|metu|westernkentucky|padua|puc|grazvienna|bogota|uned|hawaiion|tilburgcaf
georgefox,USA,86,37,0.16568514861785236,0.031585322846167496,simmons|yale|ouhk|rotterdam|csunorthonline|radboud|ulatina|hawaiion|pascal|brookcuny|mcdanielonline|tanzaniaon|tilburg|seznam|vcu|salford|seznamon|tamucc|tamu|metu|padua|aus2|tilburgcaf|queensland2|fmkbelgrade|moralsense|swps|umich|loyola|help|vuw|jos|osnabruck|krakowon|puc|westernkentucky|munich
georgefox,USA,87,37,0.17934692890697074,0.017923542557049116,jmu|fmkbelgrade|tamucc|mturk|hawaiion|tamu|vcu|metu|kenyon|jos|moralsense|seznam|unswonline|osnabruck|salford|padua|loyola|tanzaniaon|tilburg|cas|krakowon|yale|tilburgcaf|uned|tanzania|northumbria|kwazulu|aus2|psualtoona|ouhk|help|grazvienna|armstrong|lse|umich|westernkentucky|carleton
georgefox,USA,88,37,0.16433787311204828,0.03293259835197157,unswonline|krakowon|brookcuny|padua|lse|seznamon|kwazulu|puc|psualtoona|loyola|northumbria|moralsense|jos|mcdanielonline|ulatina|ouhk|westernkentucky|mturk|jmu|simmons|armstrong|queensland2|munichon|bogota|badaniaon|salford|pascal|rotterdam|radboud|aus2|tamu|swps|tamucc|csunorthonline|cas|osnabruck|kenyon
