calibration_entities,validation_entities,nominal_miscoverage,calibrated_supnorm_radius,validation_joint_profile_coverage,validation_mean_supnorm_error,development_units,calibration_units,validation_units,development_calibration_overlap,development_validation_overlap,calibration_validation_overlap,outcomes_read,scope,not_latent_mechanism_truth,not_independent_study_archive
14,13,0.1,1.0664149954721678,0.8461538461538461,0.6353184829875527,178,134,133,False,False,False,False,within_trial_observed_covariate_proxy_only,True,True
