ambiguity_radius_Ld,inverse_information_noise,empirical_worst_case_mae,mc_standard_error,max_rate_reference,risk_to_max_rate_ratio,dominant_regime,replications,seed
0.14251026703029984,0.028942661247167517,0.14262525116542657,0.0001446073955799778,0.14251026703029984,1.0008068480785477,mechanism ambiguity,40000,2026091603
0.17012542798525893,0.028942661247167517,0.17024041212038565,0.0001446073955799778,0.17012542798525893,1.0006758785943315,mechanism ambiguity,40000,2026091603
0.20309176209047358,0.028942661247167517,0.20320674622560028,0.0001446073955799778,0.20309176209047358,1.0005661683858722,mechanism ambiguity,40000,2026091603
0.24244620170823283,0.028942661247167517,0.24256118584335953,0.0001446073955799778,0.24244620170823283,1.0004742665973587,mechanism ambiguity,40000,2026091603
0.28942661247167517,0.028942661247167517,0.2895415966068019,0.0001446073955799778,0.28942661247167517,1.0003972825240388,mechanism ambiguity,40000,2026091603
0.345510729459222,0.028942661247167517,0.3456257135943487,0.0001446073955799778,0.345510729459222,1.000332794687177,mechanism ambiguity,40000,2026091603
0.41246263829013524,0.028942661247167517,0.41257762242526197,0.0001446073955799778,0.41246263829013524,1.0002787746681818,mechanism ambiguity,40000,2026091603
0.49238826317067413,0.028942661247167517,0.49250324730580086,0.0001446073955799778,0.49238826317067413,1.0002335233061534,mechanism ambiguity,40000,2026091603
0.5878016072274915,0.028942661247167517,0.5879165913626182,0.0001446073955799778,0.5878016072274915,1.0001956172519995,mechanism ambiguity,40000,2026091603
0.701703828670383,0.028942661247167517,0.7018188128055097,0.0001446073955799778,0.701703828670383,1.0001638641980117,mechanism ambiguity,40000,2026091603
0.837677640068292,0.028942661247167517,0.8377926242034187,0.0001446073955799778,0.837677640068292,1.000137265374682,mechanism ambiguity,40000,2026091603
1.0,0.028942661247167517,1.0001149841351267,0.0001446073955799778,1.0,1.0001149841351267,mechanism ambiguity,40000,2026091603
0.01,0.0345510729459222,0.028693298288640433,0.00010856687826022391,0.0345510729459222,0.8304604124320512,sampling noise,40000,2026091603
0.011937766417144363,0.0345510729459222,0.029193049566947207,0.00011017990994412977,0.0345510729459222,0.8449245443879231,sampling noise,40000,2026091603
