instance,dimension,candidate_count,budget,exhaustive_subset_count,optimal_information_gain,greedy_information_gain,greedy_to_optimal_ratio,random_mean_information_gain,random_mean_to_optimal_ratio,random_q10_to_optimal_ratio,random_q90_to_optimal_ratio,greedy_subset,optimal_subset,random_subsets_per_instance,seed
147,6,12,4,495,3.175460201402783,3.175460201402783,1.0,2.4133360804558057,0.7599956942901366,0.6500782724370631,0.8760999197770203,1 6 7 8,1 6 7 8,250,2026091604
148,6,12,4,495,4.7642378108042465,4.764237810804245,0.9999999999999997,3.1098446314601027,0.6527475652889655,0.4811892513531725,0.8158650378531717,2 6 8 10,2 6 8 10,250,2026091604
149,6,12,4,495,3.926370210453424,3.926370210453424,1.0,2.6349459335703678,0.6710895285816871,0.5288828033120758,0.8092736254988738,1 3 7 10,1 3 7 10,250,2026091604
150,6,12,4,495,3.3368867375063873,3.336886737506388,1.0000000000000002,2.594982409320018,0.7776657146173367,0.6652552126612686,0.8871492346753563,3 4 5 10,3 4 5 10,250,2026091604
151,6,12,4,495,4.209777103962425,4.209777103962425,1.0,2.7439820059167492,0.6518117083524433,0.4629825359289103,0.8392963083942182,0 4 6 8,0 4 6 8,250,2026091604
152,6,12,4,495,5.348688917692574,5.348688917692573,0.9999999999999999,3.8217428906589404,0.7145195672190338,0.5643394558812679,0.8760255988939288,0 6 8 10,0 6 8 10,250,2026091604
153,6,12,4,495,3.919969361847707,3.919969361847707,1.0,2.7926771243651554,0.7124232019631923,0.599157507136503,0.844438948579886,3 7 9 10,3 7 9 10,250,2026091604
154,6,12,4,495,3.7907061973034977,3.790706197303498,1.0000000000000002,2.876080611500761,0.7587189462339888,0.6237208625298302,0.8949109912010813,1 3 4 7,1 3 4 7,250,2026091604
155,6,12,4,495,4.685723158338245,4.685723158338245,1.0,3.226246213039627,0.6885268514633694,0.5622136074216747,0.8322165034453438,0 5 6 8,0 5 6 8,250,2026091604
156,6,12,4,495,4.909332947871977,4.909332947871978,1.0000000000000002,3.249102218807291,0.661821525104681,0.4840391269083768,0.8397145758452328,1 2 3 9,1 2 3 9,250,2026091604
157,6,12,4,495,3.969006294538649,3.930930813536228,0.9904067975264206,3.0528839578619786,0.7691809312730861,0.6250097926172472,0.9023604135283492,2 9 10 11,1 2 9 11,250,2026091604
158,6,12,4,495,4.9114155160426485,4.9114155160426485,1.0,3.3302177429806274,0.6780566075305181,0.5273133224876086,0.8424758596459929,4 5 7 11,4 5 7 11,250,2026091604
159,6,12,4,495,4.017684722900315,4.017684722900315,1.0,2.7303837641508615,0.6795913448827894,0.5465637053267349,0.8302581641755944,0 1 2 3,0 1 2 3,250,2026091604
160,6,12,4,495,3.7909024091455494,3.784118986411646,0.9982106047579757,3.0997302973020413,0.817676099976603,0.7025902549447665,0.9260760411821853,2 3 8 10,2 6 8 10,250,2026091604
161,6,12,4,495,4.641976721851749,4.641976721851749,1.0,2.8653465036264625,0.6172686067420511,0.4624479622213406,0.7708160469837841,0 2 3 9,0 2 3 9,250,2026091604
162,6,12,4,495,4.072438536930376,4.072438536930376,1.0,3.0413384534637933,0.7468101546245115,0.6165233049663184,0.8737155995329079,1 8 10 11,1 8 10 11,250,2026091604
163,6,12,4,495,4.479533325001547,4.479533325001547,1.0,3.238205794080937,0.7228890956135073,0.5782193799368188,0.8444070012419364,1 2 8 11,1 2 8 11,250,2026091604
164,6,12,4,495,5.567422452173495,5.567422452173495,1.0,3.6635325646388464,0.6580302817165635,0.5173927064608147,0.8212422566976539,0 2 7 9,0 2 7 9,250,2026091604
165,6,12,4,495,4.480830140027101,4.480830140027103,1.0000000000000004,3.398923288406781,0.7585476758077295,0.6225466010470647,0.8938707157904603,0 1 4 9,0 1 4 9,250,2026091604
166,6,12,4,495,4.507838358913864,4.507838358913865,1.0000000000000002,3.3733945617089804,0.7483397347285936,0.6401966945381401,0.8666362654458154,4 6 10 11,4 6 10 11,250,2026091604
167,6,12,4,495,4.0808185973914455,4.0808185973914455,1.0,2.4790984645787693,0.607500285889568,0.4484049236572666,0.8094461499804191,0 3 5 6,0 3 5 6,250,2026091604
168,6,12,4,495,4.066081759345128,4.066081759345128,1.0,2.8797254497076836,0.7082310735855654,0.5893970403752744,0.8343537270149106,2 3 5 7,2 3 5 7,250,2026091604
169,6,12,4,495,6.069818563843119,6.069818563843119,1.0,3.9647828144507535,0.6531962648880962,0.509533207141098,0.7944817325819132,3 4 5 7,3 4 5 7,250,2026091604
170,6,12,4,495,4.336318384835526,4.336318384835526,1.0,2.9479016748123903,0.6798167046777407,0.5611532463683707,0.809636113395155,1 9 10 11,1 9 10 11,250,2026091604
171,6,12,4,495,4.691535744468166,4.691535744468166,1.0,3.4644851238671843,0.7384543809459815,0.6112551835720267,0.8493580499510995,0 4 7 10,0 4 7 10,250,2026091604
172,6,12,4,495,4.9359154954772615,4.935915495477262,1.0000000000000002,3.057164245958008,0.619371269374296,0.4492523751432623,0.7942349365248275,4 7 8 9,4 7 8 9,250,2026091604
173,6,12,4,495,3.927777545445685,3.927777545445685,1.0,2.9041776790756586,0.7393946437835041,0.6354834229909225,0.8685766332466126,0 1 2 8,0 1 2 8,250,2026091604
174,6,12,4,495,4.59171227007325,4.591712270073251,1.0000000000000002,3.410617255970179,0.742776780287187,0.6337080499572005,0.8490477064571479,5 7 9 11,5 7 9 11,250,2026091604
175,6,12,4,495,5.517996569179481,5.5179965691794814,1.0000000000000002,3.839788706491726,0.6958664541291474,0.5489209126240803,0.8338579159588674,3 4 10 11,3 4 10 11,250,2026091604
176,6,12,4,495,3.037881779964305,3.037881779964305,1.0,2.0184139784831743,0.6644149195650696,0.49941087471773205,0.8087685464848459,2 4 7 10,2 4 7 10,250,2026091604
177,6,12,4,495,5.413192928199164,5.413192928199162,0.9999999999999997,3.5381344569355058,0.6536132193818844,0.4948432957401199,0.8287541454740117,3 4 6 9,3 4 6 9,250,2026091604
178,6,12,4,495,5.01203523302185,5.01203523302185,1.0,2.971310112049909,0.5928350408379812,0.4244547013710115,0.7577607008524789,2 4 6 10,2 4 6 10,250,2026091604
179,6,12,4,495,5.445736903678761,5.445736903678761,1.0,3.930050310234537,0.7216746566621073,0.6024185126149026,0.8583506677381565,0 1 2 8,0 1 2 8,250,2026091604
180,6,12,4,495,4.972105322548963,4.972105322548963,1.0,3.2429341036705717,0.6522255449745931,0.48534692380925437,0.8283671543482838,1 7 9 11,1 7 9 11,250,2026091604
181,6,12,4,495,3.943378455995864,3.943378455995864,1.0,2.9120390749630363,0.7384629975181085,0.6010509809813283,0.883012274970232,0 1 3 8,0 1 3 8,250,2026091604
182,6,12,4,495,3.4675888747982504,3.4675888747982504,1.0,2.4232181575257474,0.6988193367262243,0.542683874330008,0.8412589611350388,4 6 7 10,4 6 7 10,250,2026091604
183,6,12,4,495,4.969523984430123,4.969523984430123,1.0,3.1436677436510454,0.6325893090566388,0.46692420809735224,0.8089094602038069,2 7 9 11,2 7 9 11,250,2026091604
184,6,12,4,495,3.974911075033471,3.9749110750334706,0.9999999999999999,2.6069620534161824,0.6558541824471456,0.5154510093853766,0.8178981151412217,0 2 7 11,0 2 7 11,250,2026091604
185,6,12,4,495,4.051788753288713,4.051788753288713,1.0,2.824982196113752,0.6972185294262441,0.5914798977738402,0.8142067126798587,1 2 5 10,1 2 5 10,250,2026091604
186,6,12,4,495,4.7909890723259725,4.7909890723259725,1.0,2.93805138605094,0.6132452697548209,0.47674995860560243,0.7650833332606763,3 6 7 10,3 6 7 10,250,2026091604
187,6,12,4,495,3.938408900948603,3.938408900948603,1.0,2.699480133704124,0.6854240383861434,0.5237700300786257,0.8660083639327816,3 4 6 8,3 4 6 8,250,2026091604
188,6,12,4,495,4.876392371126091,4.876392371126091,1.0,2.8591700323680262,0.5863289527925675,0.4119032372339914,0.7700346924858001,4 6 7 8,4 6 7 8,250,2026091604
189,6,12,4,495,4.083441194445181,4.083441194445182,1.0000000000000002,2.639783453762863,0.6464605042810053,0.4714012151781621,0.8075675958468084,0 1 2 8,0 1 2 8,250,2026091604
190,6,12,4,495,3.2526247470400818,3.2526247470400818,1.0,2.1084622534043254,0.6482340931959782,0.4772521386543797,0.857955788414604,1 5 6 7,1 5 6 7,250,2026091604
191,6,12,4,495,3.5852518098151642,3.5852518098151642,1.0,2.327417809712945,0.6491643915613654,0.47611304487613204,0.7994626078127747,2 3 7 10,2 3 7 10,250,2026091604
192,6,12,4,495,5.009458879053037,5.009458879053037,1.0,3.82243970669078,0.7630444323386392,0.6823331378278322,0.8694506196230853,1 3 4 6,1 3 4 6,250,2026091604
193,6,12,4,495,3.109272180406605,3.106934209204759,0.9992480647990295,2.5183745769393147,0.8099562954987046,0.672955233776031,0.9366645267064257,0 1 3 10,0 5 8 10,250,2026091604
194,6,12,4,495,4.1051737045803804,4.014562282905576,0.9779275060702781,3.0665284205610495,0.7469911485449557,0.6077812983549687,0.8852523562213593,2 6 7 9,2 3 10 11,250,2026091604
195,6,12,4,495,3.0846198752483867,3.0846198752483867,1.0,2.2821727586710714,0.7398554282113289,0.6372766696872254,0.838023555460176,2 4 10 11,2 4 10 11,250,2026091604
196,6,12,4,495,3.2676023337282505,3.2676023337282505,1.0,2.344438760247294,0.71747982796069,0.581062227789481,0.8517035381007528,3 6 8 9,3 6 8 9,250,2026091604
197,6,12,4,495,4.603882622342948,4.603882622342948,1.0,3.7003015295806247,0.8037349848197294,0.6997101585905459,0.905015748604362,1 2 5 8,1 2 5 8,250,2026091604
198,6,12,4,495,4.519838171026054,4.519838171026054,1.0,3.4770581563810135,0.7692881967921613,0.6486651085056198,0.8893642164501584,0 4 9 10,0 4 9 10,250,2026091604
199,6,12,4,495,4.42155455660736,4.420534175083478,0.9997692256171856,3.1848262925691073,0.7202956000644288,0.5873794395565872,0.8496277961493728,2 5 7 11,1 5 7 11,250,2026091604
