scenario,schedule,mode,method,tolerance,budget,n_worlds,released_mae,released_bad_rate,n_released,released,bad_release,path_covered,new_n,error,width,certificate_covered
supported,nearest,r2,optimized__minimum,0.2,2,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,nearest,r2,optimized__minimum,0.2,3,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,nearest,r2,optimized__minimum,0.3,0,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,nearest,r2,optimized__minimum,0.3,1,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,nearest,r2,optimized__minimum,0.3,2,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,nearest,r2,optimized__minimum,0.3,3,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,nearest,r2,uniform__minimum,0.2,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,nearest,r2,uniform__minimum,0.2,1,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,nearest,r2,uniform__minimum,0.2,2,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,nearest,r2,uniform__minimum,0.2,3,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,nearest,r2,uniform__minimum,0.3,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,nearest,r2,uniform__minimum,0.3,1,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,nearest,r2,uniform__minimum,0.3,2,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,nearest,r2,uniform__minimum,0.3,3,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,nearest,rinf,inverse_variance__minimum,0.2,0,600,0.0150589150598,0,466,0.776666666667,0,1,0,0.0148645186783,0.381838020505,1
supported,nearest,rinf,inverse_variance__minimum,0.2,1,600,0.0150589150598,0,466,0.776666666667,0,1,21.44,0.0147686448681,0.381681113124,1
supported,nearest,rinf,inverse_variance__minimum,0.2,2,600,0.0150589150598,0,466,0.776666666667,0,1,42.88,0.0148175503342,0.381636025946,1
supported,nearest,rinf,inverse_variance__minimum,0.2,3,600,0.0150589150598,0,466,0.776666666667,0,1,64.32,0.0146855250353,0.381636025946,1
supported,nearest,rinf,inverse_variance__minimum,0.3,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,nearest,rinf,inverse_variance__minimum,0.3,1,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,nearest,rinf,inverse_variance__minimum,0.3,2,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,nearest,rinf,inverse_variance__minimum,0.3,3,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,nearest,rinf,nearest_source__minimum,0.2,0,600,0.0309451207633,0,1,0.00166666666667,0,1,0,0.0665819780839,0.38823877456,1
supported,nearest,rinf,nearest_source__minimum,0.2,1,600,0.0309451207633,0,1,0.00166666666667,0,1,95.84,0.0827431107094,0.387248654576,1
supported,nearest,rinf,nearest_source__minimum,0.2,2,600,0.0309451207633,0,1,0.00166666666667,0,1,191.68,0.0827431107094,0.386954676945,1
supported,nearest,rinf,nearest_source__minimum,0.2,3,600,0.0309451207633,0,1,0.00166666666667,0,1,287.52,0.0827431107094,0.386954676945,1
supported,nearest,rinf,nearest_source__minimum,0.3,0,600,0.066621584471,0,597,0.995,0,1,0,0.0665819780839,0.52261491555,1
supported,nearest,rinf,nearest_source__minimum,0.3,1,600,0.066621584471,0,597,0.995,0,1,0.48,0.0668009778111,0.522553541249,1
supported,nearest,rinf,nearest_source__minimum,0.3,2,600,0.066621584471,0,597,0.995,0,1,0.96,0.0668009778111,0.522553541249,1
supported,nearest,rinf,nearest_source__minimum,0.3,3,600,0.066621584471,0,597,0.995,0,1,1.44,0.0668009778111,0.522553541249,1
supported,nearest,rinf,optimized__barycentric,0.2,0,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__barycentric,0.2,1,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__barycentric,0.2,2,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__barycentric,0.2,3,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__barycentric,0.3,0,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__barycentric,0.3,1,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__barycentric,0.3,2,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__barycentric,0.3,3,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__lipschitz,0.2,0,600,0.0309451207633,0,1,0.00166666666667,0,1,0,0.0665819780839,0.38823877456,1
supported,nearest,rinf,optimized__lipschitz,0.2,1,600,0.0309451207633,0,1,0.00166666666667,0,1,95.84,0.0665819780839,0.387248654576,1
supported,nearest,rinf,optimized__lipschitz,0.2,2,600,0.0309451207633,0,1,0.00166666666667,0,1,191.68,0.0665819780839,0.386954676945,1
supported,nearest,rinf,optimized__lipschitz,0.2,3,600,0.0309451207633,0,1,0.00166666666667,0,1,287.52,0.0665819780839,0.386954676945,1
supported,nearest,rinf,optimized__lipschitz,0.3,0,600,0.066621584471,0,597,0.995,0,1,0,0.0665819780839,0.52261491555,1
supported,nearest,rinf,optimized__lipschitz,0.3,1,600,0.066621584471,0,597,0.995,0,1,0.48,0.0665819780839,0.522553541249,1
supported,nearest,rinf,optimized__lipschitz,0.3,2,600,0.066621584471,0,597,0.995,0,1,0.96,0.0665819780839,0.522553541249,1
supported,nearest,rinf,optimized__lipschitz,0.3,3,600,0.066621584471,0,597,0.995,0,1,1.44,0.0665819780839,0.522553541249,1
supported,nearest,rinf,optimized__minimum,0.2,0,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__minimum,0.2,1,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__minimum,0.2,2,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__minimum,0.2,3,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__minimum,0.3,0,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__minimum,0.3,1,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__minimum,0.3,2,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,optimized__minimum,0.3,3,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,nearest,rinf,uniform__minimum,0.2,0,600,0.0150589150598,0,466,0.776666666667,0,1,0,0.0148645186783,0.381838020505,1
supported,nearest,rinf,uniform__minimum,0.2,1,600,0.0150589150598,0,466,0.776666666667,0,1,21.44,0.015995472966,0.381681113124,1
supported,nearest,rinf,uniform__minimum,0.2,2,600,0.0150589150598,0,466,0.776666666667,0,1,42.88,0.018047704208,0.381636025946,1
supported,nearest,rinf,uniform__minimum,0.2,3,600,0.0150589150598,0,466,0.776666666667,0,1,64.32,0.0169545666562,0.381636025946,1
supported,nearest,rinf,uniform__minimum,0.3,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,nearest,rinf,uniform__minimum,0.3,1,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,nearest,rinf,uniform__minimum,0.3,2,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,nearest,rinf,uniform__minimum,0.3,3,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,random,r2,inverse_variance__minimum,0.2,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,inverse_variance__minimum,0.2,1,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,inverse_variance__minimum,0.2,2,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,inverse_variance__minimum,0.2,3,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,inverse_variance__minimum,0.3,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,inverse_variance__minimum,0.3,1,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,inverse_variance__minimum,0.3,2,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,inverse_variance__minimum,0.3,3,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,nearest_source__minimum,0.2,0,600,0.0309451207633,0,1,0.00166666666667,0,1,0,0.0665819780839,0.401979630866,1
supported,random,r2,nearest_source__minimum,0.2,1,600,0.0309451207633,0,1,0.00166666666667,0,1,95.84,0.0693084962696,0.401788341044,1
supported,random,r2,nearest_source__minimum,0.2,2,600,0.0309451207633,0,1,0.00166666666667,0,1,191.68,0.0727964301591,0.401575850201,1
supported,random,r2,nearest_source__minimum,0.2,3,600,0.0309451207633,0,1,0.00166666666667,0,1,287.52,0.0740710430293,0.401285790368,1
supported,random,r2,nearest_source__minimum,0.3,0,600,0.066621584471,0,597,0.995,0,1,0,0.0665819780839,0.518105388345,1
supported,random,r2,nearest_source__minimum,0.3,1,600,0.066621584471,0,597,0.995,0,1,0.48,0.0668664846443,0.51806566684,1
supported,random,r2,nearest_source__minimum,0.3,2,600,0.066621584471,0,597,0.995,0,1,0.96,0.066814150448,0.51806566684,1
supported,random,r2,nearest_source__minimum,0.3,3,600,0.066621584471,0,597,0.995,0,1,1.44,0.066814150448,0.51806566684,1
supported,random,r2,optimized__barycentric,0.2,0,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__barycentric,0.2,1,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__barycentric,0.2,2,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__barycentric,0.2,3,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__barycentric,0.3,0,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__barycentric,0.3,1,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__barycentric,0.3,2,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__barycentric,0.3,3,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__lipschitz,0.2,0,600,0.012129179083,0,20,0.0333333333333,0,1,0,0.0159720377666,0.403384541505,1
supported,random,r2,optimized__lipschitz,0.2,1,600,0.0156862847689,0,27,0.045,0,1,92.8,0.0162463783835,0.40354308467,1
supported,random,r2,optimized__lipschitz,0.2,2,600,0.0167031770283,0,33,0.055,0,1,184.48,0.0164393492008,0.403457370342,1
supported,random,r2,optimized__lipschitz,0.2,3,600,0.0165220729065,0,39,0.065,0,1,275.2,0.0165133802836,0.403079460636,1
supported,random,r2,optimized__lipschitz,0.3,0,600,0.0159720377666,0,600,1,0,1,0,0.0159720377666,0.439486991849,1
supported,random,r2,optimized__lipschitz,0.3,1,600,0.0159720377666,0,600,1,0,1,0,0.0159720377666,0.439486991849,1
supported,random,r2,optimized__lipschitz,0.3,2,600,0.0159720377666,0,600,1,0,1,0,0.0159720377666,0.439486991849,1
supported,random,r2,optimized__lipschitz,0.3,3,600,0.0159720377666,0,600,1,0,1,0,0.0159720377666,0.439486991849,1
supported,random,r2,optimized__minimum,0.2,0,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__minimum,0.2,1,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__minimum,0.2,2,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__minimum,0.2,3,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__minimum,0.3,0,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__minimum,0.3,1,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__minimum,0.3,2,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,optimized__minimum,0.3,3,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,random,r2,uniform__minimum,0.2,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,uniform__minimum,0.2,1,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,uniform__minimum,0.2,2,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,uniform__minimum,0.2,3,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,uniform__minimum,0.3,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,uniform__minimum,0.3,1,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,uniform__minimum,0.3,2,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,r2,uniform__minimum,0.3,3,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,random,rinf,inverse_variance__minimum,0.2,0,600,0.0150589150598,0,466,0.776666666667,0,1,0,0.0148645186783,0.381838020505,1
supported,random,rinf,inverse_variance__minimum,0.2,1,600,0.0150131896201,0,472,0.786666666667,0,1,21.44,0.015006039078,0.382477210626,1
supported,random,rinf,inverse_variance__minimum,0.2,2,600,0.0149861667494,0,473,0.788333333333,0,1,41.92,0.0151886949731,0.382308427244,1
supported,random,rinf,inverse_variance__minimum,0.2,3,600,0.0149861667494,0,473,0.788333333333,0,1,62.24,0.0155030120993,0.38211547876,1
supported,random,rinf,inverse_variance__minimum,0.3,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,random,rinf,inverse_variance__minimum,0.3,1,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,random,rinf,inverse_variance__minimum,0.3,2,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,random,rinf,inverse_variance__minimum,0.3,3,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,random,rinf,nearest_source__minimum,0.2,0,600,0.0309451207633,0,1,0.00166666666667,0,1,0,0.0665819780839,0.38823877456,1
supported,random,rinf,nearest_source__minimum,0.2,1,600,0.0309451207633,0,1,0.00166666666667,0,1,95.84,0.0693084962696,0.387903901879,1
supported,random,rinf,nearest_source__minimum,0.2,2,600,0.0309451207633,0,1,0.00166666666667,0,1,191.68,0.0727964301591,0.387607499212,1
supported,random,rinf,nearest_source__minimum,0.2,3,600,0.0309451207633,0,1,0.00166666666667,0,1,287.52,0.0740710430293,0.387230828198,1
supported,random,rinf,nearest_source__minimum,0.3,0,600,0.066621584471,0,597,0.995,0,1,0,0.0665819780839,0.52261491555,1
supported,random,rinf,nearest_source__minimum,0.3,1,600,0.066621584471,0,597,0.995,0,1,0.48,0.0668664846443,0.522553541249,1
supported,random,rinf,nearest_source__minimum,0.3,2,600,0.066621584471,0,597,0.995,0,1,0.96,0.066814150448,0.522553541249,1
supported,random,rinf,nearest_source__minimum,0.3,3,600,0.066621584471,0,597,0.995,0,1,1.44,0.066814150448,0.522553541249,1
supported,random,rinf,optimized__barycentric,0.2,0,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__barycentric,0.2,1,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__barycentric,0.2,2,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__barycentric,0.2,3,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__barycentric,0.3,0,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__barycentric,0.3,1,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__barycentric,0.3,2,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__barycentric,0.3,3,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__lipschitz,0.2,0,600,0.0309451207633,0,1,0.00166666666667,0,1,0,0.0665819780839,0.38823877456,1
supported,random,rinf,optimized__lipschitz,0.2,1,600,0.0309451207633,0,1,0.00166666666667,0,1,95.84,0.0665819780839,0.387903901879,1
supported,random,rinf,optimized__lipschitz,0.2,2,600,0.0309451207633,0,1,0.00166666666667,0,1,191.68,0.0665819780839,0.387607499212,1
supported,random,rinf,optimized__lipschitz,0.2,3,600,0.0309451207633,0,1,0.00166666666667,0,1,287.52,0.0665819780839,0.387230828198,1
supported,random,rinf,optimized__lipschitz,0.3,0,600,0.066621584471,0,597,0.995,0,1,0,0.0665819780839,0.52261491555,1
supported,random,rinf,optimized__lipschitz,0.3,1,600,0.066621584471,0,597,0.995,0,1,0.48,0.0665819780839,0.522553541249,1
supported,random,rinf,optimized__lipschitz,0.3,2,600,0.066621584471,0,597,0.995,0,1,0.96,0.0665819780839,0.522553541249,1
supported,random,rinf,optimized__lipschitz,0.3,3,600,0.066621584471,0,597,0.995,0,1,1.44,0.0665819780839,0.522553541249,1
supported,random,rinf,optimized__minimum,0.2,0,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__minimum,0.2,1,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__minimum,0.2,2,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__minimum,0.2,3,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__minimum,0.3,0,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__minimum,0.3,1,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__minimum,0.3,2,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,optimized__minimum,0.3,3,600,0.0191577965243,0,600,1,0,1,0,0.0191577965243,0.353926978653,1
supported,random,rinf,uniform__minimum,0.2,0,600,0.0150589150598,0,466,0.776666666667,0,1,0,0.0148645186783,0.381838020505,1
supported,random,rinf,uniform__minimum,0.2,1,600,0.0150589150598,0,466,0.776666666667,0,1,21.44,0.0197365647106,0.381790068121,1
supported,random,rinf,uniform__minimum,0.2,2,600,0.0150589150598,0,466,0.776666666667,0,1,42.88,0.0229843044847,0.381683012114,1
supported,random,rinf,uniform__minimum,0.2,3,600,0.0150589150598,0,466,0.776666666667,0,1,64.32,0.0254242359104,0.38149006363,1
supported,random,rinf,uniform__minimum,0.3,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,random,rinf,uniform__minimum,0.3,1,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,random,rinf,uniform__minimum,0.3,2,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
supported,random,rinf,uniform__minimum,0.3,3,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.38565326636,1
unreachable,nearest,r2,inverse_variance__minimum,0.2,0,600,,,0,0,0,1,0,1.17645650402,2.8863924163,1
unreachable,nearest,r2,inverse_variance__minimum,0.2,1,600,,,0,0,0,1,96,1.16582254081,2.48881674911,1
unreachable,nearest,r2,inverse_variance__minimum,0.2,2,600,,,0,0,0,1,192,1.15817598218,2.47998346796,1
unreachable,nearest,r2,inverse_variance__minimum,0.2,3,600,,,0,0,0,1,288,1.15211252087,2.4767862555,1
unreachable,nearest,r2,inverse_variance__minimum,0.3,0,600,,,0,0,0,1,0,1.17645650402,2.8863924163,1
unreachable,nearest,r2,inverse_variance__minimum,0.3,1,600,,,0,0,0,1,96,1.16582254081,2.48881674911,1
unreachable,nearest,r2,inverse_variance__minimum,0.3,2,600,,,0,0,0,1,192,1.15817598218,2.47998346796,1
unreachable,nearest,r2,inverse_variance__minimum,0.3,3,600,,,0,0,0,1,288,1.15211252087,2.4767862555,1
unreachable,nearest,r2,nearest_source__minimum,0.2,0,600,,,0,0,0,1,0,1.0748111356,2.8863924163,1
unreachable,nearest,r2,nearest_source__minimum,0.2,1,600,,,0,0,0,1,96,0.811357100331,2.48881674911,1
unreachable,nearest,r2,nearest_source__minimum,0.2,2,600,,,0,0,0,1,192,0.811357100331,2.47998346796,1
unreachable,nearest,r2,nearest_source__minimum,0.2,3,600,,,0,0,0,1,288,0.811357100331,2.4767862555,1
unreachable,nearest,r2,nearest_source__minimum,0.3,0,600,,,0,0,0,1,0,1.0748111356,2.8863924163,1
unreachable,nearest,r2,nearest_source__minimum,0.3,1,600,,,0,0,0,1,96,0.811357100331,2.48881674911,1
unreachable,nearest,r2,nearest_source__minimum,0.3,2,600,,,0,0,0,1,192,0.811357100331,2.47998346796,1
unreachable,nearest,r2,nearest_source__minimum,0.3,3,600,,,0,0,0,1,288,0.811357100331,2.4767862555,1
unreachable,nearest,r2,optimized__barycentric,0.2,0,600,,,0,0,0,1,0,1.08819379106,2.8863924163,1
unreachable,nearest,r2,optimized__barycentric,0.2,1,600,,,0,0,0,1,96,0.823950605693,2.48881674911,1
unreachable,nearest,r2,optimized__barycentric,0.2,2,600,,,0,0,0,1,192,0.843680435602,2.47998346796,1
unreachable,nearest,r2,optimized__barycentric,0.2,3,600,,,0,0,0,1,288,0.864001938921,2.4767862555,1
unreachable,nearest,r2,optimized__barycentric,0.3,0,600,,,0,0,0,1,0,1.08819379106,2.8863924163,1
unreachable,nearest,r2,optimized__barycentric,0.3,1,600,,,0,0,0,1,96,0.823950605693,2.48881674911,1
unreachable,nearest,r2,optimized__barycentric,0.3,2,600,,,0,0,0,1,192,0.843680435602,2.47998346796,1
unreachable,nearest,r2,optimized__barycentric,0.3,3,600,,,0,0,0,1,288,0.864001938921,2.4767862555,1
unreachable,nearest,r2,optimized__lipschitz,0.2,0,600,,,0,0,0,1,0,1.08849734661,2.8863924163,1
unreachable,nearest,r2,optimized__lipschitz,0.2,1,600,,,0,0,0,1,96,0.825207118254,2.48881674911,1
unreachable,nearest,r2,optimized__lipschitz,0.2,2,600,,,0,0,0,1,192,0.843745740504,2.47998346796,1
unreachable,nearest,r2,optimized__lipschitz,0.2,3,600,,,0,0,0,1,288,0.864090226366,2.4767862555,1
unreachable,nearest,r2,optimized__lipschitz,0.3,0,600,,,0,0,0,1,0,1.08849734661,2.8863924163,1
unreachable,nearest,r2,optimized__lipschitz,0.3,1,600,,,0,0,0,1,96,0.825207118254,2.48881674911,1
unreachable,nearest,r2,optimized__lipschitz,0.3,2,600,,,0,0,0,1,192,0.843745740504,2.47998346796,1
unreachable,nearest,r2,optimized__lipschitz,0.3,3,600,,,0,0,0,1,288,0.864090226366,2.4767862555,1
unreachable,nearest,r2,optimized__minimum,0.2,0,600,,,0,0,0,1,0,1.08932910613,2.8863924163,1
unreachable,nearest,r2,optimized__minimum,0.2,1,600,,,0,0,0,1,96,0.828395044117,2.48881674911,1
unreachable,nearest,r2,optimized__minimum,0.2,2,600,,,0,0,0,1,192,0.843786331706,2.47998346796,1
unreachable,nearest,r2,optimized__minimum,0.2,3,600,,,0,0,0,1,288,0.864128259574,2.4767862555,1
unreachable,nearest,r2,optimized__minimum,0.3,0,600,,,0,0,0,1,0,1.08932910613,2.8863924163,1
unreachable,nearest,r2,optimized__minimum,0.3,1,600,,,0,0,0,1,96,0.828395044117,2.48881674911,1
unreachable,nearest,r2,optimized__minimum,0.3,2,600,,,0,0,0,1,192,0.843786331706,2.47998346796,1
unreachable,nearest,r2,optimized__minimum,0.3,3,600,,,0,0,0,1,288,0.864128259574,2.4767862555,1
unreachable,nearest,r2,uniform__minimum,0.2,0,600,,,0,0,0,1,0,1.17645650402,2.8863924163,1
unreachable,nearest,r2,uniform__minimum,0.2,1,600,,,0,0,0,1,96,1.10343662329,2.48881674911,1
unreachable,nearest,r2,uniform__minimum,0.2,2,600,,,0,0,0,1,192,1.06880454204,2.47998346796,1
unreachable,nearest,r2,uniform__minimum,0.2,3,600,,,0,0,0,1,288,1.05009963906,2.4767862555,1
unreachable,nearest,r2,uniform__minimum,0.3,0,600,,,0,0,0,1,0,1.17645650402,2.8863924163,1
unreachable,nearest,r2,uniform__minimum,0.3,1,600,,,0,0,0,1,96,1.10343662329,2.48881674911,1
unreachable,nearest,r2,uniform__minimum,0.3,2,600,,,0,0,0,1,192,1.06880454204,2.47998346796,1
unreachable,nearest,r2,uniform__minimum,0.3,3,600,,,0,0,0,1,288,1.05009963906,2.4767862555,1
unreachable,nearest,rinf,inverse_variance__minimum,0.2,0,600,,,0,0,0,1,0,1.17645650402,2.87262093855,1
unreachable,nearest,rinf,inverse_variance__minimum,0.2,1,600,,,0,0,0,1,96,1.16582254081,2.46063705657,1
unreachable,nearest,rinf,inverse_variance__minimum,0.2,2,600,,,0,0,0,1,192,1.15817598218,2.45113584274,1
unreachable,nearest,rinf,inverse_variance__minimum,0.2,3,600,,,0,0,0,1,288,1.15211252087,2.44741946135,1
unreachable,nearest,rinf,inverse_variance__minimum,0.3,0,600,,,0,0,0,1,0,1.17645650402,2.87262093855,1
unreachable,nearest,rinf,inverse_variance__minimum,0.3,1,600,,,0,0,0,1,96,1.16582254081,2.46063705657,1
unreachable,nearest,rinf,inverse_variance__minimum,0.3,2,600,,,0,0,0,1,192,1.15817598218,2.45113584274,1
unreachable,nearest,rinf,inverse_variance__minimum,0.3,3,600,,,0,0,0,1,288,1.15211252087,2.44741946135,1
unreachable,nearest,rinf,nearest_source__minimum,0.2,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
unreachable,nearest,rinf,nearest_source__minimum,0.2,1,600,,,0,0,0,1,96,0.811357100331,2.46063705657,1
unreachable,nearest,rinf,nearest_source__minimum,0.2,2,600,,,0,0,0,1,192,0.811357100331,2.45113584274,1
unreachable,nearest,rinf,nearest_source__minimum,0.2,3,600,,,0,0,0,1,288,0.811357100331,2.44741946135,1
unreachable,nearest,rinf,nearest_source__minimum,0.3,0,600,,,0,0,0,1,0,1.0748111356,2.87262093855,1
