surface,scenario,schedule,mode,method,tolerance,budget,n_worlds,released_mae,released_bad_rate,n_released,released,bad_release,path_covered,new_n,error,width,certificate_covered
linear,unreachable,nearest,rinf,nearest_source__minimum,0.2,1,200,,,0,0,0,1,96,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.2,2,200,,,0,0,0,1,192,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.2,3,200,,,0,0,0,1,288,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.3,1,200,,,0,0,0,1,96,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.3,2,200,,,0,0,0,1,192,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.3,3,200,,,0,0,0,1,288,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.2,1,200,,,0,0,0,1,96,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.2,2,200,,,0,0,0,1,192,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.2,3,200,,,0,0,0,1,288,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.3,1,200,,,0,0,0,1,96,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.3,2,200,,,0,0,0,1,192,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.3,3,200,,,0,0,0,1,288,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.2,1,200,,,0,0,0,1,96,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.2,2,200,,,0,0,0,1,192,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.2,3,200,,,0,0,0,1,288,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.3,1,200,,,0,0,0,1,96,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.3,2,200,,,0,0,0,1,192,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.3,3,200,,,0,0,0,1,288,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__minimum,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,nearest,rinf,optimized__minimum,0.2,1,200,,,0,0,0,1,96,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__minimum,0.2,2,200,,,0,0,0,1,192,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__minimum,0.2,3,200,,,0,0,0,1,288,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__minimum,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,nearest,rinf,optimized__minimum,0.3,1,200,,,0,0,0,1,96,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__minimum,0.3,2,200,,,0,0,0,1,192,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,optimized__minimum,0.3,3,200,,,0,0,0,1,288,0.863965143607,2.54289440097,1
linear,unreachable,nearest,rinf,uniform__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,3.00426130912,1
linear,unreachable,nearest,rinf,uniform__minimum,0.2,1,200,,,0,0,0,1,96,1.20520295924,2.91106328922,1
linear,unreachable,nearest,rinf,uniform__minimum,0.2,2,200,,,0,0,0,1,192,1.16553409316,2.88282236605,1
linear,unreachable,nearest,rinf,uniform__minimum,0.2,3,200,,,0,0,0,1,288,1.14133698606,2.87248488942,1
linear,unreachable,nearest,rinf,uniform__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,3.00426130912,1
linear,unreachable,nearest,rinf,uniform__minimum,0.3,1,200,,,0,0,0,1,96,1.20520295924,2.91106328922,1
linear,unreachable,nearest,rinf,uniform__minimum,0.3,2,200,,,0,0,0,1,192,1.16553409316,2.88282236605,1
linear,unreachable,nearest,rinf,uniform__minimum,0.3,3,200,,,0,0,0,1,288,1.14133698606,2.87248488942,1
linear,unreachable,random,r2,inverse_variance__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,2.87957327181,1
linear,unreachable,random,r2,inverse_variance__minimum,0.2,1,200,,,0,0,0,1,96,1.28344585208,2.86148721557,1
linear,unreachable,random,r2,inverse_variance__minimum,0.2,2,200,,,0,0,0,1,192,1.27726945705,2.84554239807,1
linear,unreachable,random,r2,inverse_variance__minimum,0.2,3,200,,,0,0,0,1,288,1.27169374279,2.83062077515,1
linear,unreachable,random,r2,inverse_variance__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,2.87957327181,1
linear,unreachable,random,r2,inverse_variance__minimum,0.3,1,200,,,0,0,0,1,96,1.28344585208,2.86148721557,1
linear,unreachable,random,r2,inverse_variance__minimum,0.3,2,200,,,0,0,0,1,192,1.27726945705,2.84554239807,1
linear,unreachable,random,r2,inverse_variance__minimum,0.3,3,200,,,0,0,0,1,288,1.27169374279,2.83062077515,1
linear,unreachable,random,r2,nearest_source__minimum,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.78452064795,1
linear,unreachable,random,r2,nearest_source__minimum,0.2,1,200,,,0,0,0,1,96,1.02552544535,2.80471055398,1
linear,unreachable,random,r2,nearest_source__minimum,0.2,2,200,,,0,0,0,1,192,0.948980046701,2.71527189993,1
linear,unreachable,random,r2,nearest_source__minimum,0.2,3,200,,,0,0,0,1,288,0.915971849562,2.64476072868,1
linear,unreachable,random,r2,nearest_source__minimum,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.78452064795,1
linear,unreachable,random,r2,nearest_source__minimum,0.3,1,200,,,0,0,0,1,96,1.02552544535,2.80471055398,1
linear,unreachable,random,r2,nearest_source__minimum,0.3,2,200,,,0,0,0,1,192,0.948980046701,2.71527189993,1
linear,unreachable,random,r2,nearest_source__minimum,0.3,3,200,,,0,0,0,1,288,0.915971849562,2.64476072868,1
linear,unreachable,random,r2,optimized__barycentric,0.2,0,200,,,0,0,0,1,0,1.18969592882,2.77684106968,1
linear,unreachable,random,r2,optimized__barycentric,0.2,1,200,,,0,0,0,1,96,1.08627986598,2.67090106908,1
linear,unreachable,random,r2,optimized__barycentric,0.2,2,200,,,0,0,0,1,192,1.02354976017,2.58790158228,1
linear,unreachable,random,r2,optimized__barycentric,0.2,3,200,,,0,0,0,1,288,0.989400915216,2.52167901317,1
linear,unreachable,random,r2,optimized__barycentric,0.3,0,200,,,0,0,0,1,0,1.18969592882,2.77684106968,1
linear,unreachable,random,r2,optimized__barycentric,0.3,1,200,,,0,0,0,1,96,1.08627986598,2.67090106908,1
linear,unreachable,random,r2,optimized__barycentric,0.3,2,200,,,0,0,0,1,192,1.02354976017,2.58790158228,1
linear,unreachable,random,r2,optimized__barycentric,0.3,3,200,,,0,0,0,1,288,0.989400915216,2.52167901317,1
linear,unreachable,random,r2,optimized__lipschitz,0.2,0,200,,,0,0,0,1,0,1.18738987473,2.778184265,1
linear,unreachable,random,r2,optimized__lipschitz,0.2,1,200,,,0,0,0,1,96,1.08377949583,2.67448171963,1
linear,unreachable,random,r2,optimized__lipschitz,0.2,2,200,,,0,0,0,1,192,1.02118444738,2.59138441634,1
linear,unreachable,random,r2,optimized__lipschitz,0.2,3,200,,,0,0,0,1,288,0.986926792948,2.52460533242,1
linear,unreachable,random,r2,optimized__lipschitz,0.3,0,200,,,0,0,0,1,0,1.18738987473,2.778184265,1
linear,unreachable,random,r2,optimized__lipschitz,0.3,1,200,,,0,0,0,1,96,1.08377949583,2.67448171963,1
linear,unreachable,random,r2,optimized__lipschitz,0.3,2,200,,,0,0,0,1,192,1.02118444738,2.59138441634,1
linear,unreachable,random,r2,optimized__lipschitz,0.3,3,200,,,0,0,0,1,288,0.986926792948,2.52460533242,1
linear,unreachable,random,r2,optimized__minimum,0.2,0,200,,,0,0,0,1,0,1.18969592882,2.77684106968,1
linear,unreachable,random,r2,optimized__minimum,0.2,1,200,,,0,0,0,1,96,1.08627986598,2.67090106908,1
linear,unreachable,random,r2,optimized__minimum,0.2,2,200,,,0,0,0,1,192,1.02354960392,2.58790158225,1
linear,unreachable,random,r2,optimized__minimum,0.2,3,200,,,0,0,0,1,288,0.989400680437,2.52167901314,1
linear,unreachable,random,r2,optimized__minimum,0.3,0,200,,,0,0,0,1,0,1.18969592882,2.77684106968,1
linear,unreachable,random,r2,optimized__minimum,0.3,1,200,,,0,0,0,1,96,1.08627986598,2.67090106908,1
linear,unreachable,random,r2,optimized__minimum,0.3,2,200,,,0,0,0,1,192,1.02354960392,2.58790158225,1
linear,unreachable,random,r2,optimized__minimum,0.3,3,200,,,0,0,0,1,288,0.989400680437,2.52167901314,1
linear,unreachable,random,r2,uniform__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,2.87957327181,1
linear,unreachable,random,r2,uniform__minimum,0.2,1,200,,,0,0,0,1,96,1.2419886938,2.81645719062,1
linear,unreachable,random,r2,uniform__minimum,0.2,2,200,,,0,0,0,1,192,1.21252611615,2.76231984466,1
linear,unreachable,random,r2,uniform__minimum,0.2,3,200,,,0,0,0,1,288,1.19283455269,2.71807107232,1
linear,unreachable,random,r2,uniform__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,2.87957327181,1
linear,unreachable,random,r2,uniform__minimum,0.3,1,200,,,0,0,0,1,96,1.2419886938,2.81645719062,1
linear,unreachable,random,r2,uniform__minimum,0.3,2,200,,,0,0,0,1,192,1.21252611615,2.76231984466,1
linear,unreachable,random,r2,uniform__minimum,0.3,3,200,,,0,0,0,1,288,1.19283455269,2.71807107232,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,3.00426130912,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.2,1,200,,,0,0,0,1,96,1.28344585208,3.00138833967,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.2,2,200,,,0,0,0,1,192,1.27726945705,2.99981988189,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.2,3,200,,,0,0,0,1,288,1.27169374279,2.99850597905,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,3.00426130912,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.3,1,200,,,0,0,0,1,96,1.28344585208,3.00138833967,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.3,2,200,,,0,0,0,1,192,1.27726945705,2.99981988189,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.3,3,200,,,0,0,0,1,288,1.27169374279,2.99850597905,1
linear,unreachable,random,rinf,nearest_source__minimum,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,random,rinf,nearest_source__minimum,0.2,1,200,,,0,0,0,1,96,1.02552544535,2.81656114976,1
linear,unreachable,random,rinf,nearest_source__minimum,0.2,2,200,,,0,0,0,1,192,0.948980046701,2.72851156478,1
linear,unreachable,random,rinf,nearest_source__minimum,0.2,3,200,,,0,0,0,1,288,0.915971849562,2.65804380193,1
linear,unreachable,random,rinf,nearest_source__minimum,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,random,rinf,nearest_source__minimum,0.3,1,200,,,0,0,0,1,96,1.02552544535,2.81656114976,1
linear,unreachable,random,rinf,nearest_source__minimum,0.3,2,200,,,0,0,0,1,192,0.948980046701,2.72851156478,1
linear,unreachable,random,rinf,nearest_source__minimum,0.3,3,200,,,0,0,0,1,288,0.915971849562,2.65804380193,1
linear,unreachable,random,rinf,optimized__barycentric,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,random,rinf,optimized__barycentric,0.2,1,200,,,0,0,0,1,96,1.05619001527,2.72214830986,1
linear,unreachable,random,rinf,optimized__barycentric,0.2,2,200,,,0,0,0,1,192,0.989258178252,2.67589673579,1
linear,unreachable,random,rinf,optimized__barycentric,0.2,3,200,,,0,0,0,1,288,0.947131001344,2.64001274065,1
linear,unreachable,random,rinf,optimized__barycentric,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,random,rinf,optimized__barycentric,0.3,1,200,,,0,0,0,1,96,1.05619001527,2.72214830986,1
linear,unreachable,random,rinf,optimized__barycentric,0.3,2,200,,,0,0,0,1,192,0.989258178252,2.67589673579,1
linear,unreachable,random,rinf,optimized__barycentric,0.3,3,200,,,0,0,0,1,288,0.947131001344,2.64001274065,1
linear,unreachable,random,rinf,optimized__lipschitz,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,random,rinf,optimized__lipschitz,0.2,1,200,,,0,0,0,1,96,1.05682533204,2.72235575948,1
linear,unreachable,random,rinf,optimized__lipschitz,0.2,2,200,,,0,0,0,1,192,0.992271177679,2.67619812708,1
linear,unreachable,random,rinf,optimized__lipschitz,0.2,3,200,,,0,0,0,1,288,0.948560738495,2.64027662135,1
linear,unreachable,random,rinf,optimized__lipschitz,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,random,rinf,optimized__lipschitz,0.3,1,200,,,0,0,0,1,96,1.05682533204,2.72235575948,1
linear,unreachable,random,rinf,optimized__lipschitz,0.3,2,200,,,0,0,0,1,192,0.992271177679,2.67619812708,1
linear,unreachable,random,rinf,optimized__lipschitz,0.3,3,200,,,0,0,0,1,288,0.948560738495,2.64027662135,1
linear,unreachable,random,rinf,optimized__minimum,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,random,rinf,optimized__minimum,0.2,1,200,,,0,0,0,1,96,1.05619001527,2.72214830986,1
linear,unreachable,random,rinf,optimized__minimum,0.2,2,200,,,0,0,0,1,192,0.989258178252,2.67589673579,1
linear,unreachable,random,rinf,optimized__minimum,0.2,3,200,,,0,0,0,1,288,0.947131001344,2.64001274065,1
linear,unreachable,random,rinf,optimized__minimum,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.7891220395,1
linear,unreachable,random,rinf,optimized__minimum,0.3,1,200,,,0,0,0,1,96,1.05619001527,2.72214830986,1
linear,unreachable,random,rinf,optimized__minimum,0.3,2,200,,,0,0,0,1,192,0.989258178252,2.67589673579,1
linear,unreachable,random,rinf,optimized__minimum,0.3,3,200,,,0,0,0,1,288,0.947131001344,2.64001274065,1
linear,unreachable,random,rinf,uniform__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,3.00426130912,1
linear,unreachable,random,rinf,uniform__minimum,0.2,1,200,,,0,0,0,1,96,1.2419886938,2.98490549022,1
linear,unreachable,random,rinf,uniform__minimum,0.2,2,200,,,0,0,0,1,192,1.21252611615,2.97906379373,1
linear,unreachable,random,rinf,uniform__minimum,0.2,3,200,,,0,0,0,1,288,1.19283455269,2.97600491698,1
linear,unreachable,random,rinf,uniform__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,3.00426130912,1
linear,unreachable,random,rinf,uniform__minimum,0.3,1,200,,,0,0,0,1,96,1.2419886938,2.98490549022,1
linear,unreachable,random,rinf,uniform__minimum,0.3,2,200,,,0,0,0,1,192,1.21252611615,2.97906379373,1
linear,unreachable,random,rinf,uniform__minimum,0.3,3,200,,,0,0,0,1,288,1.19283455269,2.97600491698,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.2,0,200,,,0,0,0,1,0,0.350224851839,1.29193080461,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.2,1,200,,,0,0,0,1,96,0.340360488494,1.26154010667,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.2,2,200,,,0,0,0,1,192,0.33017314662,1.2329865853,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.2,3,200,,,0,0,0,1,288,0.321217767963,1.20592807387,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.3,0,200,,,0,0,0,1,0,0.350224851839,1.29193080461,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.3,1,200,,,0,0,0,1,96,0.340360488494,1.26154010667,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.3,2,200,,,0,0,0,1,192,0.33017314662,1.2329865853,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.3,3,200,,,0,0,0,1,288,0.321217767963,1.20592807387,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.2,0,200,,,0,0,0,1,0,0.266788554076,1.19566368205,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.2,1,200,,,0,0,0,1,96,0.0750995174119,0.853976470515,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.2,2,200,,,0,0,0,1,192,0.0750995174119,0.853976470515,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.2,3,200,,,0,0,0,1,288,0.0750995174119,0.853976470515,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.3,0,200,,,0,0,0,1,0,0.266788554076,1.19566368205,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.3,1,200,,,0,0,0,1,96,0.0750995174119,0.853976470515,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.3,2,200,,,0,0,0,1,192,0.0750995174119,0.853976470515,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.3,3,200,,,0,0,0,1,288,0.0750995174119,0.853976470515,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.2,0,200,,,0,0,0,1,0,0.291037748082,1.16853597048,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.2,1,200,,,0,0,0,1,96,0.073629849735,0.821149808759,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.2,2,200,,,0,0,0,1,192,0.0608078869204,0.64368068994,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.2,3,200,,,0,0,0,1,288,0.044482002627,0.508104429495,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.3,0,200,,,0,0,0,1,0,0.291037748082,1.16853597048,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.3,1,200,,,0,0,0,1,96,0.073629849735,0.821149808759,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.3,2,200,0.0462266921888,0,100,0.5,0,1,192,0.0608078869204,0.64368068994,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.3,3,200,0.044482002627,0,200,1,0,1,288,0.044482002627,0.508104429495,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.2,0,200,,,0,0,0,1,0,0.285806097661,1.18103299904,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.2,1,200,,,0,0,0,1,96,0.0753742413858,0.853944161543,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.2,2,200,,,0,0,0,1,192,0.0732718949089,0.787232077115,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.2,3,200,,,0,0,0,1,288,0.047583047656,0.761043722595,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.3,0,200,,,0,0,0,1,0,0.285806097661,1.18103299904,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.3,1,200,,,0,0,0,1,96,0.0753742413858,0.853944161543,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.3,2,200,,,0,0,0,1,192,0.0732718949089,0.787232077115,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.3,3,200,,,0,0,0,1,288,0.047583047656,0.761043722595,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.2,0,200,,,0,0,0,1,0,0.291037748082,1.16853597048,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.2,1,200,,,0,0,0,1,96,0.073629849735,0.821149808759,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.2,2,200,,,0,0,0,1,192,0.06080592765,0.643576237405,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.2,3,200,,,0,0,0,1,288,0.044482002627,0.508104429495,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.3,0,200,,,0,0,0,1,0,0.291037748082,1.16853597048,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.3,1,200,,,0,0,0,1,96,0.073629849735,0.821149808759,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.3,2,200,0.0462266921888,0,100,0.5,0,1,192,0.06080592765,0.643576237405,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.3,3,200,0.044482002627,0,200,1,0,1,288,0.044482002627,0.508104429495,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.2,0,200,,,0,0,0,1,0,0.350224851839,1.29193080461,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.2,1,200,,,0,0,0,1,96,0.282489556867,1.14023406694,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.2,2,200,,,0,0,0,1,192,0.232142587772,1.01893609661,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.2,3,200,,,0,0,0,1,288,0.199664273624,0.924856348106,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.3,0,200,,,0,0,0,1,0,0.350224851839,1.29193080461,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.3,1,200,,,0,0,0,1,96,0.282489556867,1.14023406694,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.3,2,200,,,0,0,0,1,192,0.232142587772,1.01893609661,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.3,3,200,,,0,0,0,1,288,0.199664273624,0.924856348106,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.2,0,200,,,0,0,0,1,0,0.350224851839,1.41661884192,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.2,1,200,,,0,0,0,1,96,0.340360488494,1.40144123077,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.2,2,200,,,0,0,0,1,192,0.33017314662,1.38726406913,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.2,3,200,,,0,0,0,1,288,0.321217767963,1.37381327777,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.3,0,200,,,0,0,0,1,0,0.350224851839,1.41661884192,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.3,1,200,,,0,0,0,1,96,0.340360488494,1.40144123077,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.3,2,200,,,0,0,0,1,192,0.33017314662,1.38726406913,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.3,3,200,,,0,0,0,1,288,0.321217767963,1.37381327777,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.2,0,200,,,0,0,0,1,0,0.266788554076,1.2002650736,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.2,1,200,,,0,0,0,1,96,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.2,2,200,,,0,0,0,1,192,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.2,3,200,,,0,0,0,1,288,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.3,0,200,,,0,0,0,1,0,0.266788554076,1.2002650736,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.3,1,200,,,0,0,0,1,96,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.3,2,200,,,0,0,0,1,192,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.3,3,200,,,0,0,0,1,288,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,optimized__barycentric,0.2,0,200,,,0,0,0,1,0,0.267141629626,1.20008954677,1
quadratic,bridgeable,nearest,rinf,optimized__barycentric,0.2,1,200,,,0,0,0,1,96,0.0731641070526,0.84291994058,1
quadratic,bridgeable,nearest,rinf,optimized__barycentric,0.2,2,200,,,0,0,0,1,192,0.0665901595815,0.773976041401,1
quadratic,bridgeable,nearest,rinf,optimized__barycentric,0.2,3,200,,,0,0,0,1,288,0.060912878551,0.707453439664,1
quadratic,bridgeable,nearest,rinf,optimized__barycentric,0.3,0,200,,,0,0,0,1,0,0.267141629626,1.20008954677,1
quadratic,bridgeable,nearest,rinf,optimized__barycentric,0.3,1,200,,,0,0,0,1,96,0.0731641070526,0.84291994058,1
quadratic,bridgeable,nearest,rinf,optimized__barycentric,0.3,2,200,,,0,0,0,1,192,0.0665901595815,0.773976041401,1
quadratic,bridgeable,nearest,rinf,optimized__barycentric,0.3,3,200,,,0,0,0,1,288,0.060912878551,0.707453439664,1
quadratic,bridgeable,nearest,rinf,optimized__lipschitz,0.2,0,200,,,0,0,0,1,0,0.266788554076,1.2002650736,1
quadratic,bridgeable,nearest,rinf,optimized__lipschitz,0.2,1,200,,,0,0,0,1,96,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,optimized__lipschitz,0.2,2,200,,,0,0,0,1,192,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,optimized__lipschitz,0.2,3,200,,,0,0,0,1,288,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,optimized__lipschitz,0.3,0,200,,,0,0,0,1,0,0.266788554076,1.2002650736,1
quadratic,bridgeable,nearest,rinf,optimized__lipschitz,0.3,1,200,,,0,0,0,1,96,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,optimized__lipschitz,0.3,2,200,,,0,0,0,1,192,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,optimized__lipschitz,0.3,3,200,,,0,0,0,1,288,0.0750995174119,0.867259543769,1
quadratic,bridgeable,nearest,rinf,optimized__minimum,0.2,0,200,,,0,0,0,1,0,0.267141629626,1.20008954677,1
quadratic,bridgeable,nearest,rinf,optimized__minimum,0.2,1,200,,,0,0,0,1,96,0.0731641070526,0.84291994058,1
quadratic,bridgeable,nearest,rinf,optimized__minimum,0.2,2,200,,,0,0,0,1,192,0.0665901595815,0.773976041401,1
quadratic,bridgeable,nearest,rinf,optimized__minimum,0.2,3,200,,,0,0,0,1,288,0.060912878551,0.707453439664,1
quadratic,bridgeable,nearest,rinf,optimized__minimum,0.3,0,200,,,0,0,0,1,0,0.267141629626,1.20008954677,1
quadratic,bridgeable,nearest,rinf,optimized__minimum,0.3,1,200,,,0,0,0,1,96,0.0731641070526,0.84291994058,1
quadratic,bridgeable,nearest,rinf,optimized__minimum,0.3,2,200,,,0,0,0,1,192,0.0665901595815,0.773976041401,1
quadratic,bridgeable,nearest,rinf,optimized__minimum,0.3,3,200,,,0,0,0,1,288,0.060912878551,0.707453439664,1
quadratic,bridgeable,nearest,rinf,uniform__minimum,0.2,0,200,,,0,0,0,1,0,0.350224851839,1.41661884192,1
quadratic,bridgeable,nearest,rinf,uniform__minimum,0.2,1,200,,,0,0,0,1,96,0.282489556867,1.30868236655,1
quadratic,bridgeable,nearest,rinf,uniform__minimum,0.2,2,200,,,0,0,0,1,192,0.232142587772,1.23568004568,1
