surface,scenario,schedule,mode,method,tolerance,budget,n_worlds,released_mae,released_bad_rate,n_released,released,bad_release,path_covered,new_n,error,width,certificate_covered
linear,unreachable,nearest,r2,optimized__lipschitz,0.2,0,200,,,0,0,0,1,0,1.18738987473,2.75164129029,1
linear,unreachable,nearest,r2,optimized__lipschitz,0.2,1,200,,,0,0,0,1,96,0.891068681201,2.3343310463,1
linear,unreachable,nearest,r2,optimized__lipschitz,0.2,2,200,,,0,0,0,1,192,0.904077410298,2.32879637854,1
linear,unreachable,nearest,r2,optimized__lipschitz,0.2,3,200,,,0,0,0,1,288,0.924288936718,2.32819101164,1
linear,unreachable,nearest,r2,optimized__lipschitz,0.3,0,200,,,0,0,0,1,0,1.18738987473,2.75164129029,1
linear,unreachable,nearest,r2,optimized__lipschitz,0.3,1,200,,,0,0,0,1,96,0.891068681201,2.3343310463,1
linear,unreachable,nearest,r2,optimized__lipschitz,0.3,2,200,,,0,0,0,1,192,0.904077410298,2.32879637854,1
linear,unreachable,nearest,r2,optimized__lipschitz,0.3,3,200,,,0,0,0,1,288,0.924288936718,2.32819101164,1
linear,unreachable,nearest,r2,optimized__minimum,0.2,0,200,,,0,0,0,1,0,1.18969592882,2.75164129029,1
linear,unreachable,nearest,r2,optimized__minimum,0.2,1,200,,,0,0,0,1,96,0.900632458789,2.3343310463,1
linear,unreachable,nearest,r2,optimized__minimum,0.2,2,200,,,0,0,0,1,192,0.904199229162,2.32879637854,1
linear,unreachable,nearest,r2,optimized__minimum,0.2,3,200,,,0,0,0,1,288,0.924404143298,2.32819101164,1
linear,unreachable,nearest,r2,optimized__minimum,0.3,0,200,,,0,0,0,1,0,1.18969592882,2.75164129029,1
linear,unreachable,nearest,r2,optimized__minimum,0.3,1,200,,,0,0,0,1,96,0.900632458789,2.3343310463,1
linear,unreachable,nearest,r2,optimized__minimum,0.3,2,200,,,0,0,0,1,192,0.904199229162,2.32879637854,1
linear,unreachable,nearest,r2,optimized__minimum,0.3,3,200,,,0,0,0,1,288,0.924404143298,2.32819101164,1
linear,unreachable,nearest,r2,uniform__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,2.75164129029,1
linear,unreachable,nearest,r2,uniform__minimum,0.2,1,200,,,0,0,0,1,96,1.20520295924,2.3343310463,1
linear,unreachable,nearest,r2,uniform__minimum,0.2,2,200,,,0,0,0,1,192,1.16553409316,2.32879637854,1
linear,unreachable,nearest,r2,uniform__minimum,0.2,3,200,,,0,0,0,1,288,1.14133698606,2.32819101164,1
linear,unreachable,nearest,r2,uniform__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,2.75164129029,1
linear,unreachable,nearest,r2,uniform__minimum,0.3,1,200,,,0,0,0,1,96,1.20520295924,2.3343310463,1
linear,unreachable,nearest,r2,uniform__minimum,0.3,2,200,,,0,0,0,1,192,1.16553409316,2.32879637854,1
linear,unreachable,nearest,r2,uniform__minimum,0.3,3,200,,,0,0,0,1,288,1.14133698606,2.32819101164,1
linear,unreachable,nearest,rinf,inverse_variance__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,2.73786981253,1
linear,unreachable,nearest,rinf,inverse_variance__minimum,0.2,1,200,,,0,0,0,1,96,1.27808870627,2.30737913607,1
linear,unreachable,nearest,rinf,inverse_variance__minimum,0.2,2,200,,,0,0,0,1,192,1.26928967956,2.30177950993,1
linear,unreachable,nearest,rinf,inverse_variance__minimum,0.2,3,200,,,0,0,0,1,288,1.26177219325,2.30111751426,1
linear,unreachable,nearest,rinf,inverse_variance__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,2.73786981253,1
linear,unreachable,nearest,rinf,inverse_variance__minimum,0.3,1,200,,,0,0,0,1,96,1.27808870627,2.30737913607,1
linear,unreachable,nearest,rinf,inverse_variance__minimum,0.3,2,200,,,0,0,0,1,192,1.26928967956,2.30177950993,1
linear,unreachable,nearest,rinf,inverse_variance__minimum,0.3,3,200,,,0,0,0,1,288,1.26177219325,2.30111751426,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.2,1,200,,,0,0,0,1,96,0.863965143607,2.30737913607,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.2,2,200,,,0,0,0,1,192,0.863965143607,2.30177950993,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.2,3,200,,,0,0,0,1,288,0.863965143607,2.30111751426,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.3,1,200,,,0,0,0,1,96,0.863965143607,2.30737913607,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.3,2,200,,,0,0,0,1,192,0.863965143607,2.30177950993,1
linear,unreachable,nearest,rinf,nearest_source__minimum,0.3,3,200,,,0,0,0,1,288,0.863965143607,2.30111751426,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.2,1,200,,,0,0,0,1,96,0.863965143607,2.30737913607,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.2,2,200,,,0,0,0,1,192,0.863965143607,2.30177950993,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.2,3,200,,,0,0,0,1,288,0.863965143607,2.30111751426,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.3,1,200,,,0,0,0,1,96,0.863965143607,2.30737913607,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.3,2,200,,,0,0,0,1,192,0.863965143607,2.30177950993,1
linear,unreachable,nearest,rinf,optimized__barycentric,0.3,3,200,,,0,0,0,1,288,0.863965143607,2.30111751426,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.2,1,200,,,0,0,0,1,96,0.863965143607,2.30737913607,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.2,2,200,,,0,0,0,1,192,0.863965143607,2.30177950993,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.2,3,200,,,0,0,0,1,288,0.863965143607,2.30111751426,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.3,1,200,,,0,0,0,1,96,0.863965143607,2.30737913607,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.3,2,200,,,0,0,0,1,192,0.863965143607,2.30177950993,1
linear,unreachable,nearest,rinf,optimized__lipschitz,0.3,3,200,,,0,0,0,1,288,0.863965143607,2.30111751426,1
linear,unreachable,nearest,rinf,optimized__minimum,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,nearest,rinf,optimized__minimum,0.2,1,200,,,0,0,0,1,96,0.863965143607,2.30737913607,1
linear,unreachable,nearest,rinf,optimized__minimum,0.2,2,200,,,0,0,0,1,192,0.863965143607,2.30177950993,1
linear,unreachable,nearest,rinf,optimized__minimum,0.2,3,200,,,0,0,0,1,288,0.863965143607,2.30111751426,1
linear,unreachable,nearest,rinf,optimized__minimum,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,nearest,rinf,optimized__minimum,0.3,1,200,,,0,0,0,1,96,0.863965143607,2.30737913607,1
linear,unreachable,nearest,rinf,optimized__minimum,0.3,2,200,,,0,0,0,1,192,0.863965143607,2.30177950993,1
linear,unreachable,nearest,rinf,optimized__minimum,0.3,3,200,,,0,0,0,1,288,0.863965143607,2.30111751426,1
linear,unreachable,nearest,rinf,uniform__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,2.73786981253,1
linear,unreachable,nearest,rinf,uniform__minimum,0.2,1,200,,,0,0,0,1,96,1.20520295924,2.30737913607,1
linear,unreachable,nearest,rinf,uniform__minimum,0.2,2,200,,,0,0,0,1,192,1.16553409316,2.30177950993,1
linear,unreachable,nearest,rinf,uniform__minimum,0.2,3,200,,,0,0,0,1,288,1.14133698606,2.30111751426,1
linear,unreachable,nearest,rinf,uniform__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,2.73786981253,1
linear,unreachable,nearest,rinf,uniform__minimum,0.3,1,200,,,0,0,0,1,96,1.20520295924,2.30737913607,1
linear,unreachable,nearest,rinf,uniform__minimum,0.3,2,200,,,0,0,0,1,192,1.16553409316,2.30177950993,1
linear,unreachable,nearest,rinf,uniform__minimum,0.3,3,200,,,0,0,0,1,288,1.14133698606,2.30111751426,1
linear,unreachable,random,r2,inverse_variance__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,2.75164129029,1
linear,unreachable,random,r2,inverse_variance__minimum,0.2,1,200,,,0,0,0,1,96,1.28344585208,2.58784221755,1
linear,unreachable,random,r2,inverse_variance__minimum,0.2,2,200,,,0,0,0,1,192,1.27726945705,2.48959752732,1
linear,unreachable,random,r2,inverse_variance__minimum,0.2,3,200,,,0,0,0,1,288,1.27169374279,2.43217228093,1
linear,unreachable,random,r2,inverse_variance__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,2.75164129029,1
linear,unreachable,random,r2,inverse_variance__minimum,0.3,1,200,,,0,0,0,1,96,1.28344585208,2.58784221755,1
linear,unreachable,random,r2,inverse_variance__minimum,0.3,2,200,,,0,0,0,1,192,1.27726945705,2.48959752732,1
linear,unreachable,random,r2,inverse_variance__minimum,0.3,3,200,,,0,0,0,1,288,1.27169374279,2.43217228093,1
linear,unreachable,random,r2,nearest_source__minimum,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.75164129029,1
linear,unreachable,random,r2,nearest_source__minimum,0.2,1,200,,,0,0,0,1,96,1.02552544535,2.58784221755,1
linear,unreachable,random,r2,nearest_source__minimum,0.2,2,200,,,0,0,0,1,192,0.948980046701,2.48959752732,1
linear,unreachable,random,r2,nearest_source__minimum,0.2,3,200,,,0,0,0,1,288,0.915971849562,2.43217228093,1
linear,unreachable,random,r2,nearest_source__minimum,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.75164129029,1
linear,unreachable,random,r2,nearest_source__minimum,0.3,1,200,,,0,0,0,1,96,1.02552544535,2.58784221755,1
linear,unreachable,random,r2,nearest_source__minimum,0.3,2,200,,,0,0,0,1,192,0.948980046701,2.48959752732,1
linear,unreachable,random,r2,nearest_source__minimum,0.3,3,200,,,0,0,0,1,288,0.915971849562,2.43217228093,1
linear,unreachable,random,r2,optimized__barycentric,0.2,0,200,,,0,0,0,1,0,1.18969592882,2.75164129029,1
linear,unreachable,random,r2,optimized__barycentric,0.2,1,200,,,0,0,0,1,96,1.08627986598,2.58784221755,1
linear,unreachable,random,r2,optimized__barycentric,0.2,2,200,,,0,0,0,1,192,1.02354976017,2.48959752732,1
linear,unreachable,random,r2,optimized__barycentric,0.2,3,200,,,0,0,0,1,288,0.989400915216,2.43217228093,1
linear,unreachable,random,r2,optimized__barycentric,0.3,0,200,,,0,0,0,1,0,1.18969592882,2.75164129029,1
linear,unreachable,random,r2,optimized__barycentric,0.3,1,200,,,0,0,0,1,96,1.08627986598,2.58784221755,1
linear,unreachable,random,r2,optimized__barycentric,0.3,2,200,,,0,0,0,1,192,1.02354976017,2.48959752732,1
linear,unreachable,random,r2,optimized__barycentric,0.3,3,200,,,0,0,0,1,288,0.989400915216,2.43217228093,1
linear,unreachable,random,r2,optimized__lipschitz,0.2,0,200,,,0,0,0,1,0,1.18738987473,2.75164129029,1
linear,unreachable,random,r2,optimized__lipschitz,0.2,1,200,,,0,0,0,1,96,1.08377949583,2.58784221755,1
linear,unreachable,random,r2,optimized__lipschitz,0.2,2,200,,,0,0,0,1,192,1.02118444738,2.48959752732,1
linear,unreachable,random,r2,optimized__lipschitz,0.2,3,200,,,0,0,0,1,288,0.986926792948,2.43217228093,1
linear,unreachable,random,r2,optimized__lipschitz,0.3,0,200,,,0,0,0,1,0,1.18738987473,2.75164129029,1
linear,unreachable,random,r2,optimized__lipschitz,0.3,1,200,,,0,0,0,1,96,1.08377949583,2.58784221755,1
linear,unreachable,random,r2,optimized__lipschitz,0.3,2,200,,,0,0,0,1,192,1.02118444738,2.48959752732,1
linear,unreachable,random,r2,optimized__lipschitz,0.3,3,200,,,0,0,0,1,288,0.986926792948,2.43217228093,1
linear,unreachable,random,r2,optimized__minimum,0.2,0,200,,,0,0,0,1,0,1.18969592882,2.75164129029,1
linear,unreachable,random,r2,optimized__minimum,0.2,1,200,,,0,0,0,1,96,1.08627986598,2.58784221755,1
linear,unreachable,random,r2,optimized__minimum,0.2,2,200,,,0,0,0,1,192,1.02354960392,2.48959752732,1
linear,unreachable,random,r2,optimized__minimum,0.2,3,200,,,0,0,0,1,288,0.989400680437,2.43217228093,1
linear,unreachable,random,r2,optimized__minimum,0.3,0,200,,,0,0,0,1,0,1.18969592882,2.75164129029,1
linear,unreachable,random,r2,optimized__minimum,0.3,1,200,,,0,0,0,1,96,1.08627986598,2.58784221755,1
linear,unreachable,random,r2,optimized__minimum,0.3,2,200,,,0,0,0,1,192,1.02354960392,2.48959752732,1
linear,unreachable,random,r2,optimized__minimum,0.3,3,200,,,0,0,0,1,288,0.989400680437,2.43217228093,1
linear,unreachable,random,r2,uniform__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,2.75164129029,1
linear,unreachable,random,r2,uniform__minimum,0.2,1,200,,,0,0,0,1,96,1.2419886938,2.58784221755,1
linear,unreachable,random,r2,uniform__minimum,0.2,2,200,,,0,0,0,1,192,1.21252611615,2.48959752732,1
linear,unreachable,random,r2,uniform__minimum,0.2,3,200,,,0,0,0,1,288,1.19283455269,2.43217228093,1
linear,unreachable,random,r2,uniform__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,2.75164129029,1
linear,unreachable,random,r2,uniform__minimum,0.3,1,200,,,0,0,0,1,96,1.2419886938,2.58784221755,1
linear,unreachable,random,r2,uniform__minimum,0.3,2,200,,,0,0,0,1,192,1.21252611615,2.48959752732,1
linear,unreachable,random,r2,uniform__minimum,0.3,3,200,,,0,0,0,1,288,1.19283455269,2.43217228093,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,2.73786981253,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.2,1,200,,,0,0,0,1,96,1.28344585208,2.56623375248,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.2,2,200,,,0,0,0,1,192,1.27726945705,2.46433139963,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.2,3,200,,,0,0,0,1,288,1.27169374279,2.40530416714,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,2.73786981253,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.3,1,200,,,0,0,0,1,96,1.28344585208,2.56623375248,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.3,2,200,,,0,0,0,1,192,1.27726945705,2.46433139963,1
linear,unreachable,random,rinf,inverse_variance__minimum,0.3,3,200,,,0,0,0,1,288,1.27169374279,2.40530416714,1
linear,unreachable,random,rinf,nearest_source__minimum,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,random,rinf,nearest_source__minimum,0.2,1,200,,,0,0,0,1,96,1.02552544535,2.56623375248,1
linear,unreachable,random,rinf,nearest_source__minimum,0.2,2,200,,,0,0,0,1,192,0.948980046701,2.46433139963,1
linear,unreachable,random,rinf,nearest_source__minimum,0.2,3,200,,,0,0,0,1,288,0.915971849562,2.40530416714,1
linear,unreachable,random,rinf,nearest_source__minimum,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,random,rinf,nearest_source__minimum,0.3,1,200,,,0,0,0,1,96,1.02552544535,2.56623375248,1
linear,unreachable,random,rinf,nearest_source__minimum,0.3,2,200,,,0,0,0,1,192,0.948980046701,2.46433139963,1
linear,unreachable,random,rinf,nearest_source__minimum,0.3,3,200,,,0,0,0,1,288,0.915971849562,2.40530416714,1
linear,unreachable,random,rinf,optimized__barycentric,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,random,rinf,optimized__barycentric,0.2,1,200,,,0,0,0,1,96,1.05619001527,2.56623375248,1
linear,unreachable,random,rinf,optimized__barycentric,0.2,2,200,,,0,0,0,1,192,0.989258178252,2.46433139963,1
linear,unreachable,random,rinf,optimized__barycentric,0.2,3,200,,,0,0,0,1,288,0.947131001344,2.40530416714,1
linear,unreachable,random,rinf,optimized__barycentric,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,random,rinf,optimized__barycentric,0.3,1,200,,,0,0,0,1,96,1.05619001527,2.56623375248,1
linear,unreachable,random,rinf,optimized__barycentric,0.3,2,200,,,0,0,0,1,192,0.989258178252,2.46433139963,1
linear,unreachable,random,rinf,optimized__barycentric,0.3,3,200,,,0,0,0,1,288,0.947131001344,2.40530416714,1
linear,unreachable,random,rinf,optimized__lipschitz,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,random,rinf,optimized__lipschitz,0.2,1,200,,,0,0,0,1,96,1.05682533204,2.56623375248,1
linear,unreachable,random,rinf,optimized__lipschitz,0.2,2,200,,,0,0,0,1,192,0.992271177679,2.46433139963,1
linear,unreachable,random,rinf,optimized__lipschitz,0.2,3,200,,,0,0,0,1,288,0.948560738495,2.40530416714,1
linear,unreachable,random,rinf,optimized__lipschitz,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,random,rinf,optimized__lipschitz,0.3,1,200,,,0,0,0,1,96,1.05682533204,2.56623375248,1
linear,unreachable,random,rinf,optimized__lipschitz,0.3,2,200,,,0,0,0,1,192,0.992271177679,2.46433139963,1
linear,unreachable,random,rinf,optimized__lipschitz,0.3,3,200,,,0,0,0,1,288,0.948560738495,2.40530416714,1
linear,unreachable,random,rinf,optimized__minimum,0.2,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,random,rinf,optimized__minimum,0.2,1,200,,,0,0,0,1,96,1.05619001527,2.56623375248,1
linear,unreachable,random,rinf,optimized__minimum,0.2,2,200,,,0,0,0,1,192,0.989258178252,2.46433139963,1
linear,unreachable,random,rinf,optimized__minimum,0.2,3,200,,,0,0,0,1,288,0.947131001344,2.40530416714,1
linear,unreachable,random,rinf,optimized__minimum,0.3,0,200,,,0,0,0,1,0,1.1707211224,2.73786981253,1
linear,unreachable,random,rinf,optimized__minimum,0.3,1,200,,,0,0,0,1,96,1.05619001527,2.56623375248,1
linear,unreachable,random,rinf,optimized__minimum,0.3,2,200,,,0,0,0,1,192,0.989258178252,2.46433139963,1
linear,unreachable,random,rinf,optimized__minimum,0.3,3,200,,,0,0,0,1,288,0.947131001344,2.40530416714,1
linear,unreachable,random,rinf,uniform__minimum,0.2,0,200,,,0,0,0,1,0,1.29051241315,2.73786981253,1
linear,unreachable,random,rinf,uniform__minimum,0.2,1,200,,,0,0,0,1,96,1.2419886938,2.56623375248,1
linear,unreachable,random,rinf,uniform__minimum,0.2,2,200,,,0,0,0,1,192,1.21252611615,2.46433139963,1
linear,unreachable,random,rinf,uniform__minimum,0.2,3,200,,,0,0,0,1,288,1.19283455269,2.40530416714,1
linear,unreachable,random,rinf,uniform__minimum,0.3,0,200,,,0,0,0,1,0,1.29051241315,2.73786981253,1
linear,unreachable,random,rinf,uniform__minimum,0.3,1,200,,,0,0,0,1,96,1.2419886938,2.56623375248,1
linear,unreachable,random,rinf,uniform__minimum,0.3,2,200,,,0,0,0,1,192,1.21252611615,2.46433139963,1
linear,unreachable,random,rinf,uniform__minimum,0.3,3,200,,,0,0,0,1,288,1.19283455269,2.40530416714,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.2,0,200,,,0,0,0,1,0,0.350224851839,1.18711760346,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.2,1,200,,,0,0,0,1,96,0.340360488494,0.773589015616,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.2,2,200,,,0,0,0,1,192,0.33017314662,0.74396618835,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.2,3,200,,,0,0,0,1,288,0.321217767963,0.716576502185,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.3,0,200,,,0,0,0,1,0,0.350224851839,1.18711760346,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.3,1,200,,,0,0,0,1,96,0.340360488494,0.773589015616,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.3,2,200,,,0,0,0,1,192,0.33017314662,0.74396618835,1
quadratic,bridgeable,nearest,r2,inverse_variance__minimum,0.3,3,200,,,0,0,0,1,288,0.321217767963,0.716576502185,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.2,0,200,,,0,0,0,1,0,0.266788554076,1.18711760346,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.2,1,200,,,0,0,0,1,96,0.0750995174119,0.773589015616,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.2,2,200,,,0,0,0,1,192,0.0750995174119,0.74396618835,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.2,3,200,,,0,0,0,1,288,0.0750995174119,0.716576502185,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.3,0,200,,,0,0,0,1,0,0.266788554076,1.18711760346,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.3,1,200,,,0,0,0,1,96,0.0750995174119,0.773589015616,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.3,2,200,,,0,0,0,1,192,0.0750995174119,0.74396618835,1
quadratic,bridgeable,nearest,r2,nearest_source__minimum,0.3,3,200,,,0,0,0,1,288,0.0750995174119,0.716576502185,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.2,0,200,,,0,0,0,1,0,0.291037748082,1.18711760346,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.2,1,200,,,0,0,0,1,96,0.073629849735,0.773589015616,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.2,2,200,,,0,0,0,1,192,0.0608078869204,0.74396618835,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.2,3,200,,,0,0,0,1,288,0.044482002627,0.716576502185,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.3,0,200,,,0,0,0,1,0,0.291037748082,1.18711760346,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.3,1,200,,,0,0,0,1,96,0.073629849735,0.773589015616,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.3,2,200,0.0462266921888,0,100,0.5,0,1,192,0.0608078869204,0.656910005376,1
quadratic,bridgeable,nearest,r2,optimized__barycentric,0.3,3,200,0.0469408411942,0,200,1,0,1,240,0.0469408411942,0.518576396551,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.2,0,200,,,0,0,0,1,0,0.285806097661,1.18711760346,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.2,1,200,,,0,0,0,1,96,0.0753742413858,0.773589015616,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.2,2,200,,,0,0,0,1,192,0.0732718949089,0.74396618835,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.2,3,200,,,0,0,0,1,288,0.047583047656,0.716576502185,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.3,0,200,,,0,0,0,1,0,0.285806097661,1.18711760346,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.3,1,200,,,0,0,0,1,96,0.0753742413858,0.773589015616,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.3,2,200,,,0,0,0,1,192,0.0732718949089,0.74396618835,1
quadratic,bridgeable,nearest,r2,optimized__lipschitz,0.3,3,200,,,0,0,0,1,288,0.047583047656,0.716576502185,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.2,0,200,,,0,0,0,1,0,0.291037748082,1.18711760346,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.2,1,200,,,0,0,0,1,96,0.073629849735,0.773589015616,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.2,2,200,,,0,0,0,1,192,0.06080592765,0.74396618835,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.2,3,200,,,0,0,0,1,288,0.044482002627,0.716576502185,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.3,0,200,,,0,0,0,1,0,0.291037748082,1.18711760346,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.3,1,200,,,0,0,0,1,96,0.073629849735,0.773589015616,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.3,2,200,0.0462266921888,0,100,0.5,0,1,192,0.06080592765,0.656910005376,1
quadratic,bridgeable,nearest,r2,optimized__minimum,0.3,3,200,0.0469408411942,0,200,1,0,1,240,0.0469408411942,0.518576396551,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.2,0,200,,,0,0,0,1,0,0.350224851839,1.18711760346,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.2,1,200,,,0,0,0,1,96,0.282489556867,0.773589015616,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.2,2,200,,,0,0,0,1,192,0.232142587772,0.74396618835,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.2,3,200,,,0,0,0,1,288,0.199664273624,0.716576502185,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.3,0,200,,,0,0,0,1,0,0.350224851839,1.18711760346,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.3,1,200,,,0,0,0,1,96,0.282489556867,0.773589015616,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.3,2,200,,,0,0,0,1,192,0.232142587772,0.74396618835,1
quadratic,bridgeable,nearest,r2,uniform__minimum,0.3,3,200,,,0,0,0,1,288,0.199664273624,0.716576502185,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.2,0,200,,,0,0,0,1,0,0.350224851839,1.1733461257,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.2,1,200,,,0,0,0,1,96,0.340360488494,0.745379743498,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.2,2,200,,,0,0,0,1,192,0.33017314662,0.715539506443,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.2,3,200,,,0,0,0,1,288,0.321217767963,0.687802407145,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.3,0,200,,,0,0,0,1,0,0.350224851839,1.1733461257,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.3,1,200,,,0,0,0,1,96,0.340360488494,0.745379743498,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.3,2,200,,,0,0,0,1,192,0.33017314662,0.715539506443,1
quadratic,bridgeable,nearest,rinf,inverse_variance__minimum,0.3,3,200,,,0,0,0,1,288,0.321217767963,0.687802407145,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.2,0,200,,,0,0,0,1,0,0.266788554076,1.1733461257,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.2,1,200,,,0,0,0,1,96,0.0750995174119,0.745379743498,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.2,2,200,,,0,0,0,1,192,0.0750995174119,0.715539506443,1
quadratic,bridgeable,nearest,rinf,nearest_source__minimum,0.2,3,200,,,0,0,0,1,288,0.0750995174119,0.687802407145,1
