scenario,schedule,mode,tolerance,regime,reference,comparator,metric,difference,lower,upper,n_worlds
supported,nearest,r2,0.2,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
supported,nearest,r2,0.2,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
supported,nearest,r2,0.2,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
supported,nearest,r2,0.2,stopped,optimized__minimum,optimized__barycentric,error,0,0,0,600
supported,nearest,r2,0.2,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
supported,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,released,0.91,0.886666666667,0.931708333333,600
supported,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
supported,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
supported,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,new_n,-267.52,-272.8,-262.08,600
supported,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,error,-0.00125156871471,-0.00211813770557,-0.00030427586031,600
supported,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,width,-0.169052197599,-0.172789883757,-0.165031656131,600
supported,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
supported,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
supported,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
supported,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
supported,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,error,0.000437168152936,-0.000365998729239,0.00123869936005,600
supported,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,width,-0.0267704755689,-0.0277312227947,-0.0257581678823,600
supported,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,error,0.000437168152936,-0.000360731644345,0.00119476217035,600
supported,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,width,-0.0267704755689,-0.0277384103549,-0.0257659101774,600
supported,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,released,0.005,0,0.0116666666667,600
supported,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,new_n,-1.44,-3.36,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,error,-0.0514992909798,-0.05460114522,-0.0485412214651,600
supported,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,width,-0.283870913358,-0.286121883644,-0.281550129554,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,error,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,released,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,error,-0.000670350935344,-0.00142881279497,7.49589853097e-05,600
supported,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,width,-0.205292238368,-0.207003663537,-0.203707486512,600
supported,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
supported,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,error,0.000437168152936,-0.000380331036087,0.0012502907383,600
supported,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,width,-0.0267704755689,-0.0277498685109,-0.0257479374974,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,released,0.223333333333,0.191666666667,0.255,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,new_n,-64.32,-73.44,-55.2,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,error,0.00447227148898,0.00339735275549,0.0056581327749,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,width,-0.0277090472933,-0.0299159220574,-0.0255987449129,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,released,0.998333333333,0.995,1,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,new_n,-287.52,-288,-286.56,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,error,-0.0635853141851,-0.0687870171265,-0.0586627051121,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,width,-0.0330276982919,-0.037172367222,-0.0287339522611,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,error,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,released,0.998333333333,0.995,1,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,new_n,-287.52,-288,-286.56,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,error,-0.0474241815596,-0.050379343568,-0.0445120178189,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,width,-0.0330276982919,-0.0371371903343,-0.0288936046666,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,released,0.223333333333,0.191666666667,0.255,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,new_n,-64.32,-73.44,-55.2,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,error,0.00220322986813,0.000856235481703,0.00347199649466,600
supported,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,width,-0.0277090472933,-0.0298949897335,-0.0256225575742,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,error,0.00429327784597,0.00322009874419,0.00543379252964,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,width,-0.0317262877073,-0.0329708217951,-0.0305509967715,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,released,0.005,0,0.0116666666667,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,new_n,-1.44,-3.36,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,error,-0.0476431812868,-0.0504599895932,-0.0448557414095,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,width,-0.168626562596,-0.170807392908,-0.166382732418,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,error,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,released,0.005,0,0.0116666666667,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,new_n,-1.44,-3.36,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,error,-0.0474241815596,-0.0504385728356,-0.0445318149986,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,width,-0.168626562596,-0.170739498432,-0.166445120174,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,error,0.00429327784597,0.00314404176557,0.00550044951851,600
supported,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,width,-0.0317262877073,-0.0329330334247,-0.0305622066508,600
supported,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,error,0.000437168152936,-0.000390309218675,0.00122160887092,600
supported,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,width,-0.0267704755689,-0.0278045007996,-0.0258342753697,600
supported,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,released,0.998333333333,0.995,1,600
supported,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,new_n,-287.52,-288,-286.56,600
supported,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,error,-0.0587693561981,-0.0631229716538,-0.0544000220754,600
supported,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,width,-0.167091036886,-0.171155292358,-0.163068982616,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,error,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,released,0.935,0.916666666667,0.953333333333,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,new_n,-275.2,-279.36,-270.72,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,error,-0.00121169345233,-0.00201696983655,-0.000374081253644,600
supported,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,width,-0.168884707154,-0.172995643117,-0.165153452354,600
supported,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
supported,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,error,0.000437168152936,-0.000348119633591,0.0012264490957,600
supported,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,width,-0.0267704755689,-0.0277481666129,-0.0257716187628,600
supported,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,error,0.000437168152936,-0.000375415249415,0.0012517141708,600
supported,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,width,-0.0267704755689,-0.0278188491841,-0.0257871635741,600
supported,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,released,0.005,0,0.0116666666667,600
supported,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,new_n,-1.44,-3.36,0,600
supported,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,error,-0.0515124636167,-0.0545541523149,-0.0484437187138,600
supported,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,width,-0.283870913358,-0.286272664307,-0.281427620564,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,error,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,released,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,error,-0.000670350935344,-0.00141810353817,7.34108066738e-05,600
supported,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,width,-0.205292238368,-0.206890701473,-0.203720153524,600
supported,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
supported,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,error,0.000437168152936,-0.000377967780252,0.0012364067926,600
supported,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,width,-0.0267704755689,-0.0277663290639,-0.0258144074042,600
supported,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,released,0.211666666667,0.181666666667,0.243333333333,600
supported,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,new_n,-62.24,-71.524,-53.756,600
supported,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,error,0.00365478442494,0.00253716087994,0.00486589350503,600
supported,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,width,-0.028188500107,-0.0302302854858,-0.0260515780621,600
supported,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,released,0.998333333333,0.995,1,600
supported,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,new_n,-287.52,-288,-286.56,600
supported,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,error,-0.0549132465051,-0.059311515954,-0.0506606770076,600
supported,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,width,-0.0333038495448,-0.0373256693383,-0.029226109723,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,error,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,released,0.998333333333,0.995,1,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,new_n,-287.52,-288,-286.56,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,error,-0.0474241815596,-0.0503643860133,-0.0444294874427,600
supported,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,width,-0.0333038495448,-0.0374809709841,-0.0289725706434,600
supported,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,released,0.223333333333,0.191666666667,0.256666666667,600
supported,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
supported,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,new_n,-64.32,-73.92,-55.2,600
supported,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,error,-0.00626643938614,-0.00844212737348,-0.00419408819448,600
supported,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,width,-0.0275630849768,-0.0298719483252,-0.0254277520935,600
supported,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,error,0.00429327784597,0.00319103371504,0.00544581994275,600
supported,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,width,-0.0317262877073,-0.0330215167741,-0.030437585783,600
supported,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,released,0.005,0,0.0116666666667,600
supported,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,new_n,-1.44,-3.36,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,error,-0.0476563539237,-0.0507808483916,-0.0446859684277,600
supported,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,width,-0.168626562596,-0.170925697096,-0.166336321299,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,error,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,released,0.005,0,0.0116666666667,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,new_n,-1.44,-3.36,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,error,-0.0474241815596,-0.0502719710768,-0.0445903275894,600
supported,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,width,-0.168626562596,-0.170838461793,-0.166395158045,600
supported,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
supported,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,error,0.00429327784597,0.00321633787852,0.00550170313259,600
supported,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,width,-0.0317262877073,-0.0329460924132,-0.0305240913533,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,error,-0.287984261292,-0.293410558744,-0.282624131041,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,width,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,released,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,error,0.0527711592427,0.0473282176739,0.0579792643977,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,width,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__barycentric,error,0.000126320653082,9.95023331165e-05,0.000154060847992,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,released,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,error,3.8033207407e-05,2.91216760662e-05,4.69562566805e-05,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,width,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,error,-0.185971379483,-0.189339943585,-0.182511223681,600
unreachable,nearest,r2,0.2,stopped,optimized__minimum,uniform__minimum,width,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,error,-0.287984261292,-0.293290217379,-0.282569818691,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,width,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,released,0,0,0,600
