scenario,schedule,mode,tolerance,regime,reference,comparator,metric,difference,lower,upper,n_worlds
unreachable,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,error,0.0527711592427,0.0471628626326,0.0585359180676,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,width,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,error,0.000126320653082,9.96035397573e-05,0.00015463633674,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,released,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,error,3.8033207407e-05,2.8760252715e-05,4.75009820713e-05,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,width,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,error,-0.185971379483,-0.18964159248,-0.182489702557,600
unreachable,nearest,r2,0.3,stopped,optimized__minimum,uniform__minimum,width,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,error,-0.340755420534,-0.349373964215,-0.332414054552,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,width,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,released,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,error,2.0169051614e-17,1.53534592447e-17,2.53547183249e-17,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,width,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,error,1.70234197109e-17,1.23974904416e-17,2.1834386151e-17,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,released,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,error,8.69674702623e-18,5.55111512313e-18,1.22124532709e-17,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,width,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,error,-0.238742538725,-0.246502362112,-0.230788464427,600
unreachable,nearest,rinf,0.2,stopped,optimized__minimum,uniform__minimum,width,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,error,-0.340755420534,-0.349036396361,-0.332062588566,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,width,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,released,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,error,2.0169051614e-17,1.53534592447e-17,2.53500923956e-17,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,width,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,error,1.70234197109e-17,1.23974904416e-17,2.2024049251e-17,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,released,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,error,8.69674702623e-18,5.55111512313e-18,1.23974904416e-17,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,width,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,error,-0.238742538725,-0.246346497273,-0.2312319715,600
unreachable,nearest,rinf,0.3,stopped,optimized__minimum,uniform__minimum,width,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,error,-0.237947346942,-0.245743957555,-0.229383898191,600
unreachable,random,r2,0.2,stopped,optimized__minimum,inverse_variance__minimum,width,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,released,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,error,0.0578477991793,0.0527962319681,0.0629324608454,600
unreachable,random,r2,0.2,stopped,optimized__minimum,nearest_source__minimum,width,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,error,0.00195283061799,0.0013886168293,0.00250738469506,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,released,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,error,0.00083806624302,0.000570160202007,0.00115016681215,600
unreachable,random,r2,0.2,stopped,optimized__minimum,optimized__lipschitz,width,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
unreachable,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,error,-0.17494028757,-0.181535532884,-0.168341518594,600
unreachable,random,r2,0.2,stopped,optimized__minimum,uniform__minimum,width,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,error,-0.237947346942,-0.245802462548,-0.229494440435,600
unreachable,random,r2,0.3,stopped,optimized__minimum,inverse_variance__minimum,width,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,released,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,error,0.0578477991793,0.0521218257685,0.0630897625123,600
unreachable,random,r2,0.3,stopped,optimized__minimum,nearest_source__minimum,width,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,error,0.00195283061799,0.00147699401023,0.00251794937406,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,released,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,error,0.00083806624302,0.000589470807108,0.0011273551797,600
unreachable,random,r2,0.3,stopped,optimized__minimum,optimized__lipschitz,width,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
unreachable,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,error,-0.17494028757,-0.18152539211,-0.168324234893,600
unreachable,random,r2,0.3,stopped,optimized__minimum,uniform__minimum,width,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,error,-0.276776078646,-0.287261716246,-0.26644319423,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,inverse_variance__minimum,width,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,released,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,error,0.0190190674748,0.0144263978045,0.0239063384008,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,nearest_source__minimum,width,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,error,7.03141248929e-18,-1.2952601954e-18,1.66579712986e-17,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,released,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,error,-0.000316331419757,-0.00130579691311,0.000515793844062,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,optimized__lipschitz,width,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,error,-0.213769019274,-0.223368506678,-0.204297793238,600
unreachable,random,rinf,0.2,stopped,optimized__minimum,uniform__minimum,width,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,error,-0.276776078646,-0.28734731343,-0.265769019077,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,inverse_variance__minimum,width,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,released,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,error,0.0190190674748,0.0143323211301,0.0237464418331,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,nearest_source__minimum,width,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,released,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,error,7.03141248929e-18,-1.66996046621e-18,1.64683081986e-17,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__barycentric,width,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,released,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,error,-0.000316331419757,-0.00122027681532,0.000535106673414,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,optimized__lipschitz,width,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,released,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,new_n,0,0,0,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,error,-0.213769019274,-0.223085666853,-0.204136263476,600
unreachable,random,rinf,0.3,stopped,optimized__minimum,uniform__minimum,width,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,released,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,error,-0.335242032383,-0.3384502426,-0.332147484765,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,inverse_variance__minimum,width,-0.637273092456,-0.639095377105,-0.635459017316,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,released,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,error,-0.0327708349991,-0.0375085264311,-0.0280860902408,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,nearest_source__minimum,width,-0.342907151261,-0.345381310775,-0.340663426111,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,released,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,error,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__barycentric,width,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,released,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,error,-0.00433380406999,-0.00658228439689,-0.00212332289207,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,optimized__lipschitz,width,-0.239567776826,-0.241294287874,-0.237787322756,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,released,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,new_n,0,0,0,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,error,-0.191209585774,-0.194600429229,-0.187801051026,600
bridgeable,nearest,r2,0.2,fixed_budget,optimized__minimum,uniform__minimum,width,-0.382325169573,-0.383792035913,-0.38092053883,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,released,1,1,1,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,bad_release,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,path_covered,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,new_n,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,error,-0.335242032383,-0.338345214489,-0.332088746325,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,inverse_variance__minimum,width,-0.637273092456,-0.639061484099,-0.635495913102,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,released,1,1,1,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,bad_release,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,path_covered,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,new_n,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,error,-0.0327708349991,-0.0373341859047,-0.028177690819,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,nearest_source__minimum,width,-0.342907151261,-0.34534831157,-0.340562483465,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,released,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,bad_release,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,path_covered,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,new_n,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,error,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__barycentric,width,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,released,1,1,1,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,bad_release,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,path_covered,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,new_n,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,error,-0.00433380406999,-0.00646728698302,-0.00226423911673,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,optimized__lipschitz,width,-0.239567776826,-0.241391827235,-0.237791849682,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,released,1,1,1,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,bad_release,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,path_covered,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,new_n,0,0,0,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,error,-0.191209585774,-0.194490014285,-0.187713090673,600
bridgeable,nearest,r2,0.3,fixed_budget,optimized__minimum,uniform__minimum,width,-0.382325169573,-0.383774391658,-0.380925932593,600
