study_id,archive_path,rows,columns,selection_rank,variable,variable_label,value_label_count
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,196,fu_paluwagan_interest_fill_4,Paluwagan Interest Rate,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,197,fu_paluwagan_interest_fill_5,Paluwagan Interest Rate,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,198,fu_paluwagan_interest_fill_6,Paluwagan Interest Rate,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,199,fu_paluwagan_interest_fill_7,Paluwagan Interest Rate,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,200,fu_paluwagan_interest_fill_8,Paluwagan Interest Rate,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,201,fu_paluwagan_interest_options_1,Paluwagan Interest Rate (frequency),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,202,fu_paluwagan_interest_options_2,Paluwagan Interest Rate (frequency),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,203,fu_paluwagan_interest_options_3,Paluwagan Interest Rate (frequency),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,204,fu_paluwagan_interest_options_4,Paluwagan Interest Rate (frequency),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,205,fu_paluwagan_interest_options_5,Paluwagan Interest Rate (frequency),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,206,fu_paluwagan_interest_options_6,Paluwagan Interest Rate (frequency),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,207,fu_paluwagan_interest_options_7,Paluwagan Interest Rate (frequency),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,208,fu_paluwagan_interest_options_8,Paluwagan Interest Rate (frequency),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,209,fu_pawnshop_loan,Pawnshop Loan- Last Month,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,210,fu_pawnshop_loan_number,Pawnshop Loan Number Last Year,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,211,fu_pawnshop_interest_fill_1,Pawnshop Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,212,fu_pawnshop_interest_fill_2,Pawnshop Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,213,fu_pawnshop_interest_fill_3,Pawnshop Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,214,fu_pawnshop_interest_fill_4,Pawnshop Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,215,fu_pawnshop_interest_fill_5,Pawnshop Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,216,fu_pawnshop_interest_fill_6,Pawnshop Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,217,fu_pawnshop_interest_fill_7,Pawnshop Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,218,fu_pawnshop_interest_fill_8,Pawnshop Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,219,fu_pawnshop_interest_options_1,Pawnshop Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,220,fu_pawnshop_interest_options_2,Pawnshop Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,221,fu_pawnshop_interest_options_3,Pawnshop Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,222,fu_pawnshop_interest_options_4,Pawnshop Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,223,fu_pawnshop_interest_options_5,Pawnshop Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,224,fu_pawnshop_interest_options_6,Pawnshop Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,225,fu_pawnshop_interest_options_7,Pawnshop Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,226,fu_pawnshop_interest_options_8,Pawnshop Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,227,fu_employer_loan,Employer Loan_Last Month,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,228,fu_employer_loan_number,Employer Loan Number last year,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,229,fu_employer_collateral_1,Employer Loan Collateral,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,230,fu_employer_collateral_2,Employer Loan Collateral,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,231,fu_employer_collateral_3,Employer Loan Collateral,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,232,fu_employer_collateral_4,Employer Loan Collateral,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,233,fu_employer_collateral_5,Employer Loan Collateral,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,234,fu_employer_collateral_6,Employer Loan Collateral,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,235,fu_employer_collateral_7,Employer Loan Collateral,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,236,fu_employer_collateral_8,Employer Loan Collateral,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,237,fu_employer_term_fill_1,Employer Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,238,fu_employer_term_fill_2,Employer Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,239,fu_employer_term_fill_3,Employer Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,240,fu_employer_term_fill_4,Employer Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,241,fu_employer_term_fill_5,Employer Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,242,fu_employer_term_fill_6,Employer Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,243,fu_employer_term_fill_7,Employer Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,244,fu_employer_term_fill_8,Employer Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,245,fu_employer_term_options_1,Employer Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,246,fu_employer_term_options_2,Employer Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,247,fu_employer_term_options_3,Employer Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,248,fu_employer_term_options_4,Employer Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,249,fu_employer_term_options_5,Employer Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,250,fu_employer_term_options_6,Employer Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,251,fu_employer_term_options_7,Employer Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,252,fu_employer_term_options_8,Employer Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,253,fu_employer_interest_fill_1,Employer Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,254,fu_employer_interest_fill_2,Employer Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,255,fu_employer_interest_fill_3,Employer Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,256,fu_employer_interest_fill_4,Employer Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,257,fu_employer_interest_fill_5,Employer Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,258,fu_employer_interest_fill_6,Employer Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,259,fu_employer_interest_fill_7,Employer Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,260,fu_employer_interest_fill_8,Employer Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,261,fu_employer_interest_options_1,Employer Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,262,fu_employer_interest_options_2,Employer Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,263,fu_employer_interest_options_3,Employer Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,264,fu_employer_interest_options_4,Employer Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,265,fu_employer_interest_options_5,Employer Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,266,fu_employer_interest_options_6,Employer Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,267,fu_employer_interest_options_7,Employer Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,268,fu_employer_interest_options_8,Employer Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,269,fu_bombay_loan,Bombay/Financing Loan-Last Month,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,270,fu_bombay_loan_use_1,Bombay/Finacing Loan Use,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,271,fu_bombay_loan_use_2,Bombay/Finacing Loan Use,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,272,fu_bombay_loan_use_3,Bombay/Finacing Loan Use,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,273,fu_bombay_loan_use_4,Bombay/Finacing Loan Use,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,274,fu_bombay_loan_use_5,Bombay/Finacing Loan Use,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,275,fu_bombay_loan_use_6,Bombay/Finacing Loan Use,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,276,fu_bombay_loan_use_7,Bombay/Finacing Loan Use,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,277,fu_bombay_loan_use_8,Bombay/Finacing Loan Use,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,278,fu_bombay_term_fill_1,Bombay/Financing Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,279,fu_bombay_term_fill_2,Bombay/Financing Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,280,fu_bombay_term_fill_3,Bombay/Financing Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,281,fu_bombay_term_fill_4,Bombay/Financing Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,282,fu_bombay_term_fill_5,Bombay/Financing Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,283,fu_bombay_term_fill_6,Bombay/Financing Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,284,fu_bombay_term_fill_7,Bombay/Financing Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,285,fu_bombay_term_fill_8,Bombay/Financing Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,286,fu_bombay_term_options_1,Bombay/Financing Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,287,fu_bombay_term_options_2,Bombay/Financing Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,288,fu_bombay_term_options_3,Bombay/Financing Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,289,fu_bombay_term_options_4,Bombay/Financing Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,290,fu_bombay_term_options_5,Bombay/Financing Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,291,fu_bombay_term_options_6,Bombay/Financing Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,292,fu_bombay_term_options_7,Bombay/Financing Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,293,fu_bombay_term_options_8,Bombay/Financing Loan Term (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,294,fu_bombay_interest_fill_1,Bombay/Financing Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,295,fu_bombay_interest_fill_2,Bombay/Financing Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,296,fu_bombay_interest_fill_3,Bombay/Financing Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,297,fu_bombay_interest_fill_4,Bombay/Financing Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,298,fu_bombay_interest_fill_5,Bombay/Financing Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,299,fu_bombay_interest_fill_6,Bombay/Financing Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,300,fu_bombay_interest_fill_7,Bombay/Financing Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,301,fu_bombay_interest_fill_8,Bombay/Financing Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,302,fu_bombay_interest_options_1,Bombay/Financing Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,303,fu_bombay_interest_options_2,Bombay/Financing Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,304,fu_bombay_interest_options_3,Bombay/Financing Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,305,fu_bombay_interest_options_4,Bombay/Financing Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,306,fu_bombay_interest_options_5,Bombay/Financing Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,307,fu_bombay_interest_options_6,Bombay/Financing Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,308,fu_bombay_interest_options_7,Bombay/Financing Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,309,fu_bombay_interest_options_8,Bombay/Financing Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,310,fu_family_friend_loan,Family/Friend Loan,5
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,311,fu_family_friends_loan_number,Family Friends Loan Number last year,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,312,fu_family_term_fill_1,Family/Friends Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,313,fu_family_term_fill_2,Family/Friends Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,314,fu_family_term_fill_3,Family/Friends Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,315,fu_family_term_fill_4,Family/Friends Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,316,fu_family_term_fill_5,Family/Friends Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,317,fu_family_term_fill_6,Family/Friends Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,318,fu_family_term_fill_7,Family/Friends Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,319,fu_family_term_fill_8,Family/Friends Loan Term (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,320,fu_family_term_options_1,Family/Friends Loan Term (unit),10
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,321,fu_family_term_options_2,Family/Friends Loan Term (unit),10
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,322,fu_family_term_options_3,Family/Friends Loan Term (unit),10
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,323,fu_family_term_options_4,Family/Friends Loan Term (unit),10
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,324,fu_family_term_options_5,Family/Friends Loan Term (unit),10
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,325,fu_family_term_options_6,Family/Friends Loan Term (unit),10
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,326,fu_family_term_options_7,Family/Friends Loan Term (unit),10
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,327,fu_family_term_options_8,Family/Friends Loan Term (unit),10
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,328,fu_family_interest_fill_1,Family/Friends Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,329,fu_family_interest_fill_2,Family/Friends Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,330,fu_family_interest_fill_3,Family/Friends Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,331,fu_family_interest_fill_4,Family/Friends Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,332,fu_family_interest_fill_5,Family/Friends Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,333,fu_family_interest_fill_6,Family/Friends Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,334,fu_family_interest_fill_7,Family/Friends Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,335,fu_family_interest_fill_8,Family/Friends Loan Interest Rate (fill),0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,336,fu_family_interest_options_1,Family/Friends Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,337,fu_family_interest_options_2,Family/Friends Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,338,fu_family_interest_options_3,Family/Friends Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,339,fu_family_interest_options_4,Family/Friends Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,340,fu_family_interest_options_5,Family/Friends Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,341,fu_family_interest_options_6,Family/Friends Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,342,fu_family_interest_options_7,Family/Friends Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,343,fu_family_interest_options_8,Family/Friends Loan Interest Rate (unit),7
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,344,fu_family_friends_loan_others_1,Family/Friends Loan Others,0
karlan_zinman_2011,data/microcredit-rct-data/karlan-and-zinman-2010.zip!1200138sdataset_clean.dta,1978,1953,345,fu_family_friends_loan_others_2,Family/Friends Loan Others,0
