replicate,mode,target,truth,status,lower,upper,width,covered,best_singleton_width,closed_form_error
130,exact_sources,0.916043816047,0.801367171504,optimal,0.759926378349,0.80235137549,0.0424249971412,True,0.0424249971412,0
130,noisy_sources,0.916043816047,0.801367171504,optimal,0.535094888685,0.968149557198,0.433054668514,True,0.433054668514,
131,exact_sources,0.411929694886,0.29806363899,optimal,0.25862085518,0.313663951136,0.0550430959564,True,0.102397330114,0
131,noisy_sources,0.411929694886,0.29806363899,optimal,0.0361884876383,0.529215489125,0.493027001487,True,0.493027001487,
132,exact_sources,-0.428886649664,-0.20214886232,optimal,-0.242959763105,-0.126745287728,0.116214475376,True,0.116214475376,0
132,noisy_sources,-0.428886649664,-0.20214886232,optimal,-0.374490668517,0.132353478232,0.506844146749,True,0.506844146749,
133,exact_sources,-0.919777521841,-0.298069306199,optimal,-0.304681389249,-0.290883961104,0.0137974281451,True,0.0137974281451,0
133,noisy_sources,-0.919777521841,-0.298069306199,optimal,-0.429589723055,-0.0251626235375,0.404427099518,True,0.404427099518,
134,exact_sources,0.477270052169,0.35469804211,optimal,0.273948638912,0.407224636231,0.133275997319,True,0.352436306144,0
134,noisy_sources,0.477270052169,0.35469804211,optimal,0.131375843319,0.561396724829,0.43002088151,True,0.743065977516,
135,exact_sources,-0.443923680559,-0.207233738087,optimal,-0.315484539573,-0.143677172835,0.171807366738,True,0.171807366738,0
135,noisy_sources,-0.443923680559,-0.207233738087,optimal,-0.53586011731,0.0265769208005,0.562437038111,True,0.562437038111,
136,exact_sources,-0.88101496159,-0.29575276819,optimal,-0.577763381511,0.0681420830969,0.645905464607,True,0.645905464607,0
136,noisy_sources,-0.88101496159,-0.29575276819,optimal,-0.77234310022,0.178378680062,0.950721780282,True,1.03653513598,
137,exact_sources,0.380992609329,0.272142176106,optimal,0.0588844415876,0.315235716673,0.256351275086,True,0.256351275086,0
137,noisy_sources,0.380992609329,0.272142176106,optimal,-0.223053759818,0.42392718664,0.646980946458,True,0.646980946458,
138,exact_sources,-0.158088589363,-0.0873555529917,optimal,-0.368168677655,0.108222680662,0.476391358317,True,0.608837164934,0
138,noisy_sources,-0.158088589363,-0.0873555529917,optimal,-0.553554337495,0.272573269884,0.826127607379,True,0.999466836307,
139,exact_sources,-0.983055111303,-0.299913861224,optimal,-0.561720540728,-0.000549226023216,0.561171314705,True,0.561171314705,0
139,noisy_sources,-0.983055111303,-0.299913861224,optimal,-0.765231141667,0.186569844411,0.951800986077,True,0.951800986077,
140,exact_sources,-0.377135943022,-0.183612109958,optimal,-0.200043485859,-0.151967605812,0.0480758800472,True,0.0480758800472,0
140,noisy_sources,-0.377135943022,-0.183612109958,optimal,-0.297521111751,0.141184439669,0.43870555142,True,0.43870555142,
141,exact_sources,-0.342734258587,-0.17040052355,optimal,-0.533220296257,0.840350948248,1.37357124451,True,1.37357124451,0
141,noisy_sources,-0.342734258587,-0.17040052355,optimal,-0.685846755943,1.07835415994,1.76420091588,True,1.76420091588,
142,exact_sources,-0.804046778979,-0.288480700551,optimal,-0.345401523851,-0.217299484884,0.128102038967,True,0.128102038967,0
142,noisy_sources,-0.804046778979,-0.288480700551,optimal,-0.546575885315,-0.0436155986088,0.502960286707,True,0.51873171034,
143,exact_sources,0.65401136317,0.520726076849,optimal,0.484916050894,0.549984322856,0.0650682719621,True,0.288232291889,0
143,noisy_sources,0.65401136317,0.520726076849,optimal,0.245075401655,0.735314610202,0.490239208546,True,0.678861963262,
144,exact_sources,-0.682904006953,-0.269835039358,optimal,-0.276715892984,-0.264824770359,0.0118911226246,True,0.0118911226246,0
144,noisy_sources,-0.682904006953,-0.269835039358,optimal,-0.522092434539,-0.119571640542,0.402520793997,True,0.402520793997,
145,exact_sources,-0.34245672232,-0.170291051393,optimal,-0.291476971525,-0.106388466326,0.185088505199,True,0.185088505199,0
145,noisy_sources,-0.34245672232,-0.170291051393,optimal,-0.338966268151,0.0775743563593,0.416540624511,True,0.575718176572,
146,exact_sources,0.646727332597,0.513513272377,optimal,0.47952892376,0.565742755308,0.0862138315484,True,0.464267223263,0
146,noisy_sources,0.646727332597,0.513513272377,optimal,0.265492486134,0.734958143118,0.469465656984,True,0.854896894636,
147,exact_sources,0.855389184246,0.732740707505,optimal,0.726861251141,0.986925962469,0.260064711328,True,0.260064711328,0
147,noisy_sources,0.855389184246,0.732740707505,optimal,0.567299640848,1.17943730731,0.612137666459,True,0.6506943827,
148,exact_sources,-0.85693980474,-0.29386013416,optimal,-0.517694838908,-0.00618216859241,0.511512670315,True,0.511512670315,0
148,noisy_sources,-0.85693980474,-0.29386013416,optimal,-0.733260962068,0.16888137962,0.902142341688,True,0.902142341688,
149,exact_sources,0.465477946607,0.344287683597,optimal,0.268988672639,0.515186858882,0.246198186243,True,0.835672176262,0
149,noisy_sources,0.465477946607,0.344287683597,optimal,0.0324052778715,0.651857330106,0.619452052235,True,1.22630184763,
150,exact_sources,0.774838881437,0.645015916518,optimal,0.642671966107,0.686053700016,0.0433817339088,True,0.0433817339088,0
150,noisy_sources,0.774838881437,0.645015916518,optimal,0.478124847881,0.912136253162,0.434011405281,True,0.434011405281,
151,exact_sources,-0.559081542946,-0.241677274269,optimal,-0.428611893117,-0.113819262542,0.314792630574,True,0.314792630574,0
151,noisy_sources,-0.559081542946,-0.241677274269,optimal,-0.636692531816,0.0257012480857,0.662393779902,True,0.705422301947,
152,exact_sources,-0.901873523842,-0.297111358403,optimal,-0.745890130733,0.323169947545,1.06906007828,True,1.06906007828,0
152,noisy_sources,-0.901873523842,-0.297111358403,optimal,-1.02634149094,0.433348258715,1.45968974965,True,1.45968974965,
153,exact_sources,0.666678734726,0.533345401437,optimal,0.503425573707,0.565065343651,0.0616397699431,True,0.317605157611,0
153,noisy_sources,0.666678734726,0.533345401437,optimal,0.291442654323,0.774017706087,0.482575051764,True,0.708234828984,
154,exact_sources,-0.168147240698,-0.0924062960526,optimal,-0.106994476184,-0.0565881129176,0.0504063632666,True,0.0504063632666,0
154,noisy_sources,-0.168147240698,-0.0924062960526,optimal,-0.276142754208,0.164893280432,0.441036034639,True,0.441036034639,
155,exact_sources,-0.225280854514,-0.119943073685,optimal,-0.191824298746,0.0530299598765,0.244854258623,True,0.244854258623,0
155,noisy_sources,-0.225280854514,-0.119943073685,optimal,-0.281456532679,0.354027397316,0.635483929995,True,0.635483929995,
156,exact_sources,0.416940185076,0.302315846425,optimal,0.237682197097,0.790151311151,0.552469114055,True,0.552469114055,0
156,noisy_sources,0.416940185076,0.302315846425,optimal,0.0766794805732,1.019778266,0.943098785427,True,0.943098785427,
157,exact_sources,0.944667383565,0.834519369811,optimal,0.237472037618,0.863599183237,0.626127145619,True,0.626127145619,0
157,noisy_sources,0.944667383565,0.834519369811,optimal,0.103618817663,0.974305384104,0.870686566441,True,1.01675681699,
158,exact_sources,0.736908065439,0.605054888336,optimal,0.584755094016,0.631616499445,0.0468614054296,True,0.321823796657,0
158,noisy_sources,0.736908065439,0.605054888336,optimal,0.31751729131,0.866725358179,0.549208066869,True,0.71245346803,
159,exact_sources,-0.994192538902,-0.299989882019,optimal,-0.577977550292,0.0165422099104,0.594519760203,True,0.594519760203,0
159,noisy_sources,-0.994192538902,-0.299989882019,optimal,-0.7677882655,0.217361166075,0.985149431575,True,0.985149431575,
