replicate,method,trial,selected,information,information_ratio,target_radius,target_radius_ratio,condition,all_subset_kappa,target_radius_bound,greedy_seconds,exhaustive_seconds
0,random,172,"(0, 2, 9, 11)",4.70225967591,0.808693988285,1.08087904515,1.12779514495,32.2833365495,85.2192507604,10.3587576862,,
0,random,173,"(5, 9, 10, 11)",3.77437638622,0.649116744593,1.37226779667,1.43183177211,20.5625419056,85.2192507604,12.0912195255,,
0,random,174,"(3, 6, 8, 10)",3.81019240784,0.655276379187,2.19541033843,2.29070323083,41.6969657991,85.2192507604,12.0192579572,,
0,random,175,"(1, 5, 8, 9)",4.80869983411,0.826999552413,1.3597964294,1.41881907886,25.2509778909,85.2192507604,10.1766134504,,
0,random,176,"(0, 5, 6, 9)",4.23085671621,0.72762217051,1.47909337808,1.54329417173,29.6863574891,85.2192507604,11.2054411258,,
0,random,177,"(1, 3, 9, 11)",3.35188943589,0.576457495549,1.92126314156,2.00465653668,14.1705760521,85.2192507604,12.9733080769,,
0,random,178,"(1, 3, 5, 8)",3.95177148594,0.679625130047,2.02963813244,2.11773559867,29.3670367593,85.2192507604,11.7389653498,,
0,random,179,"(2, 6, 7, 10)",4.15949027257,0.715348579107,1.20356342757,1.25580470484,25.018115011,85.2192507604,11.339519014,,
0,random,180,"(2, 5, 8, 9)",4.79971451107,0.825454257763,1.08017399242,1.12705948905,26.9040870916,85.2192507604,10.191864894,,
0,random,181,"(2, 4, 6, 7)",3.77381108248,0.649019523732,1.21930171678,1.27222612242,26.1866007592,85.2192507604,12.0923587811,,
0,random,182,"(4, 6, 8, 10)",4.16269434773,0.715899615523,2.22001642821,2.31637736034,47.0475299738,85.2192507604,11.3334651853,,
0,random,183,"(1, 3, 5, 7)",2.95918860227,0.508920858861,1.77417504368,1.85118400577,14.0751979831,85.2192507604,13.850816179,,
0,random,184,"(4, 5, 8, 10)",4.13925679073,0.711868827614,2.4909521918,2.59907322732,52.0708189699,85.2192507604,11.377823222,,
0,random,185,"(0, 1, 5, 11)",3.62550418837,0.623513723977,2.08435844946,2.17483107864,38.1101922258,85.2192507604,12.3949801385,,
