k,replicate,test_scale,method,radius,joint_covered,marginal_fraction
4,1253,2,joint_max,2.65320762171,False,0.8
4,1253,2,marginal_only_invalid,1.82936518177,False,0.6
4,1253,2,gaussian_union,2.57582930355,False,0.8
4,1254,1,joint_max,2.46320822804,True,1
4,1254,1,marginal_only_invalid,1.84598893923,False,0.8
4,1254,1,gaussian_union,2.57582930355,True,1
4,1254,2,joint_max,2.46320822804,False,0.4
4,1254,2,marginal_only_invalid,1.84598893923,False,0.4
4,1254,2,gaussian_union,2.57582930355,False,0.4
4,1255,1,joint_max,2.72432712792,True,1
4,1255,1,marginal_only_invalid,1.77612342794,True,1
4,1255,1,gaussian_union,2.57582930355,True,1
4,1255,2,joint_max,2.72432712792,False,0.8
4,1255,2,marginal_only_invalid,1.77612342794,False,0.6
4,1255,2,gaussian_union,2.57582930355,False,0.8
4,1256,1,joint_max,2.55085537542,True,1
4,1256,1,marginal_only_invalid,2.18683225946,True,1
4,1256,1,gaussian_union,2.57582930355,True,1
4,1256,2,joint_max,2.55085537542,False,0.8
4,1256,2,marginal_only_invalid,2.18683225946,False,0.8
4,1256,2,gaussian_union,2.57582930355,False,0.8
4,1257,1,joint_max,2.66567939398,False,0.8
4,1257,1,marginal_only_invalid,2.02426844112,False,0.6
4,1257,1,gaussian_union,2.57582930355,False,0.8
4,1257,2,joint_max,2.66567939398,False,0.4
4,1257,2,marginal_only_invalid,2.02426844112,False,0.4
4,1257,2,gaussian_union,2.57582930355,False,0.4
4,1258,1,joint_max,2.59873166243,True,1
4,1258,1,marginal_only_invalid,2.1617795328,True,1
4,1258,1,gaussian_union,2.57582930355,True,1
4,1258,2,joint_max,2.59873166243,False,0.8
4,1258,2,marginal_only_invalid,2.1617795328,False,0.8
4,1258,2,gaussian_union,2.57582930355,False,0.8
4,1259,1,joint_max,2.79275544228,True,1
4,1259,1,marginal_only_invalid,1.66113879238,True,1
4,1259,1,gaussian_union,2.57582930355,True,1
4,1259,2,joint_max,2.79275544228,False,0.8
4,1259,2,marginal_only_invalid,1.66113879238,False,0.6
4,1259,2,gaussian_union,2.57582930355,False,0.8
4,1260,1,joint_max,2.59432515204,True,1
4,1260,1,marginal_only_invalid,2.1252673143,True,1
4,1260,1,gaussian_union,2.57582930355,True,1
4,1260,2,joint_max,2.59432515204,False,0.8
4,1260,2,marginal_only_invalid,2.1252673143,False,0.6
4,1260,2,gaussian_union,2.57582930355,False,0.8
4,1261,1,joint_max,2.44336986299,True,1
4,1261,1,marginal_only_invalid,1.86894846883,True,1
4,1261,1,gaussian_union,2.57582930355,True,1
4,1261,2,joint_max,2.44336986299,True,1
4,1261,2,marginal_only_invalid,1.86894846883,True,1
4,1261,2,gaussian_union,2.57582930355,True,1
4,1262,1,joint_max,2.66276238957,False,0.8
4,1262,1,marginal_only_invalid,1.84517505963,False,0.6
4,1262,1,gaussian_union,2.57582930355,False,0.8
4,1262,2,joint_max,2.66276238957,False,0.4
4,1262,2,marginal_only_invalid,1.84517505963,False,0.4
4,1262,2,gaussian_union,2.57582930355,False,0.4
4,1263,1,joint_max,2.2521760298,True,1
4,1263,1,marginal_only_invalid,1.94831436145,True,1
4,1263,1,gaussian_union,2.57582930355,True,1
4,1263,2,joint_max,2.2521760298,True,1
4,1263,2,marginal_only_invalid,1.94831436145,True,1
4,1263,2,gaussian_union,2.57582930355,True,1
4,1264,1,joint_max,2.64148054558,True,1
4,1264,1,marginal_only_invalid,1.93866952499,True,1
4,1264,1,gaussian_union,2.57582930355,True,1
4,1264,2,joint_max,2.64148054558,False,0.8
4,1264,2,marginal_only_invalid,1.93866952499,False,0.4
4,1264,2,gaussian_union,2.57582930355,False,0.6
4,1265,1,joint_max,2.58997408547,True,1
4,1265,1,marginal_only_invalid,1.80566670649,False,0.8
4,1265,1,gaussian_union,2.57582930355,True,1
4,1265,2,joint_max,2.58997408547,False,0.6
4,1265,2,marginal_only_invalid,1.80566670649,False,0.4
4,1265,2,gaussian_union,2.57582930355,False,0.6
4,1266,1,joint_max,2.6153776126,True,1
4,1266,1,marginal_only_invalid,2.08585458919,True,1
4,1266,1,gaussian_union,2.57582930355,True,1
4,1266,2,joint_max,2.6153776126,False,0.6
4,1266,2,marginal_only_invalid,2.08585458919,False,0.6
4,1266,2,gaussian_union,2.57582930355,False,0.6
4,1267,1,joint_max,2.50485301477,True,1
4,1267,1,marginal_only_invalid,1.90679851871,True,1
4,1267,1,gaussian_union,2.57582930355,True,1
4,1267,2,joint_max,2.50485301477,True,1
4,1267,2,marginal_only_invalid,1.90679851871,False,0.8
4,1267,2,gaussian_union,2.57582930355,True,1
4,1268,1,joint_max,2.64622266537,True,1
4,1268,1,marginal_only_invalid,1.85048990625,True,1
4,1268,1,gaussian_union,2.57582930355,True,1
4,1268,2,joint_max,2.64622266537,False,0.8
4,1268,2,marginal_only_invalid,1.85048990625,False,0.6
4,1268,2,gaussian_union,2.57582930355,False,0.8
4,1269,1,joint_max,2.549222792,True,1
4,1269,1,marginal_only_invalid,1.89351252402,True,1
4,1269,1,gaussian_union,2.57582930355,True,1
4,1269,2,joint_max,2.549222792,True,1
4,1269,2,marginal_only_invalid,1.89351252402,False,0.8
4,1269,2,gaussian_union,2.57582930355,True,1
4,1270,1,joint_max,2.38003462264,True,1
4,1270,1,marginal_only_invalid,2.04322099097,True,1
4,1270,1,gaussian_union,2.57582930355,True,1
4,1270,2,joint_max,2.38003462264,False,0.8
4,1270,2,marginal_only_invalid,2.04322099097,False,0.6
4,1270,2,gaussian_union,2.57582930355,True,1
4,1271,1,joint_max,2.60449134761,True,1
4,1271,1,marginal_only_invalid,2.05519981419,True,1
4,1271,1,gaussian_union,2.57582930355,True,1
4,1271,2,joint_max,2.60449134761,True,1
4,1271,2,marginal_only_invalid,2.05519981419,True,1
4,1271,2,gaussian_union,2.57582930355,True,1
4,1272,1,joint_max,2.44564943366,True,1
4,1272,1,marginal_only_invalid,2.01333313381,True,1
4,1272,1,gaussian_union,2.57582930355,True,1
4,1272,2,joint_max,2.44564943366,False,0.6
4,1272,2,marginal_only_invalid,2.01333313381,False,0.6
4,1272,2,gaussian_union,2.57582930355,False,0.6
4,1273,1,joint_max,2.77744761219,True,1
4,1273,1,marginal_only_invalid,1.92725994437,False,0.8
4,1273,1,gaussian_union,2.57582930355,True,1
4,1273,2,joint_max,2.77744761219,False,0.8
4,1273,2,marginal_only_invalid,1.92725994437,False,0.6
4,1273,2,gaussian_union,2.57582930355,False,0.8
4,1274,1,joint_max,2.60462672712,True,1
4,1274,1,marginal_only_invalid,1.89781083797,False,0.8
4,1274,1,gaussian_union,2.57582930355,True,1
4,1274,2,joint_max,2.60462672712,False,0.8
4,1274,2,marginal_only_invalid,1.89781083797,False,0.6
4,1274,2,gaussian_union,2.57582930355,False,0.8
4,1275,1,joint_max,2.5788190593,True,1
4,1275,1,marginal_only_invalid,1.97324337144,True,1
4,1275,1,gaussian_union,2.57582930355,True,1
4,1275,2,joint_max,2.5788190593,False,0.6
4,1275,2,marginal_only_invalid,1.97324337144,False,0.4
4,1275,2,gaussian_union,2.57582930355,False,0.6
4,1276,1,joint_max,2.53100786466,True,1
4,1276,1,marginal_only_invalid,1.98662739771,True,1
4,1276,1,gaussian_union,2.57582930355,True,1
4,1276,2,joint_max,2.53100786466,True,1
4,1276,2,marginal_only_invalid,1.98662739771,False,0.8
4,1276,2,gaussian_union,2.57582930355,True,1
4,1277,1,joint_max,2.55021844756,True,1
4,1277,1,marginal_only_invalid,1.73088865607,True,1
4,1277,1,gaussian_union,2.57582930355,True,1
4,1277,2,joint_max,2.55021844756,True,1
4,1277,2,marginal_only_invalid,1.73088865607,False,0.4
4,1277,2,gaussian_union,2.57582930355,True,1
4,1278,1,joint_max,2.65053042428,True,1
4,1278,1,marginal_only_invalid,1.9708687078,True,1
4,1278,1,gaussian_union,2.57582930355,True,1
4,1278,2,joint_max,2.65053042428,False,0.8
4,1278,2,marginal_only_invalid,1.9708687078,False,0.4
4,1278,2,gaussian_union,2.57582930355,False,0.8
4,1279,1,joint_max,2.68192413351,True,1
4,1279,1,marginal_only_invalid,2.05420371307,True,1
4,1279,1,gaussian_union,2.57582930355,True,1
4,1279,2,joint_max,2.68192413351,True,1
4,1279,2,marginal_only_invalid,2.05420371307,False,0.6
4,1279,2,gaussian_union,2.57582930355,True,1
4,1280,1,joint_max,2.63645280293,True,1
4,1280,1,marginal_only_invalid,2.0494030271,True,1
4,1280,1,gaussian_union,2.57582930355,True,1
4,1280,2,joint_max,2.63645280293,False,0.6
4,1280,2,marginal_only_invalid,2.0494030271,False,0.6
4,1280,2,gaussian_union,2.57582930355,False,0.6
4,1281,1,joint_max,2.69431062262,True,1
4,1281,1,marginal_only_invalid,1.88471629833,True,1
4,1281,1,gaussian_union,2.57582930355,True,1
4,1281,2,joint_max,2.69431062262,False,0.8
4,1281,2,marginal_only_invalid,1.88471629833,False,0.6
4,1281,2,gaussian_union,2.57582930355,False,0.8
4,1282,1,joint_max,2.6073912085,True,1
4,1282,1,marginal_only_invalid,1.89186155166,True,1
4,1282,1,gaussian_union,2.57582930355,True,1
4,1282,2,joint_max,2.6073912085,True,1
4,1282,2,marginal_only_invalid,1.89186155166,True,1
4,1282,2,gaussian_union,2.57582930355,True,1
4,1283,1,joint_max,2.59547669701,True,1
4,1283,1,marginal_only_invalid,1.94515442408,True,1
4,1283,1,gaussian_union,2.57582930355,True,1
4,1283,2,joint_max,2.59547669701,False,0.4
4,1283,2,marginal_only_invalid,1.94515442408,False,0.4
4,1283,2,gaussian_union,2.57582930355,False,0.4
4,1284,1,joint_max,2.64787393042,True,1
4,1284,1,marginal_only_invalid,1.9736920822,True,1
4,1284,1,gaussian_union,2.57582930355,True,1
4,1284,2,joint_max,2.64787393042,False,0.6
4,1284,2,marginal_only_invalid,1.9736920822,False,0.6
4,1284,2,gaussian_union,2.57582930355,False,0.6
4,1285,1,joint_max,2.78464575298,True,1
4,1285,1,marginal_only_invalid,2.01364121295,True,1
4,1285,1,gaussian_union,2.57582930355,True,1
4,1285,2,joint_max,2.78464575298,True,1
4,1285,2,marginal_only_invalid,2.01364121295,False,0.6
4,1285,2,gaussian_union,2.57582930355,True,1
4,1286,1,joint_max,2.67209356052,True,1
4,1286,1,marginal_only_invalid,1.91143542573,True,1
4,1286,1,gaussian_union,2.57582930355,True,1
4,1286,2,joint_max,2.67209356052,False,0.8
4,1286,2,marginal_only_invalid,1.91143542573,False,0.8
4,1286,2,gaussian_union,2.57582930355,False,0.8
4,1287,1,joint_max,2.49006900286,True,1
4,1287,1,marginal_only_invalid,2.06556177911,True,1
4,1287,1,gaussian_union,2.57582930355,True,1
4,1287,2,joint_max,2.49006900286,True,1
4,1287,2,marginal_only_invalid,2.06556177911,True,1
4,1287,2,gaussian_union,2.57582930355,True,1
4,1288,1,joint_max,2.55213969608,True,1
4,1288,1,marginal_only_invalid,2.04462814511,True,1
4,1288,1,gaussian_union,2.57582930355,True,1
4,1288,2,joint_max,2.55213969608,True,1
4,1288,2,marginal_only_invalid,2.04462814511,False,0.8
4,1288,2,gaussian_union,2.57582930355,True,1
4,1289,1,joint_max,2.70038794434,True,1
4,1289,1,marginal_only_invalid,1.96383598296,True,1
4,1289,1,gaussian_union,2.57582930355,True,1
4,1289,2,joint_max,2.70038794434,False,0.8
4,1289,2,marginal_only_invalid,1.96383598296,False,0.4
4,1289,2,gaussian_union,2.57582930355,False,0.6
4,1290,1,joint_max,2.60889954572,True,1
4,1290,1,marginal_only_invalid,1.80431122399,True,1
4,1290,1,gaussian_union,2.57582930355,True,1
4,1290,2,joint_max,2.60889954572,True,1
4,1290,2,marginal_only_invalid,1.80431122399,False,0.8
4,1290,2,gaussian_union,2.57582930355,True,1
4,1291,1,joint_max,2.3846059392,True,1
4,1291,1,marginal_only_invalid,2.07984242047,True,1
4,1291,1,gaussian_union,2.57582930355,True,1
4,1291,2,joint_max,2.3846059392,False,0.8
4,1291,2,marginal_only_invalid,2.07984242047,False,0.8
4,1291,2,gaussian_union,2.57582930355,False,0.8
4,1292,1,joint_max,2.71873933244,True,1
4,1292,1,marginal_only_invalid,1.97862262263,True,1
4,1292,1,gaussian_union,2.57582930355,True,1
4,1292,2,joint_max,2.71873933244,False,0.6
4,1292,2,marginal_only_invalid,1.97862262263,False,0.4
4,1292,2,gaussian_union,2.57582930355,False,0.6
4,1293,1,joint_max,2.55828677542,True,1
4,1293,1,marginal_only_invalid,1.95803317306,False,0.8
4,1293,1,gaussian_union,2.57582930355,True,1
4,1293,2,joint_max,2.55828677542,False,0.6
4,1293,2,marginal_only_invalid,1.95803317306,False,0.4
4,1293,2,gaussian_union,2.57582930355,False,0.6
4,1294,1,joint_max,2.57259618026,True,1
4,1294,1,marginal_only_invalid,1.89227845016,True,1
4,1294,1,gaussian_union,2.57582930355,True,1
4,1294,2,joint_max,2.57259618026,True,1
4,1294,2,marginal_only_invalid,1.89227845016,False,0.8
4,1294,2,gaussian_union,2.57582930355,True,1
4,1295,1,joint_max,2.47867137008,False,0.8
4,1295,1,marginal_only_invalid,1.94438583785,False,0.6
4,1295,1,gaussian_union,2.57582930355,True,1
4,1295,2,joint_max,2.47867137008,False,0.4
4,1295,2,marginal_only_invalid,1.94438583785,False,0.4
4,1295,2,gaussian_union,2.57582930355,False,0.4
4,1296,1,joint_max,2.5772231971,True,1
4,1296,1,marginal_only_invalid,2.15935163692,True,1
4,1296,1,gaussian_union,2.57582930355,True,1
4,1296,2,joint_max,2.5772231971,False,0.6
4,1296,2,marginal_only_invalid,2.15935163692,False,0.2
4,1296,2,gaussian_union,2.57582930355,False,0.6
4,1297,1,joint_max,2.70058602283,True,1
4,1297,1,marginal_only_invalid,2.28024188224,True,1
4,1297,1,gaussian_union,2.57582930355,True,1
4,1297,2,joint_max,2.70058602283,True,1
4,1297,2,marginal_only_invalid,2.28024188224,False,0.8
4,1297,2,gaussian_union,2.57582930355,True,1
4,1298,1,joint_max,2.93146853772,True,1
4,1298,1,marginal_only_invalid,1.83327804866,True,1
4,1298,1,gaussian_union,2.57582930355,True,1
4,1298,2,joint_max,2.93146853772,False,0.8
4,1298,2,marginal_only_invalid,1.83327804866,False,0.4
4,1298,2,gaussian_union,2.57582930355,False,0.4
4,1299,1,joint_max,2.46415300812,True,1
4,1299,1,marginal_only_invalid,1.92597802727,True,1
4,1299,1,gaussian_union,2.57582930355,True,1
4,1299,2,joint_max,2.46415300812,True,1
4,1299,2,marginal_only_invalid,1.92597802727,True,1
4,1299,2,gaussian_union,2.57582930355,True,1
4,1300,1,joint_max,2.53088089915,True,1
4,1300,1,marginal_only_invalid,1.93771310159,True,1
4,1300,1,gaussian_union,2.57582930355,True,1
4,1300,2,joint_max,2.53088089915,True,1
4,1300,2,marginal_only_invalid,1.93771310159,True,1
4,1300,2,gaussian_union,2.57582930355,True,1
4,1301,1,joint_max,2.77838647161,True,1
4,1301,1,marginal_only_invalid,2.11710566657,True,1
4,1301,1,gaussian_union,2.57582930355,True,1
4,1301,2,joint_max,2.77838647161,True,1
4,1301,2,marginal_only_invalid,2.11710566657,False,0.6
4,1301,2,gaussian_union,2.57582930355,True,1
4,1302,1,joint_max,2.65645463881,True,1
4,1302,1,marginal_only_invalid,2.2380344414,True,1
4,1302,1,gaussian_union,2.57582930355,True,1
4,1302,2,joint_max,2.65645463881,True,1
4,1302,2,marginal_only_invalid,2.2380344414,True,1
4,1302,2,gaussian_union,2.57582930355,True,1
4,1303,1,joint_max,2.35326550005,True,1
4,1303,1,marginal_only_invalid,1.8714990137,True,1
4,1303,1,gaussian_union,2.57582930355,True,1
4,1303,2,joint_max,2.35326550005,False,0.8
4,1303,2,marginal_only_invalid,1.8714990137,False,0.6
4,1303,2,gaussian_union,2.57582930355,False,0.8
4,1304,1,joint_max,2.46719399273,True,1
4,1304,1,marginal_only_invalid,1.90555705947,True,1
4,1304,1,gaussian_union,2.57582930355,True,1
4,1304,2,joint_max,2.46719399273,True,1
4,1304,2,marginal_only_invalid,1.90555705947,True,1
4,1304,2,gaussian_union,2.57582930355,True,1
4,1305,1,joint_max,2.53028258852,True,1
4,1305,1,marginal_only_invalid,1.72814588442,True,1
4,1305,1,gaussian_union,2.57582930355,True,1
4,1305,2,joint_max,2.53028258852,True,1
4,1305,2,marginal_only_invalid,1.72814588442,True,1
4,1305,2,gaussian_union,2.57582930355,True,1
4,1306,1,joint_max,2.65208539929,True,1
4,1306,1,marginal_only_invalid,1.83292976385,True,1
4,1306,1,gaussian_union,2.57582930355,True,1
4,1306,2,joint_max,2.65208539929,False,0.8
4,1306,2,marginal_only_invalid,1.83292976385,False,0.8
4,1306,2,gaussian_union,2.57582930355,False,0.8
4,1307,1,joint_max,2.559474162,True,1
4,1307,1,marginal_only_invalid,1.87627779203,True,1
4,1307,1,gaussian_union,2.57582930355,True,1
4,1307,2,joint_max,2.559474162,False,0.6
4,1307,2,marginal_only_invalid,1.87627779203,False,0.6
4,1307,2,gaussian_union,2.57582930355,False,0.6
4,1308,1,joint_max,2.59185377167,True,1
4,1308,1,marginal_only_invalid,2.11099876573,True,1
4,1308,1,gaussian_union,2.57582930355,True,1
4,1308,2,joint_max,2.59185377167,False,0.6
4,1308,2,marginal_only_invalid,2.11099876573,False,0.6
4,1308,2,gaussian_union,2.57582930355,False,0.6
4,1309,1,joint_max,2.51766788304,True,1
4,1309,1,marginal_only_invalid,1.8797683481,False,0.8
4,1309,1,gaussian_union,2.57582930355,True,1
4,1309,2,joint_max,2.51766788304,False,0.8
4,1309,2,marginal_only_invalid,1.8797683481,False,0.8
4,1309,2,gaussian_union,2.57582930355,False,0.8
4,1310,1,joint_max,2.56312272184,True,1
4,1310,1,marginal_only_invalid,2.07770538552,True,1
4,1310,1,gaussian_union,2.57582930355,True,1
4,1310,2,joint_max,2.56312272184,True,1
4,1310,2,marginal_only_invalid,2.07770538552,False,0.8
4,1310,2,gaussian_union,2.57582930355,True,1
4,1311,1,joint_max,2.79314153665,True,1
4,1311,1,marginal_only_invalid,1.87077603889,True,1
4,1311,1,gaussian_union,2.57582930355,True,1
4,1311,2,joint_max,2.79314153665,True,1
4,1311,2,marginal_only_invalid,1.87077603889,True,1
4,1311,2,gaussian_union,2.57582930355,True,1
4,1312,1,joint_max,2.59481300634,True,1
4,1312,1,marginal_only_invalid,2.08599135568,True,1
4,1312,1,gaussian_union,2.57582930355,True,1
4,1312,2,joint_max,2.59481300634,False,0.8
4,1312,2,marginal_only_invalid,2.08599135568,False,0.8
4,1312,2,gaussian_union,2.57582930355,False,0.8
4,1313,1,joint_max,2.75211128017,True,1
4,1313,1,marginal_only_invalid,2.26249244325,True,1
4,1313,1,gaussian_union,2.57582930355,True,1
4,1313,2,joint_max,2.75211128017,False,0.6
4,1313,2,marginal_only_invalid,2.26249244325,False,0.6
4,1313,2,gaussian_union,2.57582930355,False,0.6
4,1314,1,joint_max,2.48960707283,True,1
4,1314,1,marginal_only_invalid,2.0601058204,False,0.8
4,1314,1,gaussian_union,2.57582930355,True,1
4,1314,2,joint_max,2.48960707283,False,0.6
4,1314,2,marginal_only_invalid,2.0601058204,False,0.6
4,1314,2,gaussian_union,2.57582930355,False,0.6
4,1315,1,joint_max,2.71343837343,True,1
4,1315,1,marginal_only_invalid,1.95769089962,True,1
4,1315,1,gaussian_union,2.57582930355,True,1
4,1315,2,joint_max,2.71343837343,False,0.8
4,1315,2,marginal_only_invalid,1.95769089962,False,0.8
4,1315,2,gaussian_union,2.57582930355,False,0.8
4,1316,1,joint_max,2.42631237252,True,1
4,1316,1,marginal_only_invalid,1.87396034829,True,1
4,1316,1,gaussian_union,2.57582930355,True,1
4,1316,2,joint_max,2.42631237252,False,0.6
4,1316,2,marginal_only_invalid,1.87396034829,False,0.6
4,1316,2,gaussian_union,2.57582930355,False,0.6
4,1317,1,joint_max,2.4862256431,True,1
4,1317,1,marginal_only_invalid,1.87650975026,True,1
4,1317,1,gaussian_union,2.57582930355,True,1
4,1317,2,joint_max,2.4862256431,True,1
4,1317,2,marginal_only_invalid,1.87650975026,False,0.6
4,1317,2,gaussian_union,2.57582930355,True,1
4,1318,1,joint_max,2.60568898977,True,1
4,1318,1,marginal_only_invalid,1.89213016422,False,0.8
4,1318,1,gaussian_union,2.57582930355,True,1
4,1318,2,joint_max,2.60568898977,False,0.8
4,1318,2,marginal_only_invalid,1.89213016422,False,0.8
4,1318,2,gaussian_union,2.57582930355,False,0.8
4,1319,1,joint_max,2.68935003183,False,0.8
4,1319,1,marginal_only_invalid,2.06117649925,False,0.8
4,1319,1,gaussian_union,2.57582930355,False,0.8
4,1319,2,joint_max,2.68935003183,False,0.6
4,1319,2,marginal_only_invalid,2.06117649925,False,0.4
4,1319,2,gaussian_union,2.57582930355,False,0.6
4,1320,1,joint_max,2.47698096837,True,1
4,1320,1,marginal_only_invalid,2.0659295031,True,1
4,1320,1,gaussian_union,2.57582930355,True,1
4,1320,2,joint_max,2.47698096837,True,1
4,1320,2,marginal_only_invalid,2.0659295031,True,1
4,1320,2,gaussian_union,2.57582930355,True,1
4,1321,1,joint_max,2.64723368961,True,1
4,1321,1,marginal_only_invalid,1.99390727046,True,1
4,1321,1,gaussian_union,2.57582930355,True,1
4,1321,2,joint_max,2.64723368961,True,1
4,1321,2,marginal_only_invalid,1.99390727046,False,0.8
4,1321,2,gaussian_union,2.57582930355,True,1
4,1322,1,joint_max,2.48109015831,True,1
4,1322,1,marginal_only_invalid,1.94918795003,True,1
4,1322,1,gaussian_union,2.57582930355,True,1
4,1322,2,joint_max,2.48109015831,False,0.8
4,1322,2,marginal_only_invalid,1.94918795003,False,0.4
4,1322,2,gaussian_union,2.57582930355,False,0.8
4,1323,1,joint_max,2.47102487654,True,1
4,1323,1,marginal_only_invalid,2.01220050969,True,1
4,1323,1,gaussian_union,2.57582930355,True,1
4,1323,2,joint_max,2.47102487654,False,0.8
4,1323,2,marginal_only_invalid,2.01220050969,False,0.8
4,1323,2,gaussian_union,2.57582930355,False,0.8
4,1324,1,joint_max,2.75141068532,True,1
4,1324,1,marginal_only_invalid,1.87674694405,True,1
4,1324,1,gaussian_union,2.57582930355,True,1
4,1324,2,joint_max,2.75141068532,True,1
4,1324,2,marginal_only_invalid,1.87674694405,True,1
4,1324,2,gaussian_union,2.57582930355,True,1
4,1325,1,joint_max,2.54244219289,True,1
4,1325,1,marginal_only_invalid,1.88599767619,True,1
4,1325,1,gaussian_union,2.57582930355,True,1
4,1325,2,joint_max,2.54244219289,False,0.4
4,1325,2,marginal_only_invalid,1.88599767619,False,0.4
4,1325,2,gaussian_union,2.57582930355,False,0.4
4,1326,1,joint_max,2.61276686375,True,1
4,1326,1,marginal_only_invalid,2.0164371985,True,1
4,1326,1,gaussian_union,2.57582930355,True,1
4,1326,2,joint_max,2.61276686375,True,1
4,1326,2,marginal_only_invalid,2.0164371985,True,1
4,1326,2,gaussian_union,2.57582930355,True,1
4,1327,1,joint_max,2.65256871306,True,1
4,1327,1,marginal_only_invalid,2.20683876592,True,1
4,1327,1,gaussian_union,2.57582930355,True,1
4,1327,2,joint_max,2.65256871306,False,0.6
4,1327,2,marginal_only_invalid,2.20683876592,False,0.6
4,1327,2,gaussian_union,2.57582930355,False,0.6
4,1328,1,joint_max,2.56357698552,True,1
4,1328,1,marginal_only_invalid,1.95209231455,True,1
4,1328,1,gaussian_union,2.57582930355,True,1
4,1328,2,joint_max,2.56357698552,True,1
4,1328,2,marginal_only_invalid,1.95209231455,False,0.8
4,1328,2,gaussian_union,2.57582930355,True,1
4,1329,1,joint_max,2.65878072862,True,1
4,1329,1,marginal_only_invalid,1.83427100621,True,1
4,1329,1,gaussian_union,2.57582930355,True,1
4,1329,2,joint_max,2.65878072862,False,0.6
4,1329,2,marginal_only_invalid,1.83427100621,False,0.6
4,1329,2,gaussian_union,2.57582930355,False,0.6
4,1330,1,joint_max,2.57004974125,True,1
4,1330,1,marginal_only_invalid,1.91753717711,True,1
4,1330,1,gaussian_union,2.57582930355,True,1
4,1330,2,joint_max,2.57004974125,False,0.6
4,1330,2,marginal_only_invalid,1.91753717711,False,0.4
4,1330,2,gaussian_union,2.57582930355,False,0.6
4,1331,1,joint_max,2.70763203292,True,1
4,1331,1,marginal_only_invalid,1.9341720211,True,1
4,1331,1,gaussian_union,2.57582930355,True,1
4,1331,2,joint_max,2.70763203292,False,0.6
4,1331,2,marginal_only_invalid,1.9341720211,False,0.2
4,1331,2,gaussian_union,2.57582930355,False,0.6
4,1332,1,joint_max,2.61414752354,True,1
4,1332,1,marginal_only_invalid,2.17752628475,True,1
4,1332,1,gaussian_union,2.57582930355,True,1
4,1332,2,joint_max,2.61414752354,False,0.8
4,1332,2,marginal_only_invalid,2.17752628475,False,0.8
4,1332,2,gaussian_union,2.57582930355,False,0.8
4,1333,1,joint_max,2.38631052534,True,1
4,1333,1,marginal_only_invalid,2.01812211592,True,1
4,1333,1,gaussian_union,2.57582930355,True,1
4,1333,2,joint_max,2.38631052534,False,0.8
4,1333,2,marginal_only_invalid,2.01812211592,False,0.6
4,1333,2,gaussian_union,2.57582930355,False,0.8
4,1334,1,joint_max,2.43356148674,True,1
4,1334,1,marginal_only_invalid,1.99766899164,True,1
4,1334,1,gaussian_union,2.57582930355,True,1
4,1334,2,joint_max,2.43356148674,False,0.4
4,1334,2,marginal_only_invalid,1.99766899164,False,0.4
4,1334,2,gaussian_union,2.57582930355,False,0.4
4,1335,1,joint_max,2.49223252236,True,1
4,1335,1,marginal_only_invalid,1.97232948175,True,1
4,1335,1,gaussian_union,2.57582930355,True,1
4,1335,2,joint_max,2.49223252236,True,1
4,1335,2,marginal_only_invalid,1.97232948175,False,0.8
4,1335,2,gaussian_union,2.57582930355,True,1
4,1336,1,joint_max,2.57097672551,True,1
4,1336,1,marginal_only_invalid,2.00568191751,True,1
4,1336,1,gaussian_union,2.57582930355,True,1
4,1336,2,joint_max,2.57097672551,False,0.8
4,1336,2,marginal_only_invalid,2.00568191751,False,0.8
4,1336,2,gaussian_union,2.57582930355,False,0.8
4,1337,1,joint_max,2.60562509736,True,1
4,1337,1,marginal_only_invalid,2.1119336919,True,1
4,1337,1,gaussian_union,2.57582930355,True,1
4,1337,2,joint_max,2.60562509736,True,1
4,1337,2,marginal_only_invalid,2.1119336919,True,1
4,1337,2,gaussian_union,2.57582930355,True,1
4,1338,1,joint_max,2.65886777665,True,1
4,1338,1,marginal_only_invalid,2.35736582747,False,0.8
4,1338,1,gaussian_union,2.57582930355,True,1
4,1338,2,joint_max,2.65886777665,False,0.6
4,1338,2,marginal_only_invalid,2.35736582747,False,0.6
4,1338,2,gaussian_union,2.57582930355,False,0.6
4,1339,1,joint_max,2.55730105008,True,1
4,1339,1,marginal_only_invalid,1.94265322453,True,1
4,1339,1,gaussian_union,2.57582930355,True,1
4,1339,2,joint_max,2.55730105008,True,1
4,1339,2,marginal_only_invalid,1.94265322453,False,0.8
4,1339,2,gaussian_union,2.57582930355,True,1
4,1340,1,joint_max,2.51567353667,True,1
4,1340,1,marginal_only_invalid,1.89791475953,True,1
4,1340,1,gaussian_union,2.57582930355,True,1
4,1340,2,joint_max,2.51567353667,False,0.8
4,1340,2,marginal_only_invalid,1.89791475953,False,0.6
4,1340,2,gaussian_union,2.57582930355,True,1
4,1341,1,joint_max,2.74923630229,True,1
4,1341,1,marginal_only_invalid,1.94734561454,True,1
4,1341,1,gaussian_union,2.57582930355,True,1
4,1341,2,joint_max,2.74923630229,True,1
4,1341,2,marginal_only_invalid,1.94734561454,False,0.8
4,1341,2,gaussian_union,2.57582930355,True,1
4,1342,1,joint_max,2.46342105266,True,1
4,1342,1,marginal_only_invalid,1.79713394141,True,1
4,1342,1,gaussian_union,2.57582930355,True,1
4,1342,2,joint_max,2.46342105266,True,1
