k,replicate,test_scale,method,radius,joint_covered,marginal_fraction
16,1399,1,gaussian_union,2.97381990122,True,1
16,1399,2,joint_max,3.00203886985,False,0.764705882353
16,1399,2,marginal_only_invalid,1.97548005425,False,0.705882352941
16,1399,2,gaussian_union,2.97381990122,False,0.764705882353
16,1400,1,joint_max,2.88298118943,True,1
16,1400,1,marginal_only_invalid,2.22879405333,True,1
16,1400,1,gaussian_union,2.97381990122,True,1
16,1400,2,joint_max,2.88298118943,False,0.941176470588
16,1400,2,marginal_only_invalid,2.22879405333,False,0.764705882353
16,1400,2,gaussian_union,2.97381990122,False,0.941176470588
16,1401,1,joint_max,2.81705849152,True,1
16,1401,1,marginal_only_invalid,1.92382079039,False,0.941176470588
16,1401,1,gaussian_union,2.97381990122,True,1
16,1401,2,joint_max,2.81705849152,False,0.764705882353
16,1401,2,marginal_only_invalid,1.92382079039,False,0.529411764706
16,1401,2,gaussian_union,2.97381990122,False,0.823529411765
16,1402,1,joint_max,2.85765083634,True,1
16,1402,1,marginal_only_invalid,1.98618309081,True,1
16,1402,1,gaussian_union,2.97381990122,True,1
16,1402,2,joint_max,2.85765083634,False,0.882352941176
16,1402,2,marginal_only_invalid,1.98618309081,False,0.823529411765
16,1402,2,gaussian_union,2.97381990122,False,0.882352941176
16,1403,1,joint_max,2.8932209829,True,1
16,1403,1,marginal_only_invalid,1.95330303017,False,0.823529411765
16,1403,1,gaussian_union,2.97381990122,True,1
16,1403,2,joint_max,2.8932209829,False,0.705882352941
16,1403,2,marginal_only_invalid,1.95330303017,False,0.470588235294
16,1403,2,gaussian_union,2.97381990122,False,0.705882352941
16,1404,1,joint_max,3.03302721041,True,1
16,1404,1,marginal_only_invalid,2.43871866821,True,1
16,1404,1,gaussian_union,2.97381990122,True,1
16,1404,2,joint_max,3.03302721041,False,0.941176470588
16,1404,2,marginal_only_invalid,2.43871866821,False,0.882352941176
16,1404,2,gaussian_union,2.97381990122,False,0.941176470588
16,1405,1,joint_max,2.96605535417,True,1
16,1405,1,marginal_only_invalid,1.96211842419,True,1
16,1405,1,gaussian_union,2.97381990122,True,1
16,1405,2,joint_max,2.96605535417,True,1
16,1405,2,marginal_only_invalid,1.96211842419,False,0.705882352941
16,1405,2,gaussian_union,2.97381990122,True,1
16,1406,1,joint_max,2.88751778342,True,1
16,1406,1,marginal_only_invalid,1.84189342184,False,0.882352941176
16,1406,1,gaussian_union,2.97381990122,True,1
16,1406,2,joint_max,2.88751778342,False,0.882352941176
16,1406,2,marginal_only_invalid,1.84189342184,False,0.647058823529
16,1406,2,gaussian_union,2.97381990122,False,0.882352941176
16,1407,1,joint_max,3.13280606733,True,1
16,1407,1,marginal_only_invalid,1.68877019777,False,0.882352941176
16,1407,1,gaussian_union,2.97381990122,True,1
16,1407,2,joint_max,3.13280606733,False,0.823529411765
16,1407,2,marginal_only_invalid,1.68877019777,False,0.352941176471
16,1407,2,gaussian_union,2.97381990122,False,0.764705882353
16,1408,1,joint_max,2.94750666716,True,1
16,1408,1,marginal_only_invalid,1.82213589752,False,0.941176470588
16,1408,1,gaussian_union,2.97381990122,True,1
16,1408,2,joint_max,2.94750666716,False,0.823529411765
16,1408,2,marginal_only_invalid,1.82213589752,False,0.647058823529
16,1408,2,gaussian_union,2.97381990122,False,0.823529411765
16,1409,1,joint_max,2.89503124899,True,1
16,1409,1,marginal_only_invalid,1.98254122426,True,1
16,1409,1,gaussian_union,2.97381990122,True,1
16,1409,2,joint_max,2.89503124899,True,1
16,1409,2,marginal_only_invalid,1.98254122426,False,0.705882352941
16,1409,2,gaussian_union,2.97381990122,True,1
16,1410,1,joint_max,2.81899503801,True,1
16,1410,1,marginal_only_invalid,1.90522603859,True,1
16,1410,1,gaussian_union,2.97381990122,True,1
16,1410,2,joint_max,2.81899503801,False,0.823529411765
16,1410,2,marginal_only_invalid,1.90522603859,False,0.764705882353
16,1410,2,gaussian_union,2.97381990122,False,0.823529411765
16,1411,1,joint_max,2.94732022089,True,1
16,1411,1,marginal_only_invalid,1.73922574917,True,1
16,1411,1,gaussian_union,2.97381990122,True,1
16,1411,2,joint_max,2.94732022089,False,0.823529411765
16,1411,2,marginal_only_invalid,1.73922574917,False,0.588235294118
16,1411,2,gaussian_union,2.97381990122,False,0.823529411765
16,1412,1,joint_max,3.00608616576,True,1
16,1412,1,marginal_only_invalid,1.78804871326,True,1
16,1412,1,gaussian_union,2.97381990122,True,1
16,1412,2,joint_max,3.00608616576,False,0.882352941176
16,1412,2,marginal_only_invalid,1.78804871326,False,0.647058823529
16,1412,2,gaussian_union,2.97381990122,False,0.882352941176
16,1413,1,joint_max,2.97967004334,True,1
16,1413,1,marginal_only_invalid,1.98750306748,True,1
16,1413,1,gaussian_union,2.97381990122,True,1
16,1413,2,joint_max,2.97967004334,False,0.882352941176
16,1413,2,marginal_only_invalid,1.98750306748,False,0.764705882353
16,1413,2,gaussian_union,2.97381990122,False,0.882352941176
16,1414,1,joint_max,3.10947963165,True,1
16,1414,1,marginal_only_invalid,2.04790822514,True,1
16,1414,1,gaussian_union,2.97381990122,True,1
16,1414,2,joint_max,3.10947963165,False,0.823529411765
16,1414,2,marginal_only_invalid,2.04790822514,False,0.705882352941
16,1414,2,gaussian_union,2.97381990122,False,0.823529411765
16,1415,1,joint_max,2.94282523452,True,1
16,1415,1,marginal_only_invalid,2.06765445203,False,0.941176470588
16,1415,1,gaussian_union,2.97381990122,True,1
16,1415,2,joint_max,2.94282523452,False,0.823529411765
16,1415,2,marginal_only_invalid,2.06765445203,False,0.705882352941
16,1415,2,gaussian_union,2.97381990122,False,0.823529411765
16,1416,1,joint_max,3.05255670605,True,1
16,1416,1,marginal_only_invalid,2.18953510878,False,0.941176470588
16,1416,1,gaussian_union,2.97381990122,True,1
16,1416,2,joint_max,3.05255670605,False,0.823529411765
16,1416,2,marginal_only_invalid,2.18953510878,False,0.705882352941
16,1416,2,gaussian_union,2.97381990122,False,0.823529411765
16,1417,1,joint_max,3.06146880785,True,1
16,1417,1,marginal_only_invalid,2.21989916084,True,1
16,1417,1,gaussian_union,2.97381990122,True,1
16,1417,2,joint_max,3.06146880785,False,0.882352941176
16,1417,2,marginal_only_invalid,2.21989916084,False,0.705882352941
16,1417,2,gaussian_union,2.97381990122,False,0.882352941176
16,1418,1,joint_max,3.14582174716,True,1
16,1418,1,marginal_only_invalid,2.0324311815,False,0.941176470588
16,1418,1,gaussian_union,2.97381990122,True,1
16,1418,2,joint_max,3.14582174716,False,0.823529411765
16,1418,2,marginal_only_invalid,2.0324311815,False,0.588235294118
16,1418,2,gaussian_union,2.97381990122,False,0.823529411765
16,1419,1,joint_max,2.98070516938,True,1
16,1419,1,marginal_only_invalid,1.91369795901,False,0.941176470588
16,1419,1,gaussian_union,2.97381990122,True,1
16,1419,2,joint_max,2.98070516938,False,0.823529411765
16,1419,2,marginal_only_invalid,1.91369795901,False,0.647058823529
16,1419,2,gaussian_union,2.97381990122,False,0.823529411765
16,1420,1,joint_max,2.94942528838,True,1
16,1420,1,marginal_only_invalid,1.86406042737,True,1
16,1420,1,gaussian_union,2.97381990122,True,1
16,1420,2,joint_max,2.94942528838,False,0.941176470588
16,1420,2,marginal_only_invalid,1.86406042737,False,0.764705882353
16,1420,2,gaussian_union,2.97381990122,False,0.941176470588
16,1421,1,joint_max,3.16782841489,True,1
16,1421,1,marginal_only_invalid,2.09312255366,True,1
16,1421,1,gaussian_union,2.97381990122,True,1
16,1421,2,joint_max,3.16782841489,False,0.941176470588
16,1421,2,marginal_only_invalid,2.09312255366,False,0.941176470588
16,1421,2,gaussian_union,2.97381990122,False,0.941176470588
16,1422,1,joint_max,3.03076292011,True,1
16,1422,1,marginal_only_invalid,1.91390465654,True,1
16,1422,1,gaussian_union,2.97381990122,True,1
16,1422,2,joint_max,3.03076292011,False,0.941176470588
16,1422,2,marginal_only_invalid,1.91390465654,False,0.529411764706
16,1422,2,gaussian_union,2.97381990122,False,0.941176470588
16,1423,1,joint_max,3.0064827562,True,1
16,1423,1,marginal_only_invalid,1.73404041511,False,0.882352941176
16,1423,1,gaussian_union,2.97381990122,True,1
16,1423,2,joint_max,3.0064827562,False,0.764705882353
16,1423,2,marginal_only_invalid,1.73404041511,False,0.647058823529
16,1423,2,gaussian_union,2.97381990122,False,0.764705882353
16,1424,1,joint_max,2.87834184066,False,0.941176470588
16,1424,1,marginal_only_invalid,1.99537070569,False,0.882352941176
16,1424,1,gaussian_union,2.97381990122,False,0.941176470588
16,1424,2,joint_max,2.87834184066,False,0.764705882353
16,1424,2,marginal_only_invalid,1.99537070569,False,0.647058823529
16,1424,2,gaussian_union,2.97381990122,False,0.764705882353
16,1425,1,joint_max,2.98572435757,True,1
16,1425,1,marginal_only_invalid,1.78072407709,False,0.941176470588
16,1425,1,gaussian_union,2.97381990122,True,1
16,1425,2,joint_max,2.98572435757,False,0.941176470588
16,1425,2,marginal_only_invalid,1.78072407709,False,0.764705882353
16,1425,2,gaussian_union,2.97381990122,False,0.941176470588
16,1426,1,joint_max,3.06218463828,True,1
16,1426,1,marginal_only_invalid,1.95912032829,True,1
16,1426,1,gaussian_union,2.97381990122,True,1
16,1426,2,joint_max,3.06218463828,False,0.941176470588
16,1426,2,marginal_only_invalid,1.95912032829,False,0.823529411765
16,1426,2,gaussian_union,2.97381990122,False,0.941176470588
16,1427,1,joint_max,2.89114341773,True,1
16,1427,1,marginal_only_invalid,1.92468983828,True,1
16,1427,1,gaussian_union,2.97381990122,True,1
16,1427,2,joint_max,2.89114341773,False,0.882352941176
16,1427,2,marginal_only_invalid,1.92468983828,False,0.647058823529
16,1427,2,gaussian_union,2.97381990122,False,0.882352941176
16,1428,1,joint_max,3.01991360418,True,1
16,1428,1,marginal_only_invalid,1.99859445054,False,0.882352941176
16,1428,1,gaussian_union,2.97381990122,True,1
16,1428,2,joint_max,3.01991360418,False,0.823529411765
16,1428,2,marginal_only_invalid,1.99859445054,False,0.705882352941
16,1428,2,gaussian_union,2.97381990122,False,0.823529411765
16,1429,1,joint_max,3.02538402919,True,1
16,1429,1,marginal_only_invalid,2.05851056867,True,1
16,1429,1,gaussian_union,2.97381990122,True,1
16,1429,2,joint_max,3.02538402919,False,0.882352941176
16,1429,2,marginal_only_invalid,2.05851056867,False,0.647058823529
16,1429,2,gaussian_union,2.97381990122,False,0.882352941176
16,1430,1,joint_max,3.05070587165,True,1
16,1430,1,marginal_only_invalid,1.94351189591,True,1
16,1430,1,gaussian_union,2.97381990122,True,1
16,1430,2,joint_max,3.05070587165,True,1
16,1430,2,marginal_only_invalid,1.94351189591,False,0.823529411765
16,1430,2,gaussian_union,2.97381990122,False,0.941176470588
16,1431,1,joint_max,3.07691944546,True,1
16,1431,1,marginal_only_invalid,2.11530270366,True,1
16,1431,1,gaussian_union,2.97381990122,True,1
16,1431,2,joint_max,3.07691944546,False,0.823529411765
16,1431,2,marginal_only_invalid,2.11530270366,False,0.764705882353
16,1431,2,gaussian_union,2.97381990122,False,0.823529411765
16,1432,1,joint_max,3.02356844456,True,1
16,1432,1,marginal_only_invalid,2.48771688659,True,1
16,1432,1,gaussian_union,2.97381990122,True,1
16,1432,2,joint_max,3.02356844456,False,0.941176470588
16,1432,2,marginal_only_invalid,2.48771688659,False,0.882352941176
16,1432,2,gaussian_union,2.97381990122,False,0.941176470588
16,1433,1,joint_max,2.88426420032,True,1
16,1433,1,marginal_only_invalid,2.09350514402,True,1
16,1433,1,gaussian_union,2.97381990122,True,1
16,1433,2,joint_max,2.88426420032,False,0.882352941176
16,1433,2,marginal_only_invalid,2.09350514402,False,0.705882352941
16,1433,2,gaussian_union,2.97381990122,False,0.941176470588
16,1434,1,joint_max,2.84664378394,True,1
16,1434,1,marginal_only_invalid,1.98106578081,False,0.882352941176
16,1434,1,gaussian_union,2.97381990122,True,1
16,1434,2,joint_max,2.84664378394,False,0.764705882353
16,1434,2,marginal_only_invalid,1.98106578081,False,0.647058823529
16,1434,2,gaussian_union,2.97381990122,False,0.764705882353
16,1435,1,joint_max,3.04697804403,True,1
16,1435,1,marginal_only_invalid,1.90921676296,True,1
16,1435,1,gaussian_union,2.97381990122,True,1
16,1435,2,joint_max,3.04697804403,False,0.823529411765
16,1435,2,marginal_only_invalid,1.90921676296,False,0.588235294118
16,1435,2,gaussian_union,2.97381990122,False,0.823529411765
16,1436,1,joint_max,2.87820797649,True,1
16,1436,1,marginal_only_invalid,1.90066419103,True,1
16,1436,1,gaussian_union,2.97381990122,True,1
16,1436,2,joint_max,2.87820797649,False,0.882352941176
16,1436,2,marginal_only_invalid,1.90066419103,False,0.529411764706
16,1436,2,gaussian_union,2.97381990122,False,0.882352941176
16,1437,1,joint_max,2.8504955391,True,1
16,1437,1,marginal_only_invalid,1.99889780953,False,0.941176470588
16,1437,1,gaussian_union,2.97381990122,True,1
16,1437,2,joint_max,2.8504955391,False,0.764705882353
16,1437,2,marginal_only_invalid,1.99889780953,False,0.588235294118
16,1437,2,gaussian_union,2.97381990122,False,0.764705882353
16,1438,1,joint_max,3.03150038389,False,0.941176470588
16,1438,1,marginal_only_invalid,1.97382476089,False,0.882352941176
16,1438,1,gaussian_union,2.97381990122,False,0.941176470588
16,1438,2,joint_max,3.03150038389,False,0.882352941176
16,1438,2,marginal_only_invalid,1.97382476089,False,0.647058823529
16,1438,2,gaussian_union,2.97381990122,False,0.882352941176
16,1439,1,joint_max,2.94661199803,True,1
16,1439,1,marginal_only_invalid,2.24353047465,True,1
16,1439,1,gaussian_union,2.97381990122,True,1
16,1439,2,joint_max,2.94661199803,False,0.823529411765
16,1439,2,marginal_only_invalid,2.24353047465,False,0.705882352941
16,1439,2,gaussian_union,2.97381990122,False,0.823529411765
16,1440,1,joint_max,2.95858302853,True,1
16,1440,1,marginal_only_invalid,2.1822954331,True,1
16,1440,1,gaussian_union,2.97381990122,True,1
16,1440,2,joint_max,2.95858302853,False,0.941176470588
16,1440,2,marginal_only_invalid,2.1822954331,False,0.764705882353
16,1440,2,gaussian_union,2.97381990122,False,0.941176470588
16,1441,1,joint_max,2.93047568511,True,1
16,1441,1,marginal_only_invalid,2.0246069959,False,0.941176470588
16,1441,1,gaussian_union,2.97381990122,True,1
16,1441,2,joint_max,2.93047568511,False,0.941176470588
16,1441,2,marginal_only_invalid,2.0246069959,False,0.647058823529
16,1441,2,gaussian_union,2.97381990122,False,0.941176470588
16,1442,1,joint_max,2.89013851919,True,1
16,1442,1,marginal_only_invalid,1.9306437172,True,1
16,1442,1,gaussian_union,2.97381990122,True,1
16,1442,2,joint_max,2.89013851919,False,0.941176470588
16,1442,2,marginal_only_invalid,1.9306437172,False,0.588235294118
16,1442,2,gaussian_union,2.97381990122,False,0.941176470588
16,1443,1,joint_max,2.8627595426,True,1
16,1443,1,marginal_only_invalid,1.81661241904,False,0.882352941176
16,1443,1,gaussian_union,2.97381990122,True,1
16,1443,2,joint_max,2.8627595426,False,0.882352941176
16,1443,2,marginal_only_invalid,1.81661241904,False,0.411764705882
16,1443,2,gaussian_union,2.97381990122,False,0.882352941176
16,1444,1,joint_max,3.05913527112,True,1
16,1444,1,marginal_only_invalid,1.78741274896,True,1
16,1444,1,gaussian_union,2.97381990122,True,1
16,1444,2,joint_max,3.05913527112,False,0.941176470588
16,1444,2,marginal_only_invalid,1.78741274896,False,0.470588235294
16,1444,2,gaussian_union,2.97381990122,False,0.941176470588
16,1445,1,joint_max,2.99832550638,True,1
16,1445,1,marginal_only_invalid,2.08751155666,True,1
16,1445,1,gaussian_union,2.97381990122,True,1
16,1445,2,joint_max,2.99832550638,False,0.882352941176
16,1445,2,marginal_only_invalid,2.08751155666,False,0.764705882353
16,1445,2,gaussian_union,2.97381990122,False,0.882352941176
16,1446,1,joint_max,2.81711497902,True,1
16,1446,1,marginal_only_invalid,1.82288547462,True,1
16,1446,1,gaussian_union,2.97381990122,True,1
16,1446,2,joint_max,2.81711497902,False,0.941176470588
16,1446,2,marginal_only_invalid,1.82288547462,False,0.764705882353
16,1446,2,gaussian_union,2.97381990122,False,0.941176470588
16,1447,1,joint_max,3.08841003195,False,0.941176470588
16,1447,1,marginal_only_invalid,2.36715223599,False,0.941176470588
16,1447,1,gaussian_union,2.97381990122,False,0.941176470588
16,1447,2,joint_max,3.08841003195,False,0.882352941176
16,1447,2,marginal_only_invalid,2.36715223599,False,0.823529411765
16,1447,2,gaussian_union,2.97381990122,False,0.882352941176
16,1448,1,joint_max,3.06105547368,True,1
16,1448,1,marginal_only_invalid,1.92945044209,False,0.941176470588
16,1448,1,gaussian_union,2.97381990122,True,1
16,1448,2,joint_max,3.06105547368,False,0.882352941176
16,1448,2,marginal_only_invalid,1.92945044209,False,0.647058823529
16,1448,2,gaussian_union,2.97381990122,False,0.882352941176
16,1449,1,joint_max,2.93913707734,True,1
16,1449,1,marginal_only_invalid,2.1330287376,True,1
16,1449,1,gaussian_union,2.97381990122,True,1
16,1449,2,joint_max,2.93913707734,False,0.941176470588
16,1449,2,marginal_only_invalid,2.1330287376,False,0.882352941176
16,1449,2,gaussian_union,2.97381990122,True,1
16,1450,1,joint_max,3.11461505872,True,1
16,1450,1,marginal_only_invalid,2.12120686592,True,1
16,1450,1,gaussian_union,2.97381990122,True,1
16,1450,2,joint_max,3.11461505872,False,0.705882352941
16,1450,2,marginal_only_invalid,2.12120686592,False,0.588235294118
16,1450,2,gaussian_union,2.97381990122,False,0.705882352941
16,1451,1,joint_max,2.92144181917,True,1
16,1451,1,marginal_only_invalid,2.00651181333,False,0.941176470588
16,1451,1,gaussian_union,2.97381990122,True,1
16,1451,2,joint_max,2.92144181917,False,0.823529411765
16,1451,2,marginal_only_invalid,2.00651181333,False,0.470588235294
16,1451,2,gaussian_union,2.97381990122,False,0.823529411765
16,1452,1,joint_max,3.11451891177,True,1
16,1452,1,marginal_only_invalid,1.98657126616,False,0.823529411765
16,1452,1,gaussian_union,2.97381990122,True,1
16,1452,2,joint_max,3.11451891177,False,0.823529411765
16,1452,2,marginal_only_invalid,1.98657126616,False,0.588235294118
16,1452,2,gaussian_union,2.97381990122,False,0.823529411765
16,1453,1,joint_max,2.93105630134,True,1
16,1453,1,marginal_only_invalid,1.87013534416,False,0.941176470588
16,1453,1,gaussian_union,2.97381990122,True,1
16,1453,2,joint_max,2.93105630134,False,0.941176470588
16,1453,2,marginal_only_invalid,1.87013534416,False,0.764705882353
16,1453,2,gaussian_union,2.97381990122,False,0.941176470588
16,1454,1,joint_max,3.04552134529,True,1
16,1454,1,marginal_only_invalid,1.97853365851,False,0.823529411765
16,1454,1,gaussian_union,2.97381990122,True,1
16,1454,2,joint_max,3.04552134529,False,0.705882352941
16,1454,2,marginal_only_invalid,1.97853365851,False,0.588235294118
16,1454,2,gaussian_union,2.97381990122,False,0.705882352941
16,1455,1,joint_max,3.01307687465,True,1
16,1455,1,marginal_only_invalid,1.91001659913,True,1
16,1455,1,gaussian_union,2.97381990122,True,1
16,1455,2,joint_max,3.01307687465,True,1
16,1455,2,marginal_only_invalid,1.91001659913,False,0.823529411765
16,1455,2,gaussian_union,2.97381990122,True,1
16,1456,1,joint_max,2.9619370887,True,1
16,1456,1,marginal_only_invalid,1.85071048081,True,1
16,1456,1,gaussian_union,2.97381990122,True,1
16,1456,2,joint_max,2.9619370887,False,0.941176470588
16,1456,2,marginal_only_invalid,1.85071048081,False,0.647058823529
16,1456,2,gaussian_union,2.97381990122,False,0.941176470588
16,1457,1,joint_max,2.95408086659,True,1
16,1457,1,marginal_only_invalid,2.19574551877,True,1
16,1457,1,gaussian_union,2.97381990122,True,1
16,1457,2,joint_max,2.95408086659,False,0.941176470588
16,1457,2,marginal_only_invalid,2.19574551877,False,0.823529411765
16,1457,2,gaussian_union,2.97381990122,False,0.941176470588
16,1458,1,joint_max,3.00674395939,True,1
16,1458,1,marginal_only_invalid,2.01759595001,False,0.941176470588
16,1458,1,gaussian_union,2.97381990122,True,1
16,1458,2,joint_max,3.00674395939,False,0.705882352941
16,1458,2,marginal_only_invalid,2.01759595001,False,0.647058823529
16,1458,2,gaussian_union,2.97381990122,False,0.705882352941
16,1459,1,joint_max,2.77215750184,True,1
16,1459,1,marginal_only_invalid,1.99260278459,True,1
16,1459,1,gaussian_union,2.97381990122,True,1
16,1459,2,joint_max,2.77215750184,False,0.882352941176
16,1459,2,marginal_only_invalid,1.99260278459,False,0.647058823529
16,1459,2,gaussian_union,2.97381990122,False,0.941176470588
16,1460,1,joint_max,3.14123451626,True,1
16,1460,1,marginal_only_invalid,1.96693336728,False,0.823529411765
16,1460,1,gaussian_union,2.97381990122,False,0.941176470588
16,1460,2,joint_max,3.14123451626,False,0.764705882353
16,1460,2,marginal_only_invalid,1.96693336728,False,0.588235294118
16,1460,2,gaussian_union,2.97381990122,False,0.764705882353
16,1461,1,joint_max,2.87046822906,True,1
16,1461,1,marginal_only_invalid,2.05965659581,False,0.941176470588
16,1461,1,gaussian_union,2.97381990122,True,1
16,1461,2,joint_max,2.87046822906,False,0.823529411765
16,1461,2,marginal_only_invalid,2.05965659581,False,0.647058823529
16,1461,2,gaussian_union,2.97381990122,False,0.823529411765
16,1462,1,joint_max,2.90471710316,True,1
16,1462,1,marginal_only_invalid,2.07284093762,True,1
16,1462,1,gaussian_union,2.97381990122,True,1
16,1462,2,joint_max,2.90471710316,False,0.941176470588
16,1462,2,marginal_only_invalid,2.07284093762,False,0.764705882353
16,1462,2,gaussian_union,2.97381990122,False,0.941176470588
16,1463,1,joint_max,2.81559795683,True,1
16,1463,1,marginal_only_invalid,1.99184437549,False,0.882352941176
16,1463,1,gaussian_union,2.97381990122,True,1
16,1463,2,joint_max,2.81559795683,False,0.705882352941
16,1463,2,marginal_only_invalid,1.99184437549,False,0.470588235294
16,1463,2,gaussian_union,2.97381990122,False,0.705882352941
16,1464,1,joint_max,2.97405649923,True,1
16,1464,1,marginal_only_invalid,2.27237595905,True,1
16,1464,1,gaussian_union,2.97381990122,True,1
16,1464,2,joint_max,2.97405649923,False,0.705882352941
16,1464,2,marginal_only_invalid,2.27237595905,False,0.588235294118
16,1464,2,gaussian_union,2.97381990122,False,0.705882352941
16,1465,1,joint_max,2.91537429796,True,1
16,1465,1,marginal_only_invalid,1.9009684799,True,1
16,1465,1,gaussian_union,2.97381990122,True,1
16,1465,2,joint_max,2.91537429796,False,0.941176470588
16,1465,2,marginal_only_invalid,1.9009684799,False,0.705882352941
16,1465,2,gaussian_union,2.97381990122,False,0.941176470588
16,1466,1,joint_max,2.89639758027,True,1
16,1466,1,marginal_only_invalid,1.8002749464,False,0.882352941176
16,1466,1,gaussian_union,2.97381990122,True,1
16,1466,2,joint_max,2.89639758027,False,0.764705882353
16,1466,2,marginal_only_invalid,1.8002749464,False,0.647058823529
16,1466,2,gaussian_union,2.97381990122,False,0.823529411765
16,1467,1,joint_max,2.93997090007,True,1
16,1467,1,marginal_only_invalid,1.73353783593,False,0.941176470588
16,1467,1,gaussian_union,2.97381990122,True,1
16,1467,2,joint_max,2.93997090007,False,0.941176470588
16,1467,2,marginal_only_invalid,1.73353783593,False,0.823529411765
16,1467,2,gaussian_union,2.97381990122,False,0.941176470588
16,1468,1,joint_max,2.8939444344,True,1
16,1468,1,marginal_only_invalid,1.90748606454,False,0.882352941176
16,1468,1,gaussian_union,2.97381990122,True,1
16,1468,2,joint_max,2.8939444344,False,0.705882352941
16,1468,2,marginal_only_invalid,1.90748606454,False,0.529411764706
16,1468,2,gaussian_union,2.97381990122,False,0.705882352941
16,1469,1,joint_max,2.79021991946,True,1
16,1469,1,marginal_only_invalid,1.84484101009,False,0.941176470588
16,1469,1,gaussian_union,2.97381990122,True,1
16,1469,2,joint_max,2.79021991946,False,0.823529411765
16,1469,2,marginal_only_invalid,1.84484101009,False,0.705882352941
16,1469,2,gaussian_union,2.97381990122,False,0.823529411765
16,1470,1,joint_max,3.04089828758,True,1
16,1470,1,marginal_only_invalid,1.98120918945,False,0.882352941176
16,1470,1,gaussian_union,2.97381990122,True,1
16,1470,2,joint_max,3.04089828758,False,0.882352941176
16,1470,2,marginal_only_invalid,1.98120918945,False,0.764705882353
16,1470,2,gaussian_union,2.97381990122,False,0.882352941176
16,1471,1,joint_max,2.88657826404,True,1
16,1471,1,marginal_only_invalid,1.91393423667,True,1
16,1471,1,gaussian_union,2.97381990122,True,1
16,1471,2,joint_max,2.88657826404,False,0.764705882353
16,1471,2,marginal_only_invalid,1.91393423667,False,0.588235294118
16,1471,2,gaussian_union,2.97381990122,False,0.823529411765
16,1472,1,joint_max,2.83383428251,True,1
16,1472,1,marginal_only_invalid,1.83311677923,False,0.941176470588
16,1472,1,gaussian_union,2.97381990122,True,1
16,1472,2,joint_max,2.83383428251,False,0.882352941176
16,1472,2,marginal_only_invalid,1.83311677923,False,0.705882352941
16,1472,2,gaussian_union,2.97381990122,False,0.941176470588
16,1473,1,joint_max,3.00063896978,True,1
16,1473,1,marginal_only_invalid,1.75278853858,False,0.941176470588
16,1473,1,gaussian_union,2.97381990122,True,1
16,1473,2,joint_max,3.00063896978,False,0.941176470588
16,1473,2,marginal_only_invalid,1.75278853858,False,0.705882352941
16,1473,2,gaussian_union,2.97381990122,False,0.941176470588
16,1474,1,joint_max,3.1360472749,True,1
16,1474,1,marginal_only_invalid,2.21135009397,True,1
16,1474,1,gaussian_union,2.97381990122,True,1
16,1474,2,joint_max,3.1360472749,False,0.941176470588
16,1474,2,marginal_only_invalid,2.21135009397,False,0.823529411765
16,1474,2,gaussian_union,2.97381990122,False,0.941176470588
16,1475,1,joint_max,3.13336802791,True,1
16,1475,1,marginal_only_invalid,1.90382357431,False,0.941176470588
16,1475,1,gaussian_union,2.97381990122,True,1
16,1475,2,joint_max,3.13336802791,False,0.941176470588
16,1475,2,marginal_only_invalid,1.90382357431,False,0.470588235294
16,1475,2,gaussian_union,2.97381990122,False,0.882352941176
16,1476,1,joint_max,3.21770746392,True,1
16,1476,1,marginal_only_invalid,1.92131991107,False,0.941176470588
16,1476,1,gaussian_union,2.97381990122,True,1
16,1476,2,joint_max,3.21770746392,False,0.823529411765
16,1476,2,marginal_only_invalid,1.92131991107,False,0.529411764706
16,1476,2,gaussian_union,2.97381990122,False,0.764705882353
16,1477,1,joint_max,3.02540064427,True,1
16,1477,1,marginal_only_invalid,2.27973324653,True,1
16,1477,1,gaussian_union,2.97381990122,True,1
16,1477,2,joint_max,3.02540064427,False,0.882352941176
16,1477,2,marginal_only_invalid,2.27973324653,False,0.705882352941
16,1477,2,gaussian_union,2.97381990122,False,0.882352941176
16,1478,1,joint_max,2.93104447567,True,1
16,1478,1,marginal_only_invalid,2.17776051002,False,0.941176470588
16,1478,1,gaussian_union,2.97381990122,True,1
16,1478,2,joint_max,2.93104447567,False,0.823529411765
16,1478,2,marginal_only_invalid,2.17776051002,False,0.764705882353
16,1478,2,gaussian_union,2.97381990122,False,0.823529411765
16,1479,1,joint_max,3.01098276678,True,1
16,1479,1,marginal_only_invalid,2.0277895003,False,0.941176470588
16,1479,1,gaussian_union,2.97381990122,False,0.941176470588
16,1479,2,joint_max,3.01098276678,False,0.823529411765
16,1479,2,marginal_only_invalid,2.0277895003,False,0.647058823529
16,1479,2,gaussian_union,2.97381990122,False,0.823529411765
16,1480,1,joint_max,2.91004060586,True,1
16,1480,1,marginal_only_invalid,2.04926861709,False,0.882352941176
16,1480,1,gaussian_union,2.97381990122,True,1
16,1480,2,joint_max,2.91004060586,False,0.764705882353
16,1480,2,marginal_only_invalid,2.04926861709,False,0.588235294118
16,1480,2,gaussian_union,2.97381990122,False,0.823529411765
16,1481,1,joint_max,2.87072094604,True,1
16,1481,1,marginal_only_invalid,2.0909906229,False,0.941176470588
16,1481,1,gaussian_union,2.97381990122,True,1
16,1481,2,joint_max,2.87072094604,False,0.823529411765
