surface,scenario,replicate,method,stage,candidate,planned_radius,solver_failures
quadratic,unreachable,20,rinf_targeted,3,8,1.37349042396973,0
quadratic,unreachable,21,r2_targeted,1,4,1.49062365839081,0
quadratic,unreachable,21,r2_targeted,1,5,1.48283822933515,0
quadratic,unreachable,21,r2_targeted,1,6,1.46302389318022,0
quadratic,unreachable,21,r2_targeted,1,7,1.4417354437446,0
quadratic,unreachable,21,r2_targeted,1,8,1.43781788681471,0
quadratic,unreachable,21,r2_targeted,1,9,1.33511946855757,0
quadratic,unreachable,21,r2_targeted,2,4,1.33511946855757,0
quadratic,unreachable,21,r2_targeted,2,5,1.33511946855757,0
quadratic,unreachable,21,r2_targeted,2,6,1.32417816522191,0
quadratic,unreachable,21,r2_targeted,2,7,1.30454577053114,0
quadratic,unreachable,21,r2_targeted,2,8,1.29979396801086,0
quadratic,unreachable,21,r2_targeted,3,4,1.29979396712328,0
quadratic,unreachable,21,r2_targeted,3,5,1.29979396707543,0
quadratic,unreachable,21,r2_targeted,3,6,1.29609706147924,0
quadratic,unreachable,21,r2_targeted,3,7,1.28338156675022,0
quadratic,unreachable,21,rinf_targeted,1,4,1.49466818530894,0
quadratic,unreachable,21,rinf_targeted,1,5,1.49466818530894,0
quadratic,unreachable,21,rinf_targeted,1,6,1.49466818530894,0
quadratic,unreachable,21,rinf_targeted,1,7,1.49466818530894,0
quadratic,unreachable,21,rinf_targeted,1,8,1.49466818530894,0
quadratic,unreachable,21,rinf_targeted,1,9,1.34176100518475,0
quadratic,unreachable,21,rinf_targeted,2,4,1.34176100518475,0
quadratic,unreachable,21,rinf_targeted,2,5,1.34176100518475,0
quadratic,unreachable,21,rinf_targeted,2,6,1.34176100518475,0
quadratic,unreachable,21,rinf_targeted,2,7,1.34176100518475,0
quadratic,unreachable,21,rinf_targeted,2,8,1.34176100518475,0
quadratic,unreachable,21,rinf_targeted,3,5,1.34176100518475,0
quadratic,unreachable,21,rinf_targeted,3,6,1.34176100518475,0
quadratic,unreachable,21,rinf_targeted,3,7,1.34176100518475,0
quadratic,unreachable,21,rinf_targeted,3,8,1.34176100518475,0
quadratic,unreachable,22,r2_targeted,1,4,1.5510932810549,0
quadratic,unreachable,22,r2_targeted,1,5,1.52982348116726,0
quadratic,unreachable,22,r2_targeted,1,6,1.51806242161019,0
quadratic,unreachable,22,r2_targeted,1,7,1.48979305277046,0
quadratic,unreachable,22,r2_targeted,1,8,1.45253659067525,0
quadratic,unreachable,22,r2_targeted,1,9,1.37232379746769,0
quadratic,unreachable,22,r2_targeted,2,4,1.37232379746769,0
quadratic,unreachable,22,r2_targeted,2,5,1.36889260087707,0
quadratic,unreachable,22,r2_targeted,2,6,1.35974861591435,0
quadratic,unreachable,22,r2_targeted,2,7,1.33578035180227,0
quadratic,unreachable,22,r2_targeted,2,8,1.30908022282448,0
quadratic,unreachable,22,r2_targeted,3,4,1.30908022282448,0
quadratic,unreachable,22,r2_targeted,3,5,1.30908022263431,0
quadratic,unreachable,22,r2_targeted,3,6,1.30740345888315,0
quadratic,unreachable,22,r2_targeted,3,7,1.2951560521785,0
quadratic,unreachable,22,rinf_targeted,1,4,1.55770189378663,0
quadratic,unreachable,22,rinf_targeted,1,5,1.55770189378663,0
quadratic,unreachable,22,rinf_targeted,1,6,1.55770189378663,0
quadratic,unreachable,22,rinf_targeted,1,7,1.53415993818048,0
quadratic,unreachable,22,rinf_targeted,1,8,1.46276160130104,0
quadratic,unreachable,22,rinf_targeted,1,9,1.37896533409487,0
quadratic,unreachable,22,rinf_targeted,2,4,1.37896533409487,0
quadratic,unreachable,22,rinf_targeted,2,5,1.37896533409487,0
quadratic,unreachable,22,rinf_targeted,2,6,1.37896533409487,0
quadratic,unreachable,22,rinf_targeted,2,7,1.37896533409487,0
quadratic,unreachable,22,rinf_targeted,2,8,1.37896533409487,0
quadratic,unreachable,22,rinf_targeted,3,5,1.37896533409487,0
quadratic,unreachable,22,rinf_targeted,3,6,1.37896533409487,0
quadratic,unreachable,22,rinf_targeted,3,7,1.37896533409487,0
quadratic,unreachable,22,rinf_targeted,3,8,1.37896533409487,0
quadratic,unreachable,23,r2_targeted,1,4,1.54431618805675,0
quadratic,unreachable,23,r2_targeted,1,5,1.53469992153751,0
quadratic,unreachable,23,r2_targeted,1,6,1.51512303308426,0
quadratic,unreachable,23,r2_targeted,1,7,1.49074198724814,0
quadratic,unreachable,23,r2_targeted,1,8,1.45326537613979,0
quadratic,unreachable,23,r2_targeted,1,9,1.39449003247535,0
quadratic,unreachable,23,r2_targeted,2,4,1.39449003247535,0
quadratic,unreachable,23,r2_targeted,2,5,1.39437902589209,0
quadratic,unreachable,23,r2_targeted,2,6,1.37533959107776,0
quadratic,unreachable,23,r2_targeted,2,7,1.35065509749886,0
quadratic,unreachable,23,r2_targeted,2,8,1.3221184042419,0
quadratic,unreachable,23,r2_targeted,3,4,1.3221184042419,0
quadratic,unreachable,23,r2_targeted,3,5,1.3221184042419,0
quadratic,unreachable,23,r2_targeted,3,6,1.31875020300822,0
quadratic,unreachable,23,r2_targeted,3,7,1.30579368181538,0
quadratic,unreachable,23,rinf_targeted,1,4,1.5585712768897,0
quadratic,unreachable,23,rinf_targeted,1,5,1.5585712768897,0
quadratic,unreachable,23,rinf_targeted,1,6,1.5585712768897,0
quadratic,unreachable,23,rinf_targeted,1,7,1.53522588288577,0
quadratic,unreachable,23,rinf_targeted,1,8,1.46343181672849,0
quadratic,unreachable,23,rinf_targeted,1,9,1.40113156910253,0
quadratic,unreachable,23,rinf_targeted,2,4,1.40113156910253,0
quadratic,unreachable,23,rinf_targeted,2,5,1.40113156910253,0
quadratic,unreachable,23,rinf_targeted,2,6,1.40113156910253,0
quadratic,unreachable,23,rinf_targeted,2,7,1.40113156910253,0
quadratic,unreachable,23,rinf_targeted,2,8,1.40113156910253,0
quadratic,unreachable,23,rinf_targeted,3,4,1.40113156910253,0
quadratic,unreachable,23,rinf_targeted,3,5,1.40113156910253,0
quadratic,unreachable,23,rinf_targeted,3,7,1.40113156910253,0
quadratic,unreachable,23,rinf_targeted,3,8,1.40113156910253,0
quadratic,unreachable,24,r2_targeted,1,4,1.54977774999375,0
quadratic,unreachable,24,r2_targeted,1,5,1.54190884848172,0
quadratic,unreachable,24,r2_targeted,1,6,1.52322522733411,0
quadratic,unreachable,24,r2_targeted,1,7,1.49128523731651,0
quadratic,unreachable,24,r2_targeted,1,8,1.44918025944168,0
quadratic,unreachable,24,r2_targeted,1,9,1.35233610538361,0
quadratic,unreachable,24,r2_targeted,2,4,1.35233610538361,0
quadratic,unreachable,24,r2_targeted,2,5,1.35233610538361,0
quadratic,unreachable,24,r2_targeted,2,6,1.34883856131664,0
quadratic,unreachable,24,r2_targeted,2,7,1.32498808941126,0
quadratic,unreachable,24,r2_targeted,2,8,1.29580780315979,0
quadratic,unreachable,24,r2_targeted,3,4,1.29580780315979,0
quadratic,unreachable,24,r2_targeted,3,5,1.29580780315979,0
quadratic,unreachable,24,r2_targeted,3,6,1.29580780227123,0
quadratic,unreachable,24,r2_targeted,3,7,1.28600951828832,0
quadratic,unreachable,24,rinf_targeted,1,4,1.55440263818791,0
quadratic,unreachable,24,rinf_targeted,1,5,1.55440263818791,0
quadratic,unreachable,24,rinf_targeted,1,6,1.55440263818791,0
quadratic,unreachable,24,rinf_targeted,1,7,1.54333425946624,0
quadratic,unreachable,24,rinf_targeted,1,8,1.45938143426099,0
quadratic,unreachable,24,rinf_targeted,1,9,1.35897764201078,0
quadratic,unreachable,24,rinf_targeted,2,4,1.35897764201078,0
quadratic,unreachable,24,rinf_targeted,2,5,1.35897764201078,0
quadratic,unreachable,24,rinf_targeted,2,6,1.35897764201078,0
quadratic,unreachable,24,rinf_targeted,2,7,1.35897764201078,0
quadratic,unreachable,24,rinf_targeted,2,8,1.35897764201078,0
quadratic,unreachable,24,rinf_targeted,3,5,1.35897764201078,0
quadratic,unreachable,24,rinf_targeted,3,6,1.35897764201078,0
quadratic,unreachable,24,rinf_targeted,3,7,1.35897764201078,0
quadratic,unreachable,24,rinf_targeted,3,8,1.35897764201078,0
quadratic,unreachable,25,r2_targeted,1,4,1.54840290495931,0
quadratic,unreachable,25,r2_targeted,1,5,1.53745622641106,0
quadratic,unreachable,25,r2_targeted,1,6,1.51237633902703,0
quadratic,unreachable,25,r2_targeted,1,7,1.48001132954353,0
quadratic,unreachable,25,r2_targeted,1,8,1.45986782826974,0
quadratic,unreachable,25,r2_targeted,1,9,1.32628459154533,0
quadratic,unreachable,25,r2_targeted,2,4,1.32628459154533,0
quadratic,unreachable,25,r2_targeted,2,5,1.32628459154533,0
quadratic,unreachable,25,r2_targeted,2,6,1.32051617740237,0
quadratic,unreachable,25,r2_targeted,2,7,1.2983644627426,0
quadratic,unreachable,25,r2_targeted,2,8,1.28548409854057,0
quadratic,unreachable,25,r2_targeted,3,4,1.28548409853846,0
quadratic,unreachable,25,r2_targeted,3,5,1.28548409853892,0
quadratic,unreachable,25,r2_targeted,3,6,1.28469655519855,0
quadratic,unreachable,25,r2_targeted,3,7,1.27218017827195,0
quadratic,unreachable,25,rinf_targeted,1,4,1.55490512839579,0
quadratic,unreachable,25,rinf_targeted,1,5,1.55490512839579,0
quadratic,unreachable,25,rinf_targeted,1,6,1.55490512839579,0
quadratic,unreachable,25,rinf_targeted,1,7,1.51536490571781,0
quadratic,unreachable,25,rinf_targeted,1,8,1.47561992944641,0
quadratic,unreachable,25,rinf_targeted,1,9,1.33292612817251,0
quadratic,unreachable,25,rinf_targeted,2,4,1.33292612817251,0
quadratic,unreachable,25,rinf_targeted,2,5,1.33292612817251,0
quadratic,unreachable,25,rinf_targeted,2,6,1.33292612817251,0
quadratic,unreachable,25,rinf_targeted,2,7,1.33292612817251,0
quadratic,unreachable,25,rinf_targeted,2,8,1.33292612817251,0
quadratic,unreachable,25,rinf_targeted,3,5,1.33292612817251,0
quadratic,unreachable,25,rinf_targeted,3,6,1.33292612817251,0
quadratic,unreachable,25,rinf_targeted,3,7,1.33292612817251,0
quadratic,unreachable,25,rinf_targeted,3,8,1.33292612817251,0
quadratic,unreachable,26,r2_targeted,1,4,1.51255579135967,0
quadratic,unreachable,26,r2_targeted,1,5,1.50648871090607,0
quadratic,unreachable,26,r2_targeted,1,6,1.48774392998336,0
quadratic,unreachable,26,r2_targeted,1,7,1.46870485539617,0
quadratic,unreachable,26,r2_targeted,1,8,1.46100037371413,0
quadratic,unreachable,26,r2_targeted,1,9,1.40748276014872,0
quadratic,unreachable,26,r2_targeted,2,4,1.40748276014872,0
quadratic,unreachable,26,r2_targeted,2,5,1.40748196132215,0
quadratic,unreachable,26,r2_targeted,2,6,1.39170081805132,0
quadratic,unreachable,26,r2_targeted,2,7,1.36823751125153,0
quadratic,unreachable,26,r2_targeted,2,8,1.3584096072231,0
quadratic,unreachable,26,r2_targeted,3,4,1.35840960722143,0
quadratic,unreachable,26,r2_targeted,3,5,1.3584096072231,0
quadratic,unreachable,26,r2_targeted,3,6,1.35279731122275,0
quadratic,unreachable,26,r2_targeted,3,7,1.33835595909977,0
quadratic,unreachable,26,rinf_targeted,1,4,1.51493565445832,0
quadratic,unreachable,26,rinf_targeted,1,5,1.51493565445832,0
quadratic,unreachable,26,rinf_targeted,1,6,1.51493565445832,0
quadratic,unreachable,26,rinf_targeted,1,7,1.51493565445832,0
quadratic,unreachable,26,rinf_targeted,1,8,1.51493565445832,0
quadratic,unreachable,26,rinf_targeted,1,9,1.41681553434483,0
quadratic,unreachable,26,rinf_targeted,2,4,1.41681553434483,0
quadratic,unreachable,26,rinf_targeted,2,5,1.41681553434483,0
quadratic,unreachable,26,rinf_targeted,2,6,1.41681553434483,0
quadratic,unreachable,26,rinf_targeted,2,7,1.41681553434483,0
quadratic,unreachable,26,rinf_targeted,2,8,1.41681553434483,0
quadratic,unreachable,26,rinf_targeted,3,5,1.41681553434483,0
quadratic,unreachable,26,rinf_targeted,3,6,1.41681553434483,0
quadratic,unreachable,26,rinf_targeted,3,7,1.41681553434483,0
quadratic,unreachable,26,rinf_targeted,3,8,1.41681553434483,0
quadratic,unreachable,27,r2_targeted,1,4,1.53122407892806,0
quadratic,unreachable,27,r2_targeted,1,5,1.52320795817839,0
quadratic,unreachable,27,r2_targeted,1,6,1.50366115041843,0
quadratic,unreachable,27,r2_targeted,1,7,1.4572103170593,0
quadratic,unreachable,27,r2_targeted,1,8,1.45553134014892,0
quadratic,unreachable,27,r2_targeted,1,9,1.38873566941922,0
quadratic,unreachable,27,r2_targeted,2,4,1.38873566941922,0
quadratic,unreachable,27,r2_targeted,2,5,1.38873566941922,0
quadratic,unreachable,27,r2_targeted,2,6,1.37588831064106,0
quadratic,unreachable,27,r2_targeted,2,7,1.32924081773179,0
quadratic,unreachable,27,r2_targeted,2,8,1.32779662523135,0
quadratic,unreachable,27,r2_targeted,3,4,1.32779662519496,0
quadratic,unreachable,27,r2_targeted,3,5,1.32779662519011,0
quadratic,unreachable,27,r2_targeted,3,6,1.32583096777546,0
quadratic,unreachable,27,r2_targeted,3,7,1.29833955505499,0
quadratic,unreachable,27,rinf_targeted,1,4,1.5352527521473,0
quadratic,unreachable,27,rinf_targeted,1,5,1.5352527521473,0
quadratic,unreachable,27,rinf_targeted,1,6,1.5352527521473,0
quadratic,unreachable,27,rinf_targeted,1,7,1.48835364166936,0
quadratic,unreachable,27,rinf_targeted,1,8,1.48479071535545,0
quadratic,unreachable,27,rinf_targeted,1,9,1.3953772060464,0
quadratic,unreachable,27,rinf_targeted,2,4,1.3953772060464,0
quadratic,unreachable,27,rinf_targeted,2,5,1.3953772060464,0
quadratic,unreachable,27,rinf_targeted,2,6,1.3953772060464,0
quadratic,unreachable,27,rinf_targeted,2,7,1.3953772060464,0
quadratic,unreachable,27,rinf_targeted,2,8,1.3953772060464,0
quadratic,unreachable,27,rinf_targeted,3,5,1.3953772060464,0
quadratic,unreachable,27,rinf_targeted,3,6,1.3953772060464,0
quadratic,unreachable,27,rinf_targeted,3,7,1.3953772060464,0
quadratic,unreachable,27,rinf_targeted,3,8,1.3953772060464,0
quadratic,unreachable,28,r2_targeted,1,4,1.51169546073652,0
quadratic,unreachable,28,r2_targeted,1,5,1.5000046586504,0
quadratic,unreachable,28,r2_targeted,1,6,1.48137426239065,0
quadratic,unreachable,28,r2_targeted,1,7,1.46242902720836,0
quadratic,unreachable,28,r2_targeted,1,8,1.45859453750091,0
quadratic,unreachable,28,r2_targeted,1,9,1.38476341455288,0
quadratic,unreachable,28,r2_targeted,2,4,1.38476341455288,0
quadratic,unreachable,28,r2_targeted,2,5,1.38384105894412,0
quadratic,unreachable,28,r2_targeted,2,6,1.36596105117659,0
quadratic,unreachable,28,r2_targeted,2,7,1.3453571285761,0
quadratic,unreachable,28,r2_targeted,2,8,1.34040454786104,0
quadratic,unreachable,28,r2_targeted,3,4,1.34040454785122,0
quadratic,unreachable,28,r2_targeted,3,5,1.3404045478509,0
quadratic,unreachable,28,r2_targeted,3,6,1.33349738543046,0
quadratic,unreachable,28,r2_targeted,3,7,1.32013904574903,0
quadratic,unreachable,28,rinf_targeted,1,4,1.51406894457815,0
quadratic,unreachable,28,rinf_targeted,1,5,1.51406894457815,0
quadratic,unreachable,28,rinf_targeted,1,6,1.51406894457815,0
quadratic,unreachable,28,rinf_targeted,1,7,1.51406894457815,0
quadratic,unreachable,28,rinf_targeted,1,8,1.51406894457815,0
quadratic,unreachable,28,rinf_targeted,1,9,1.39140495118006,0
quadratic,unreachable,28,rinf_targeted,2,4,1.39140495118006,0
quadratic,unreachable,28,rinf_targeted,2,5,1.39140495118006,0
quadratic,unreachable,28,rinf_targeted,2,6,1.39140495118006,0
quadratic,unreachable,28,rinf_targeted,2,7,1.39140495118006,0
quadratic,unreachable,28,rinf_targeted,2,8,1.39140495118006,0
quadratic,unreachable,28,rinf_targeted,3,5,1.39140495118006,0
quadratic,unreachable,28,rinf_targeted,3,6,1.39140495118006,0
quadratic,unreachable,28,rinf_targeted,3,7,1.39140495118006,0
quadratic,unreachable,28,rinf_targeted,3,8,1.39140495118006,0
quadratic,unreachable,29,r2_targeted,1,4,1.54404760519841,0
quadratic,unreachable,29,r2_targeted,1,5,1.53210568961449,0
quadratic,unreachable,29,r2_targeted,1,6,1.51090467958513,0
quadratic,unreachable,29,r2_targeted,1,7,1.48246070840981,0
quadratic,unreachable,29,r2_targeted,1,8,1.46311050344329,0
quadratic,unreachable,29,r2_targeted,1,9,1.40294900993731,0
quadratic,unreachable,29,r2_targeted,2,4,1.40294900993731,0
quadratic,unreachable,29,r2_targeted,2,5,1.40189732463894,0
quadratic,unreachable,29,r2_targeted,2,6,1.38209999318677,0
quadratic,unreachable,29,r2_targeted,2,7,1.35354448546261,0
quadratic,unreachable,29,r2_targeted,2,8,1.33639399845872,0
quadratic,unreachable,29,r2_targeted,3,4,1.33639399843855,0
quadratic,unreachable,29,r2_targeted,3,5,1.33639399845872,0
quadratic,unreachable,29,r2_targeted,3,6,1.33158755743008,0
quadratic,unreachable,29,r2_targeted,3,7,1.31522379148899,0
quadratic,unreachable,29,rinf_targeted,1,4,1.5497647023377,0
quadratic,unreachable,29,rinf_targeted,1,5,1.5497647023377,0
quadratic,unreachable,29,rinf_targeted,1,6,1.5497647023377,0
quadratic,unreachable,29,rinf_targeted,1,7,1.52848609293838,0
quadratic,unreachable,29,rinf_targeted,1,8,1.48545481388194,0
quadratic,unreachable,29,rinf_targeted,1,9,1.40959054656448,0
quadratic,unreachable,29,rinf_targeted,2,4,1.40959054656448,0
quadratic,unreachable,29,rinf_targeted,2,5,1.40959054656448,0
quadratic,unreachable,29,rinf_targeted,2,6,1.40959054656448,0
quadratic,unreachable,29,rinf_targeted,2,7,1.40959054656448,0
quadratic,unreachable,29,rinf_targeted,2,8,1.40959054656448,0
quadratic,unreachable,29,rinf_targeted,3,5,1.40959054656448,0
quadratic,unreachable,29,rinf_targeted,3,6,1.40959054656448,0
quadratic,unreachable,29,rinf_targeted,3,7,1.40959054656448,0
quadratic,unreachable,29,rinf_targeted,3,8,1.40959054656448,0
quadratic,unreachable,30,r2_targeted,1,4,1.51987111107344,0
quadratic,unreachable,30,r2_targeted,1,5,1.51098570812389,0
quadratic,unreachable,30,r2_targeted,1,6,1.49412892050272,0
quadratic,unreachable,30,r2_targeted,1,7,1.45790732534117,0
quadratic,unreachable,30,r2_targeted,1,8,1.44524257041439,0
quadratic,unreachable,30,r2_targeted,1,9,1.35078108171992,0
quadratic,unreachable,30,r2_targeted,2,4,1.35078108171992,0
quadratic,unreachable,30,r2_targeted,2,5,1.35078108171991,0
quadratic,unreachable,30,r2_targeted,2,6,1.34519433560414,0
quadratic,unreachable,30,r2_targeted,2,7,1.31262068757993,0
quadratic,unreachable,30,r2_targeted,2,8,1.30187174528911,0
quadratic,unreachable,30,r2_targeted,3,4,1.30187174528911,0
quadratic,unreachable,30,r2_targeted,3,5,1.30187174528911,0
quadratic,unreachable,30,r2_targeted,3,6,1.30151879761165,0
quadratic,unreachable,30,r2_targeted,3,7,1.28363062758134,0
quadratic,unreachable,30,rinf_targeted,1,4,1.52220587886287,0
quadratic,unreachable,30,rinf_targeted,1,5,1.52220587886287,0
quadratic,unreachable,30,rinf_targeted,1,6,1.52220587886287,0
quadratic,unreachable,30,rinf_targeted,1,7,1.50780491847253,0
quadratic,unreachable,30,rinf_targeted,1,8,1.47764124452054,0
quadratic,unreachable,30,rinf_targeted,1,9,1.35742261834709,0
quadratic,unreachable,30,rinf_targeted,2,4,1.35742261834709,0
quadratic,unreachable,30,rinf_targeted,2,5,1.35742261834709,0
quadratic,unreachable,30,rinf_targeted,2,6,1.35742261834709,0
quadratic,unreachable,30,rinf_targeted,2,7,1.35742261834709,0
quadratic,unreachable,30,rinf_targeted,2,8,1.35742261834709,0
quadratic,unreachable,30,rinf_targeted,3,5,1.35742261834709,0
quadratic,unreachable,30,rinf_targeted,3,6,1.35742261834709,0
quadratic,unreachable,30,rinf_targeted,3,7,1.35742261834709,0
quadratic,unreachable,30,rinf_targeted,3,8,1.35742261834709,0
quadratic,unreachable,31,r2_targeted,1,4,1.53997149768611,0
quadratic,unreachable,31,r2_targeted,1,5,1.53137005237951,0
quadratic,unreachable,31,r2_targeted,1,6,1.50447633855795,0
quadratic,unreachable,31,r2_targeted,1,7,1.47632249333754,0
quadratic,unreachable,31,r2_targeted,1,8,1.46692820463501,0
quadratic,unreachable,31,r2_targeted,1,9,1.34881781285546,0
quadratic,unreachable,31,r2_targeted,2,4,1.34881781285546,0
quadratic,unreachable,31,r2_targeted,2,5,1.34881781285546,0
quadratic,unreachable,31,r2_targeted,2,6,1.33712480731824,0
quadratic,unreachable,31,r2_targeted,2,7,1.31433559747994,0
quadratic,unreachable,31,r2_targeted,2,8,1.3072421854481,0
quadratic,unreachable,31,r2_targeted,3,4,1.30724218544515,0
quadratic,unreachable,31,r2_targeted,3,5,1.30724218544547,0
quadratic,unreachable,31,r2_targeted,3,6,1.30387639566454,0
quadratic,unreachable,31,r2_targeted,3,7,1.28966862936312,0
quadratic,unreachable,31,rinf_targeted,1,4,1.54688213985551,0
quadratic,unreachable,31,rinf_targeted,1,5,1.54688213985551,0
quadratic,unreachable,31,rinf_targeted,1,6,1.54688213985551,0
quadratic,unreachable,31,rinf_targeted,1,7,1.51691182151516,0
quadratic,unreachable,31,rinf_targeted,1,8,1.49593324014925,0
quadratic,unreachable,31,rinf_targeted,1,9,1.35545934948264,0
quadratic,unreachable,31,rinf_targeted,2,4,1.35545934948264,0
quadratic,unreachable,31,rinf_targeted,2,5,1.35545934948264,0
quadratic,unreachable,31,rinf_targeted,2,6,1.35545934948264,0
quadratic,unreachable,31,rinf_targeted,2,7,1.35545934948264,0
quadratic,unreachable,31,rinf_targeted,2,8,1.35545934948264,0
quadratic,unreachable,31,rinf_targeted,3,5,1.35545934948264,0
quadratic,unreachable,31,rinf_targeted,3,6,1.35545934948264,0
quadratic,unreachable,31,rinf_targeted,3,7,1.35545934948264,0
quadratic,unreachable,31,rinf_targeted,3,8,1.35545934948264,0
quadratic,unreachable,32,r2_targeted,1,4,1.53828689459727,0
quadratic,unreachable,32,r2_targeted,1,5,1.53010173624057,0
quadratic,unreachable,32,r2_targeted,1,6,1.51162251791488,0
quadratic,unreachable,32,r2_targeted,1,7,1.46812689771515,0
quadratic,unreachable,32,r2_targeted,1,8,1.46383680426007,0
quadratic,unreachable,32,r2_targeted,1,9,1.40114293672834,0
quadratic,unreachable,32,r2_targeted,2,4,1.40114293672834,0
quadratic,unreachable,32,r2_targeted,2,5,1.40114293672834,0
quadratic,unreachable,32,r2_targeted,2,6,1.38766630075125,0
quadratic,unreachable,32,r2_targeted,2,7,1.3432714296987,0
quadratic,unreachable,32,r2_targeted,2,8,1.33934011749314,0
quadratic,unreachable,32,r2_targeted,3,4,1.33934011747163,0
quadratic,unreachable,32,r2_targeted,3,5,1.33934011747207,0
quadratic,unreachable,32,r2_targeted,3,6,1.33720758946156,0
quadratic,unreachable,32,r2_targeted,3,7,1.31125484006572,0
quadratic,unreachable,32,rinf_targeted,1,4,1.54178975699886,0
quadratic,unreachable,32,rinf_targeted,1,5,1.54178975699886,0
quadratic,unreachable,32,rinf_targeted,1,6,1.54178975699886,0
quadratic,unreachable,32,rinf_targeted,1,7,1.50480674061602,0
quadratic,unreachable,32,rinf_targeted,1,8,1.49508289204281,0
quadratic,unreachable,32,rinf_targeted,1,9,1.40778447335552,0
quadratic,unreachable,32,rinf_targeted,2,4,1.40778447335552,0
quadratic,unreachable,32,rinf_targeted,2,5,1.40778447335552,0
quadratic,unreachable,32,rinf_targeted,2,6,1.40778447335552,0
quadratic,unreachable,32,rinf_targeted,2,7,1.40778447335552,0
quadratic,unreachable,32,rinf_targeted,2,8,1.40778447335552,0
quadratic,unreachable,32,rinf_targeted,3,4,1.40778447335552,0
quadratic,unreachable,32,rinf_targeted,3,5,1.40778447335552,0
quadratic,unreachable,32,rinf_targeted,3,7,1.40778447335552,0
quadratic,unreachable,32,rinf_targeted,3,8,1.40778447335552,0
quadratic,unreachable,33,r2_targeted,1,4,1.52556245698798,0
quadratic,unreachable,33,r2_targeted,1,5,1.51410226425528,0
quadratic,unreachable,33,r2_targeted,1,6,1.50156042454902,0
quadratic,unreachable,33,r2_targeted,1,7,1.47280863912074,0
quadratic,unreachable,33,r2_targeted,1,8,1.4358447960379,0
quadratic,unreachable,33,r2_targeted,1,9,1.35112602440519,0
quadratic,unreachable,33,r2_targeted,2,4,1.35112602440519,0
quadratic,unreachable,33,r2_targeted,2,5,1.35112602440519,0
quadratic,unreachable,33,r2_targeted,2,6,1.34673557534372,0
quadratic,unreachable,33,r2_targeted,2,7,1.32248268960935,0
quadratic,unreachable,33,r2_targeted,2,8,1.29241633416503,0
quadratic,unreachable,33,r2_targeted,3,4,1.2924163339206,0
quadratic,unreachable,33,r2_targeted,3,5,1.29241633416369,0
quadratic,unreachable,33,r2_targeted,3,6,1.29241585617606,0
quadratic,unreachable,33,r2_targeted,3,7,1.28226626183142,0
quadratic,unreachable,33,rinf_targeted,1,4,1.52930348857214,0
quadratic,unreachable,33,rinf_targeted,1,5,1.52930348857214,0
quadratic,unreachable,33,rinf_targeted,1,6,1.52930348857214,0
quadratic,unreachable,33,rinf_targeted,1,7,1.52930348857214,0
quadratic,unreachable,33,rinf_targeted,1,8,1.45269533746258,0
quadratic,unreachable,33,rinf_targeted,1,9,1.35776756103236,0
quadratic,unreachable,33,rinf_targeted,2,4,1.35776756103236,0
quadratic,unreachable,33,rinf_targeted,2,5,1.35776756103236,0
quadratic,unreachable,33,rinf_targeted,2,6,1.35776756103236,0
quadratic,unreachable,33,rinf_targeted,2,7,1.35776756103236,0
quadratic,unreachable,33,rinf_targeted,2,8,1.35776756103236,0
quadratic,unreachable,33,rinf_targeted,3,5,1.35776756103236,0
quadratic,unreachable,33,rinf_targeted,3,6,1.35776756103236,0
quadratic,unreachable,33,rinf_targeted,3,7,1.35776756103236,0
quadratic,unreachable,33,rinf_targeted,3,8,1.35776756103236,0
quadratic,unreachable,34,r2_targeted,1,4,1.56034192946561,0
quadratic,unreachable,34,r2_targeted,1,5,1.55191588510884,0
quadratic,unreachable,34,r2_targeted,1,6,1.52091236602734,0
quadratic,unreachable,34,r2_targeted,1,7,1.50075889485112,0
quadratic,unreachable,34,r2_targeted,1,8,1.47202704713829,0
quadratic,unreachable,34,r2_targeted,1,9,1.3419120850079,0
quadratic,unreachable,34,r2_targeted,2,4,1.3419120850079,0
quadratic,unreachable,34,r2_targeted,2,5,1.3419120850079,0
quadratic,unreachable,34,r2_targeted,2,6,1.33222706652008,0
quadratic,unreachable,34,r2_targeted,2,7,1.31780544849577,0
quadratic,unreachable,34,r2_targeted,2,8,1.29906526879714,0
quadratic,unreachable,34,r2_targeted,3,4,1.29906526879522,0
quadratic,unreachable,34,r2_targeted,3,5,1.29906526879533,0
quadratic,unreachable,34,r2_targeted,3,6,1.29681152377132,0
quadratic,unreachable,34,r2_targeted,3,7,1.28866182155795,0
quadratic,unreachable,34,rinf_targeted,1,4,1.57082657562611,0
quadratic,unreachable,34,rinf_targeted,1,5,1.57082657562611,0
quadratic,unreachable,34,rinf_targeted,1,6,1.57082657562611,0
quadratic,unreachable,34,rinf_targeted,1,7,1.5440935030085,0
quadratic,unreachable,34,rinf_targeted,1,8,1.48542180278524,0
quadratic,unreachable,34,rinf_targeted,1,9,1.34855362163508,0
quadratic,unreachable,34,rinf_targeted,2,4,1.34855362163508,0
quadratic,unreachable,34,rinf_targeted,2,5,1.34855362163508,0
quadratic,unreachable,34,rinf_targeted,2,6,1.34855362163508,0
quadratic,unreachable,34,rinf_targeted,2,7,1.34855362163508,0
quadratic,unreachable,34,rinf_targeted,2,8,1.34855362163508,0
