surface,scenario,replicate,method,stage,candidate,planned_radius,solver_failures
linear,unreachable,92,r2_targeted,1,4,1.37610545352744,0
linear,unreachable,92,r2_targeted,1,5,1.36899976833101,0
linear,unreachable,92,r2_targeted,1,6,1.34945790602685,0
linear,unreachable,92,r2_targeted,1,7,1.31571761334822,0
linear,unreachable,92,r2_targeted,1,8,1.32087270548038,0
linear,unreachable,92,r2_targeted,1,9,1.2593154577736,0
linear,unreachable,92,r2_targeted,2,4,1.25931545777349,0
linear,unreachable,92,r2_targeted,2,5,1.25882046416269,0
linear,unreachable,92,r2_targeted,2,6,1.2413690830671,0
linear,unreachable,92,r2_targeted,2,7,1.20401484360755,0
linear,unreachable,92,r2_targeted,2,8,1.20775454754128,0
linear,unreachable,92,r2_targeted,3,4,1.20401484360615,0
linear,unreachable,92,r2_targeted,3,5,1.20401484360556,0
linear,unreachable,92,r2_targeted,3,6,1.19897847265498,0
linear,unreachable,92,r2_targeted,3,8,1.1780772125422,0
linear,unreachable,92,rinf_targeted,1,4,1.38223735281659,0
linear,unreachable,92,rinf_targeted,1,5,1.38223735281659,0
linear,unreachable,92,rinf_targeted,1,6,1.38223735281659,0
linear,unreachable,92,rinf_targeted,1,7,1.36878455545515,0
linear,unreachable,92,rinf_targeted,1,8,1.37839410898582,0
linear,unreachable,92,rinf_targeted,1,9,1.26650690286352,0
linear,unreachable,92,rinf_targeted,2,4,1.26650690286352,0
linear,unreachable,92,rinf_targeted,2,5,1.26650690286352,0
linear,unreachable,92,rinf_targeted,2,6,1.26650690286352,0
linear,unreachable,92,rinf_targeted,2,7,1.26650690286352,0
linear,unreachable,92,rinf_targeted,2,8,1.26650690286352,0
linear,unreachable,92,rinf_targeted,3,5,1.26650690286352,0
linear,unreachable,92,rinf_targeted,3,6,1.26650690286352,0
linear,unreachable,92,rinf_targeted,3,7,1.26650690286352,0
linear,unreachable,92,rinf_targeted,3,8,1.26650690286352,0
linear,unreachable,93,r2_targeted,1,4,1.40201669578811,0
linear,unreachable,93,r2_targeted,1,5,1.38590615768985,0
linear,unreachable,93,r2_targeted,1,6,1.37072009258176,0
linear,unreachable,93,r2_targeted,1,7,1.35004293203982,0
linear,unreachable,93,r2_targeted,1,8,1.34018575132583,0
linear,unreachable,93,r2_targeted,1,9,1.22954394196026,0
linear,unreachable,93,r2_targeted,2,4,1.22954394196026,0
linear,unreachable,93,r2_targeted,2,5,1.22920501578245,0
linear,unreachable,93,r2_targeted,2,6,1.21956775671513,0
linear,unreachable,93,r2_targeted,2,7,1.20240121517162,0
linear,unreachable,93,r2_targeted,2,8,1.19186421498117,0
linear,unreachable,93,r2_targeted,3,4,1.19186421213386,0
linear,unreachable,93,r2_targeted,3,5,1.19186421161866,0
linear,unreachable,93,r2_targeted,3,6,1.18891799259626,0
linear,unreachable,93,r2_targeted,3,7,1.17829044784233,0
linear,unreachable,93,rinf_targeted,1,4,1.40755368714032,0
linear,unreachable,93,rinf_targeted,1,5,1.40755368714032,0
linear,unreachable,93,rinf_targeted,1,6,1.40755368714032,0
linear,unreachable,93,rinf_targeted,1,7,1.40755239121365,0
linear,unreachable,93,rinf_targeted,1,8,1.38844393834292,0
linear,unreachable,93,rinf_targeted,1,9,1.23618547858744,0
linear,unreachable,93,rinf_targeted,2,4,1.23618547858744,0
linear,unreachable,93,rinf_targeted,2,5,1.23618547858744,0
linear,unreachable,93,rinf_targeted,2,6,1.23618547858744,0
linear,unreachable,93,rinf_targeted,2,7,1.23618547858744,0
linear,unreachable,93,rinf_targeted,2,8,1.23618547858744,0
linear,unreachable,93,rinf_targeted,3,5,1.23618547858744,0
linear,unreachable,93,rinf_targeted,3,6,1.23618547858744,0
linear,unreachable,93,rinf_targeted,3,7,1.23618547858744,0
linear,unreachable,93,rinf_targeted,3,8,1.23618547858744,0
linear,unreachable,94,r2_targeted,1,4,1.35235794153274,0
linear,unreachable,94,r2_targeted,1,5,1.34337574054553,0
linear,unreachable,94,r2_targeted,1,6,1.32911291648969,0
linear,unreachable,94,r2_targeted,1,7,1.30604586847862,0
linear,unreachable,94,r2_targeted,1,8,1.30516586568946,0
linear,unreachable,94,r2_targeted,1,9,1.24061247535082,0
linear,unreachable,94,r2_targeted,2,4,1.24061247535082,0
linear,unreachable,94,r2_targeted,2,5,1.24010679103212,0
linear,unreachable,94,r2_targeted,2,6,1.22814764459419,0
linear,unreachable,94,r2_targeted,2,7,1.20115261012476,0
linear,unreachable,94,r2_targeted,2,8,1.19899753889417,0
linear,unreachable,94,r2_targeted,3,4,1.19899753889417,0
linear,unreachable,94,r2_targeted,3,5,1.19899753888854,0
linear,unreachable,94,r2_targeted,3,6,1.19453510329693,0
linear,unreachable,94,r2_targeted,3,7,1.17718493860722,0
linear,unreachable,94,rinf_targeted,1,4,1.3550504024928,0
linear,unreachable,94,rinf_targeted,1,5,1.3550504024928,0
linear,unreachable,94,rinf_targeted,1,6,1.3550504024928,0
linear,unreachable,94,rinf_targeted,1,7,1.3550504024928,0
linear,unreachable,94,rinf_targeted,1,8,1.3550504024928,0
linear,unreachable,94,rinf_targeted,1,9,1.24892262852818,0
linear,unreachable,94,rinf_targeted,2,4,1.24892262852818,0
linear,unreachable,94,rinf_targeted,2,5,1.24892262852818,0
linear,unreachable,94,rinf_targeted,2,6,1.24892262852818,0
linear,unreachable,94,rinf_targeted,2,7,1.24892262852818,0
linear,unreachable,94,rinf_targeted,2,8,1.24892262852818,0
linear,unreachable,94,rinf_targeted,3,4,1.24892262852818,0
linear,unreachable,94,rinf_targeted,3,5,1.24892262852818,0
linear,unreachable,94,rinf_targeted,3,7,1.24892262852818,0
linear,unreachable,94,rinf_targeted,3,8,1.24892262852818,0
linear,unreachable,95,r2_targeted,1,4,1.40423903300115,0
linear,unreachable,95,r2_targeted,1,5,1.3938783063983,0
linear,unreachable,95,r2_targeted,1,6,1.38014712359098,0
linear,unreachable,95,r2_targeted,1,7,1.34100072416637,0
linear,unreachable,95,r2_targeted,1,8,1.34101383101752,0
linear,unreachable,95,r2_targeted,1,9,1.28473824761216,0
linear,unreachable,95,r2_targeted,2,4,1.28473824761216,0
linear,unreachable,95,r2_targeted,2,5,1.2814408944943,0
linear,unreachable,95,r2_targeted,2,6,1.26612396698918,0
linear,unreachable,95,r2_targeted,2,7,1.22530860249181,0
linear,unreachable,95,r2_targeted,2,8,1.22323335594536,0
linear,unreachable,95,r2_targeted,3,4,1.22323335594536,0
linear,unreachable,95,r2_targeted,3,5,1.22323335594502,0
linear,unreachable,95,r2_targeted,3,6,1.2187947962929,0
linear,unreachable,95,r2_targeted,3,7,1.19384544826224,0
linear,unreachable,95,rinf_targeted,1,4,1.41522481951031,0
linear,unreachable,95,rinf_targeted,1,5,1.41522481951031,0
linear,unreachable,95,rinf_targeted,1,6,1.41522481951031,0
linear,unreachable,95,rinf_targeted,1,7,1.38586540429651,0
linear,unreachable,95,rinf_targeted,1,8,1.37943262892048,0
linear,unreachable,95,rinf_targeted,1,9,1.29137978423934,0
linear,unreachable,95,rinf_targeted,2,4,1.29137978423934,0
linear,unreachable,95,rinf_targeted,2,5,1.29137978423934,0
linear,unreachable,95,rinf_targeted,2,6,1.29137978423934,0
linear,unreachable,95,rinf_targeted,2,7,1.29137978423934,0
linear,unreachable,95,rinf_targeted,2,8,1.29137978423934,0
linear,unreachable,95,rinf_targeted,3,5,1.29137978423934,0
linear,unreachable,95,rinf_targeted,3,6,1.29137978423934,0
linear,unreachable,95,rinf_targeted,3,7,1.29137978423934,0
linear,unreachable,95,rinf_targeted,3,8,1.29137978423934,0
linear,unreachable,96,r2_targeted,1,4,1.40686517257459,0
linear,unreachable,96,r2_targeted,1,5,1.39627859203576,0
linear,unreachable,96,r2_targeted,1,6,1.37929710942472,0
linear,unreachable,96,r2_targeted,1,7,1.35923807973717,0
linear,unreachable,96,r2_targeted,1,8,1.34154996988817,0
linear,unreachable,96,r2_targeted,1,9,1.27165302165872,0
linear,unreachable,96,r2_targeted,2,4,1.27165302165872,0
linear,unreachable,96,r2_targeted,2,5,1.26976944923692,0
linear,unreachable,96,r2_targeted,2,6,1.25186558957258,0
linear,unreachable,96,r2_targeted,2,7,1.23272277592393,0
linear,unreachable,96,r2_targeted,2,8,1.21327020718012,0
linear,unreachable,96,r2_targeted,3,4,1.21327020709437,0
linear,unreachable,96,r2_targeted,3,5,1.21327020708582,0
linear,unreachable,96,r2_targeted,3,6,1.20786966798457,0
linear,unreachable,96,r2_targeted,3,7,1.1966144151788,0
linear,unreachable,96,rinf_targeted,1,4,1.4203057463064,0
linear,unreachable,96,rinf_targeted,1,5,1.4203057463064,0
linear,unreachable,96,rinf_targeted,1,6,1.4203057463064,0
linear,unreachable,96,rinf_targeted,1,7,1.41819127114653,0
linear,unreachable,96,rinf_targeted,1,8,1.37486894559747,0
linear,unreachable,96,rinf_targeted,1,9,1.27829455828589,0
linear,unreachable,96,rinf_targeted,2,4,1.27829455828589,0
linear,unreachable,96,rinf_targeted,2,5,1.27829455828589,0
linear,unreachable,96,rinf_targeted,2,6,1.27829455828589,0
linear,unreachable,96,rinf_targeted,2,7,1.27829455828589,0
linear,unreachable,96,rinf_targeted,2,8,1.27829455828589,0
linear,unreachable,96,rinf_targeted,3,5,1.27829455828589,0
linear,unreachable,96,rinf_targeted,3,6,1.27829455828589,0
linear,unreachable,96,rinf_targeted,3,7,1.27829455828589,0
linear,unreachable,96,rinf_targeted,3,8,1.27829455828589,0
linear,unreachable,97,r2_targeted,1,4,1.35448782584557,0
linear,unreachable,97,r2_targeted,1,5,1.34825937121915,0
linear,unreachable,97,r2_targeted,1,6,1.33094301272516,0
linear,unreachable,97,r2_targeted,1,7,1.30924739714171,0
linear,unreachable,97,r2_targeted,1,8,1.30026048618633,0
linear,unreachable,97,r2_targeted,1,9,1.24074061009543,0
linear,unreachable,97,r2_targeted,2,4,1.24074061009543,0
linear,unreachable,97,r2_targeted,2,5,1.24074061009542,0
linear,unreachable,97,r2_targeted,2,6,1.2284802307213,0
linear,unreachable,97,r2_targeted,2,7,1.20499339125385,0
linear,unreachable,97,r2_targeted,2,8,1.19237057848618,0
linear,unreachable,97,r2_targeted,3,4,1.19237057848618,0
linear,unreachable,97,r2_targeted,3,5,1.19237057848618,0
linear,unreachable,97,r2_targeted,3,6,1.18879885242295,0
linear,unreachable,97,r2_targeted,3,7,1.17468093173854,0
linear,unreachable,97,rinf_targeted,1,4,1.35740145946509,0
linear,unreachable,97,rinf_targeted,1,5,1.35740145946509,0
linear,unreachable,97,rinf_targeted,1,6,1.35740145946509,0
linear,unreachable,97,rinf_targeted,1,7,1.35740145946509,0
linear,unreachable,97,rinf_targeted,1,8,1.35740145946509,0
linear,unreachable,97,rinf_targeted,1,9,1.2492411420332,0
linear,unreachable,97,rinf_targeted,2,4,1.2492411420332,0
linear,unreachable,97,rinf_targeted,2,5,1.2492411420332,0
linear,unreachable,97,rinf_targeted,2,6,1.2492411420332,0
linear,unreachable,97,rinf_targeted,2,7,1.2492411420332,0
linear,unreachable,97,rinf_targeted,2,8,1.2492411420332,0
linear,unreachable,97,rinf_targeted,3,5,1.2492411420332,0
linear,unreachable,97,rinf_targeted,3,6,1.2492411420332,0
linear,unreachable,97,rinf_targeted,3,7,1.2492411420332,0
linear,unreachable,97,rinf_targeted,3,8,1.2492411420332,0
linear,unreachable,98,r2_targeted,1,4,1.38907634176912,0
linear,unreachable,98,r2_targeted,1,5,1.37920379332712,0
linear,unreachable,98,r2_targeted,1,6,1.35505242975237,0
linear,unreachable,98,r2_targeted,1,7,1.34707693691457,0
linear,unreachable,98,r2_targeted,1,8,1.33834315661499,0
linear,unreachable,98,r2_targeted,1,9,1.27770765099196,0
linear,unreachable,98,r2_targeted,2,4,1.27770765099196,0
linear,unreachable,98,r2_targeted,2,5,1.27627332520542,0
linear,unreachable,98,r2_targeted,2,6,1.25178281510638,0
linear,unreachable,98,r2_targeted,2,7,1.24312642569945,0
linear,unreachable,98,r2_targeted,2,8,1.23038770542749,0
linear,unreachable,98,r2_targeted,3,4,1.23038770542749,0
linear,unreachable,98,r2_targeted,3,5,1.23038770542749,0
linear,unreachable,98,r2_targeted,3,6,1.21884870957914,0
linear,unreachable,98,r2_targeted,3,7,1.21317787045551,0
linear,unreachable,98,rinf_targeted,1,4,1.39317511579776,0
linear,unreachable,98,rinf_targeted,1,5,1.39317511579776,0
linear,unreachable,98,rinf_targeted,1,6,1.39317511579776,0
linear,unreachable,98,rinf_targeted,1,7,1.39317511579776,0
linear,unreachable,98,rinf_targeted,1,8,1.39317511579776,0
linear,unreachable,98,rinf_targeted,1,9,1.28604266458124,0
linear,unreachable,98,rinf_targeted,2,4,1.28604266458124,0
linear,unreachable,98,rinf_targeted,2,5,1.28604266458124,0
linear,unreachable,98,rinf_targeted,2,6,1.28604266458124,0
linear,unreachable,98,rinf_targeted,2,7,1.28604266458124,0
linear,unreachable,98,rinf_targeted,2,8,1.28604266458124,0
linear,unreachable,98,rinf_targeted,3,4,1.28604266458124,0
linear,unreachable,98,rinf_targeted,3,5,1.28604266458124,0
linear,unreachable,98,rinf_targeted,3,6,1.28604266458124,0
linear,unreachable,98,rinf_targeted,3,7,1.28604266458124,0
linear,unreachable,99,r2_targeted,1,4,1.38468732828861,0
linear,unreachable,99,r2_targeted,1,5,1.3761633551351,0
linear,unreachable,99,r2_targeted,1,6,1.35542111228655,0
linear,unreachable,99,r2_targeted,1,7,1.33679826536274,0
linear,unreachable,99,r2_targeted,1,8,1.30490594982452,0
linear,unreachable,99,r2_targeted,1,9,1.27391785245526,0
linear,unreachable,99,r2_targeted,2,4,1.27391785245526,0
linear,unreachable,99,r2_targeted,2,5,1.27133634866924,0
linear,unreachable,99,r2_targeted,2,6,1.24665397838275,0
linear,unreachable,99,r2_targeted,2,7,1.22746653244148,0
linear,unreachable,99,r2_targeted,2,8,1.19354953743646,0
linear,unreachable,99,r2_targeted,3,4,1.1935495374364,0
linear,unreachable,99,r2_targeted,3,5,1.19354953743646,0
linear,unreachable,99,r2_targeted,3,6,1.18704769929393,0
linear,unreachable,99,r2_targeted,3,7,1.17662203006226,0
linear,unreachable,99,rinf_targeted,1,4,1.3973787765035,0
linear,unreachable,99,rinf_targeted,1,5,1.3973787765035,0
linear,unreachable,99,rinf_targeted,1,6,1.3973787765035,0
linear,unreachable,99,rinf_targeted,1,7,1.3957312998503,0
linear,unreachable,99,rinf_targeted,1,8,1.32437856874672,0
linear,unreachable,99,rinf_targeted,1,9,1.28221381148297,0
linear,unreachable,99,rinf_targeted,2,4,1.28221381148297,0
linear,unreachable,99,rinf_targeted,2,5,1.28221381148297,0
linear,unreachable,99,rinf_targeted,2,6,1.28221381148297,0
linear,unreachable,99,rinf_targeted,2,7,1.28221381148297,0
linear,unreachable,99,rinf_targeted,2,8,1.28221381148297,0
linear,unreachable,99,rinf_targeted,3,4,1.28221381148297,0
linear,unreachable,99,rinf_targeted,3,5,1.28221381148297,0
linear,unreachable,99,rinf_targeted,3,7,1.28221381148297,0
linear,unreachable,99,rinf_targeted,3,8,1.28221381148297,0
linear,unreachable,100,r2_targeted,1,4,1.39320894960082,0
linear,unreachable,100,r2_targeted,1,5,1.38121055087698,0
linear,unreachable,100,r2_targeted,1,6,1.36539550387739,0
linear,unreachable,100,r2_targeted,1,7,1.34232802648706,0
linear,unreachable,100,r2_targeted,1,8,1.33648153774517,0
linear,unreachable,100,r2_targeted,1,9,1.23807216849266,0
linear,unreachable,100,r2_targeted,2,4,1.23807216849266,0
linear,unreachable,100,r2_targeted,2,5,1.23759310318325,0
linear,unreachable,100,r2_targeted,2,6,1.22483576918764,0
linear,unreachable,100,r2_targeted,2,7,1.20381644589338,0
linear,unreachable,100,r2_targeted,2,8,1.19739575177314,0
linear,unreachable,100,r2_targeted,3,4,1.19739575177314,0
linear,unreachable,100,r2_targeted,3,5,1.1973957516947,0
linear,unreachable,100,r2_targeted,3,6,1.19310418041662,0
linear,unreachable,100,r2_targeted,3,7,1.17973350091125,0
linear,unreachable,100,rinf_targeted,1,4,1.40335320306835,0
linear,unreachable,100,rinf_targeted,1,5,1.40335320306835,0
linear,unreachable,100,rinf_targeted,1,6,1.40335320306835,0
linear,unreachable,100,rinf_targeted,1,7,1.40125308901611,0
linear,unreachable,100,rinf_targeted,1,8,1.38800232705237,0
linear,unreachable,100,rinf_targeted,1,9,1.24471370511983,0
linear,unreachable,100,rinf_targeted,2,4,1.24471370511983,0
linear,unreachable,100,rinf_targeted,2,5,1.24471370511983,0
linear,unreachable,100,rinf_targeted,2,6,1.24471370511983,0
linear,unreachable,100,rinf_targeted,2,7,1.24471370511983,0
linear,unreachable,100,rinf_targeted,2,8,1.24471370511983,0
linear,unreachable,100,rinf_targeted,3,5,1.24471370511983,0
linear,unreachable,100,rinf_targeted,3,6,1.24471370511983,0
linear,unreachable,100,rinf_targeted,3,7,1.24471370511983,0
linear,unreachable,100,rinf_targeted,3,8,1.24471370511983,0
linear,unreachable,101,r2_targeted,1,4,1.35788616332349,0
linear,unreachable,101,r2_targeted,1,5,1.35041026724278,0
linear,unreachable,101,r2_targeted,1,6,1.32605652677831,0
linear,unreachable,101,r2_targeted,1,7,1.30522894354008,0
linear,unreachable,101,r2_targeted,1,8,1.31255096950589,0
linear,unreachable,101,r2_targeted,1,9,1.24258292003035,0
linear,unreachable,101,r2_targeted,2,4,1.24258291889014,0
linear,unreachable,101,r2_targeted,2,5,1.24254336118281,0
linear,unreachable,101,r2_targeted,2,6,1.2217060718573,0
linear,unreachable,101,r2_targeted,2,7,1.19977006900345,0
linear,unreachable,101,r2_targeted,2,8,1.20434066488864,0
linear,unreachable,101,r2_targeted,3,4,1.19977006900345,0
linear,unreachable,101,r2_targeted,3,5,1.19977006900345,0
linear,unreachable,101,r2_targeted,3,6,1.19027038190393,0
linear,unreachable,101,r2_targeted,3,8,1.17865579044596,0
linear,unreachable,101,rinf_targeted,1,4,1.36143990787305,0
linear,unreachable,101,rinf_targeted,1,5,1.36143990787305,0
linear,unreachable,101,rinf_targeted,1,6,1.36143990787305,0
linear,unreachable,101,rinf_targeted,1,7,1.36143990787305,0
linear,unreachable,101,rinf_targeted,1,8,1.36143990787305,0
linear,unreachable,101,rinf_targeted,1,9,1.25170201386139,0
linear,unreachable,101,rinf_targeted,2,4,1.25170201386139,0
linear,unreachable,101,rinf_targeted,2,5,1.25170201386139,0
linear,unreachable,101,rinf_targeted,2,6,1.25170201386139,0
linear,unreachable,101,rinf_targeted,2,7,1.25170201386139,0
linear,unreachable,101,rinf_targeted,2,8,1.25170201386139,0
linear,unreachable,101,rinf_targeted,3,5,1.25170201386139,0
linear,unreachable,101,rinf_targeted,3,6,1.25170201386139,0
linear,unreachable,101,rinf_targeted,3,7,1.25170201386139,0
linear,unreachable,101,rinf_targeted,3,8,1.25170201386139,0
linear,unreachable,102,r2_targeted,1,4,1.38532890432808,0
linear,unreachable,102,r2_targeted,1,5,1.37471058496668,0
linear,unreachable,102,r2_targeted,1,6,1.35668040139399,0
linear,unreachable,102,r2_targeted,1,7,1.34192816902767,0
linear,unreachable,102,r2_targeted,1,8,1.31735896130077,0
linear,unreachable,102,r2_targeted,1,9,1.26698286786584,0
linear,unreachable,102,r2_targeted,2,4,1.26698286786584,0
linear,unreachable,102,r2_targeted,2,5,1.26541353113635,0
linear,unreachable,102,r2_targeted,2,6,1.244877694087,0
linear,unreachable,102,r2_targeted,2,7,1.23057177129493,0
linear,unreachable,102,r2_targeted,2,8,1.20213951943531,0
linear,unreachable,102,r2_targeted,3,4,1.20213951943424,0
linear,unreachable,102,r2_targeted,3,5,1.20213951943387,0
linear,unreachable,102,r2_targeted,3,6,1.19628907931428,0
linear,unreachable,102,r2_targeted,3,7,1.18818955107297,0
linear,unreachable,102,rinf_targeted,1,4,1.39358559209092,0
linear,unreachable,102,rinf_targeted,1,5,1.39358559209092,0
linear,unreachable,102,rinf_targeted,1,6,1.39358559209092,0
linear,unreachable,102,rinf_targeted,1,7,1.39358559209092,0
linear,unreachable,102,rinf_targeted,1,8,1.35343383348854,0
linear,unreachable,102,rinf_targeted,1,9,1.27417606996781,0
linear,unreachable,102,rinf_targeted,2,4,1.27417606996781,0
linear,unreachable,102,rinf_targeted,2,5,1.27417606996781,0
linear,unreachable,102,rinf_targeted,2,6,1.27417606996781,0
linear,unreachable,102,rinf_targeted,2,7,1.27417606996781,0
linear,unreachable,102,rinf_targeted,2,8,1.27417606996781,0
linear,unreachable,102,rinf_targeted,3,5,1.27417606996781,0
linear,unreachable,102,rinf_targeted,3,6,1.27417606996781,0
linear,unreachable,102,rinf_targeted,3,7,1.27417606996781,0
linear,unreachable,102,rinf_targeted,3,8,1.27417606996781,0
linear,unreachable,103,r2_targeted,1,4,1.360759614818,0
linear,unreachable,103,r2_targeted,1,5,1.351253312118,0
linear,unreachable,103,r2_targeted,1,6,1.33599882871136,0
linear,unreachable,103,r2_targeted,1,7,1.3169516484609,0
linear,unreachable,103,r2_targeted,1,8,1.30589624129861,0
linear,unreachable,103,r2_targeted,1,9,1.24165738303823,0
linear,unreachable,103,r2_targeted,2,4,1.241657382962,0
linear,unreachable,103,r2_targeted,2,5,1.24045942827491,0
linear,unreachable,103,r2_targeted,2,6,1.22593173692169,0
linear,unreachable,103,r2_targeted,2,7,1.20548588402352,0
linear,unreachable,103,r2_targeted,2,8,1.19185770366645,0
linear,unreachable,103,r2_targeted,3,4,1.19185770366457,0
linear,unreachable,103,r2_targeted,3,5,1.19185770366645,0
linear,unreachable,103,r2_targeted,3,6,1.18739759106403,0
linear,unreachable,103,r2_targeted,3,7,1.17506216454708,0
linear,unreachable,103,rinf_targeted,1,4,1.36524012197509,0
linear,unreachable,103,rinf_targeted,1,5,1.36524012197509,0
linear,unreachable,103,rinf_targeted,1,6,1.36524012197509,0
linear,unreachable,103,rinf_targeted,1,7,1.36524012197509,0
linear,unreachable,103,rinf_targeted,1,8,1.36484779602944,0
linear,unreachable,103,rinf_targeted,1,9,1.24832628281365,0
linear,unreachable,103,rinf_targeted,2,4,1.24832628281365,0
linear,unreachable,103,rinf_targeted,2,5,1.24832628281365,0
linear,unreachable,103,rinf_targeted,2,6,1.24832628281365,0
linear,unreachable,103,rinf_targeted,2,7,1.24832628281365,0
linear,unreachable,103,rinf_targeted,2,8,1.24832628281365,0
linear,unreachable,103,rinf_targeted,3,5,1.24832628281365,0
linear,unreachable,103,rinf_targeted,3,6,1.24832628281365,0
linear,unreachable,103,rinf_targeted,3,7,1.24832628281365,0
linear,unreachable,103,rinf_targeted,3,8,1.24832628281365,0
linear,unreachable,104,r2_targeted,1,4,1.38678414058927,0
linear,unreachable,104,r2_targeted,1,5,1.37551043355287,0
linear,unreachable,104,r2_targeted,1,6,1.35947915079993,0
linear,unreachable,104,r2_targeted,1,7,1.33952210265616,0
linear,unreachable,104,r2_targeted,1,8,1.31973663286721,0
linear,unreachable,104,r2_targeted,1,9,1.2469322226592,0
linear,unreachable,104,r2_targeted,2,4,1.2469322226592,0
linear,unreachable,104,r2_targeted,2,5,1.24530861625027,0
linear,unreachable,104,r2_targeted,2,6,1.23070815985566,0
linear,unreachable,104,r2_targeted,2,7,1.21192303796342,0
linear,unreachable,104,r2_targeted,2,8,1.19190831552725,0
linear,unreachable,104,r2_targeted,3,4,1.19190831542465,0
linear,unreachable,104,r2_targeted,3,5,1.19190831539274,0
linear,unreachable,104,r2_targeted,3,6,1.18786645231105,0
linear,unreachable,104,r2_targeted,3,7,1.1771247209761,0
linear,unreachable,104,rinf_targeted,1,4,1.39523252159527,0
linear,unreachable,104,rinf_targeted,1,5,1.39523252159527,0
linear,unreachable,104,rinf_targeted,1,6,1.39523252159527,0
linear,unreachable,104,rinf_targeted,1,7,1.39523252159527,0
linear,unreachable,104,rinf_targeted,1,8,1.35780609138881,0
linear,unreachable,104,rinf_targeted,1,9,1.25357375928638,0
linear,unreachable,104,rinf_targeted,2,4,1.25357375928638,0
linear,unreachable,104,rinf_targeted,2,5,1.25357375928638,0
linear,unreachable,104,rinf_targeted,2,6,1.25357375928638,0
linear,unreachable,104,rinf_targeted,2,7,1.25357375928638,0
linear,unreachable,104,rinf_targeted,2,8,1.25357375928638,0
linear,unreachable,104,rinf_targeted,3,5,1.25357375928638,0
linear,unreachable,104,rinf_targeted,3,6,1.25357375928638,0
linear,unreachable,104,rinf_targeted,3,7,1.25357375928638,0
linear,unreachable,104,rinf_targeted,3,8,1.25357375928638,0
linear,unreachable,105,r2_targeted,1,4,1.41049265916988,0
linear,unreachable,105,r2_targeted,1,5,1.40222613044087,0
linear,unreachable,105,r2_targeted,1,6,1.38720521047916,0
linear,unreachable,105,r2_targeted,1,7,1.37426570015331,0
linear,unreachable,105,r2_targeted,1,8,1.3536432395327,0
linear,unreachable,105,r2_targeted,1,9,1.27058591792314,0
linear,unreachable,105,r2_targeted,2,4,1.27058591792314,0
linear,unreachable,105,r2_targeted,2,5,1.27006141527119,0
linear,unreachable,105,r2_targeted,2,6,1.25532069797993,0
linear,unreachable,105,r2_targeted,2,7,1.2406232044672,0
linear,unreachable,105,r2_targeted,2,8,1.21855089184757,0
linear,unreachable,105,r2_targeted,3,4,1.21855089178489,0
linear,unreachable,105,r2_targeted,3,5,1.2185508918317,0
linear,unreachable,105,r2_targeted,3,6,1.21461963450271,0
linear,unreachable,105,r2_targeted,3,7,1.20630025857163,0
linear,unreachable,105,rinf_targeted,1,4,1.4309810866287,0
linear,unreachable,105,rinf_targeted,1,5,1.4309810866287,0
linear,unreachable,105,rinf_targeted,1,6,1.4309810866287,0
linear,unreachable,105,rinf_targeted,1,7,1.4309810866287,0
linear,unreachable,105,rinf_targeted,1,8,1.38924335312256,0
linear,unreachable,105,rinf_targeted,1,9,1.27722745455032,0
linear,unreachable,105,rinf_targeted,2,4,1.27722745455032,0
linear,unreachable,105,rinf_targeted,2,5,1.27722745455032,0
linear,unreachable,105,rinf_targeted,2,6,1.27722745455032,0
linear,unreachable,105,rinf_targeted,2,7,1.27722745455032,0
linear,unreachable,105,rinf_targeted,2,8,1.27722745455032,0
linear,unreachable,105,rinf_targeted,3,5,1.27722745455032,0
linear,unreachable,105,rinf_targeted,3,6,1.27722745455032,0
linear,unreachable,105,rinf_targeted,3,7,1.27722745455032,0
linear,unreachable,105,rinf_targeted,3,8,1.27722745455032,0
linear,unreachable,106,r2_targeted,1,4,1.37612467318729,0
linear,unreachable,106,r2_targeted,1,5,1.37039031819946,0
linear,unreachable,106,r2_targeted,1,6,1.35125051210215,0
linear,unreachable,106,r2_targeted,1,7,1.3323779547929,0
linear,unreachable,106,r2_targeted,1,8,1.32211708711596,0
linear,unreachable,106,r2_targeted,1,9,1.29540414011496,0
linear,unreachable,106,r2_targeted,2,4,1.29540414011496,0
linear,unreachable,106,r2_targeted,2,5,1.29467795087699,0
linear,unreachable,106,r2_targeted,2,6,1.27960583158482,0
linear,unreachable,106,r2_targeted,2,7,1.25982275934999,0
linear,unreachable,106,r2_targeted,2,8,1.24503129761325,0
linear,unreachable,106,r2_targeted,3,4,1.24503129760868,0
linear,unreachable,106,r2_targeted,3,5,1.2450312976114,0
linear,unreachable,106,r2_targeted,3,6,1.23656829345163,0
linear,unreachable,106,r2_targeted,3,7,1.22105113293884,0
linear,unreachable,106,rinf_targeted,1,4,1.37927560080488,0
linear,unreachable,106,rinf_targeted,1,5,1.37927560080488,0
linear,unreachable,106,rinf_targeted,1,6,1.37927560080488,0
linear,unreachable,106,rinf_targeted,1,7,1.37927560080488,0
linear,unreachable,106,rinf_targeted,1,8,1.37927560080488,0
linear,unreachable,106,rinf_targeted,1,9,1.32319176251659,0
linear,unreachable,106,rinf_targeted,2,4,1.32319176251659,0
linear,unreachable,106,rinf_targeted,2,5,1.32319176251659,0
