surface,scenario,method,tolerance,budget,n,mean_new_n,mean_actual_bridges,n_released,released_mae,released_bad_rate,mean_certificate_radius,mean_output_width,inconsistent_fraction,released,released_lower,released_upper,bad_release,bad_release_lower,bad_release_upper,path_covered,path_covered_lower,path_covered_upper,covered,covered_lower,covered_upper,joint_set_covered,joint_set_covered_lower,joint_set_covered_upper
linear,supported,r2_targeted,0.3,0,200,0,0,200,0.0151247385291,0,0.111240651776,0.222481303551,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,r2_targeted,0.3,1,200,0,0,200,0.0151247385291,0,0.111240651776,0.222481303551,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,r2_targeted,0.3,2,200,0,0,200,0.0151247385291,0,0.111240651776,0.222481303551,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,r2_targeted,0.3,3,200,0,0,200,0.0151247385291,0,0.111240651776,0.222481303551,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,rinf_targeted,0.2,0,200,0,0,200,0.016332943371,0,0.171823976563,0.343647953126,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,rinf_targeted,0.2,1,200,0,0,200,0.016332943371,0,0.171823976563,0.343647953126,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,rinf_targeted,0.2,2,200,0,0,200,0.016332943371,0,0.171823976563,0.343647953126,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,rinf_targeted,0.2,3,200,0,0,200,0.016332943371,0,0.171823976563,0.343647953126,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,rinf_targeted,0.3,0,200,0,0,200,0.016332943371,0,0.171823976563,0.343647953126,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,rinf_targeted,0.3,1,200,0,0,200,0.016332943371,0,0.171823976563,0.343647953126,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,rinf_targeted,0.3,2,200,0,0,200,0.016332943371,0,0.171823976563,0.343647953126,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,rinf_targeted,0.3,3,200,0,0,200,0.016332943371,0,0.171823976563,0.343647953126,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,target_only,0.2,0,200,0,0,0,,,inf,inf,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,target_only,0.2,1,200,96,1,0,,,0.29205966008,0.584119320161,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,0.99,0.964278238284,0.997253341866,0.99,0.964278238284,0.997253341866,0.975,0.942821659593,0.989275280348
linear,supported,target_only,0.2,2,200,192,2,0,,,0.206517366154,0.413034732308,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,0.98,0.949712913094,0.992195573584,0.99,0.964278238284,0.997253341866,0.975,0.942821659593,0.989275280348
linear,supported,target_only,0.2,3,200,288,3,200,0.0462331858245,0,0.168620723367,0.337241446734,0,1,0.981154673623,1,0,1.73472347598e-18,0.0188453263773,0.975,0.942821659593,0.989275280348,0.99,0.964278238284,0.997253341866,0.975,0.942821659593,0.989275280348
linear,supported,target_only,0.3,0,200,0,0,0,,,inf,inf,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.975,0.942821659593,0.989275280348
linear,supported,target_only,0.3,1,200,96,1,200,0.0898462904632,0.005,0.29205966008,0.584119320161,0,1,0.981154673623,1,0.005,0.000883168715601,0.0277737043979,0.99,0.964278238284,0.997253341866,0.99,0.964278238284,0.997253341866,0.975,0.942821659593,0.989275280348
linear,supported,target_only,0.3,2,200,96,1,200,0.0898462904632,0.005,0.29205966008,0.584119320161,0,1,0.981154673623,1,0.005,0.000883168715601,0.0277737043979,0.99,0.964278238284,0.997253341866,0.99,0.964278238284,0.997253341866,0.975,0.942821659593,0.989275280348
linear,supported,target_only,0.3,3,200,96,1,200,0.0898462904632,0.005,0.29205966008,0.584119320161,0,1,0.981154673623,1,0.005,0.000883168715601,0.0277737043979,0.99,0.964278238284,0.997253341866,0.99,0.964278238284,0.997253341866,0.975,0.942821659593,0.989275280348
linear,unreachable,r2_nearest,0.2,0,200,0,0,0,,,1.38842053484,2.75164129029,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.94,0.898068307042,0.965347805746
linear,unreachable,r2_nearest,0.2,1,200,96,1,0,,,1.26281151071,2.3343310463,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.94,0.898068307042,0.965347805746
linear,unreachable,r2_nearest,0.2,2,200,192,2,0,,,1.20791145598,2.32879637854,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.94,0.898068307042,0.965347805746
linear,unreachable,r2_nearest,0.2,3,200,288,3,0,,,1.18837208952,2.32819101164,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.94,0.898068307042,0.965347805746
linear,unreachable,r2_nearest,0.3,0,200,0,0,0,,,1.38842053484,2.75164129029,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.94,0.898068307042,0.965347805746
linear,unreachable,r2_nearest,0.3,1,200,96,1,0,,,1.26281151071,2.3343310463,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.94,0.898068307042,0.965347805746
linear,unreachable,r2_nearest,0.3,2,200,192,2,0,,,1.20791145598,2.32879637854,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.94,0.898068307042,0.965347805746
linear,unreachable,r2_nearest,0.3,3,200,288,3,0,,,1.18837208952,2.32819101164,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.94,0.898068307042,0.965347805746
linear,unreachable,r2_random,0.2,0,200,0,0,0,,,1.38842053484,2.75164129029,0,0,1.73472347598e-18,0.0188453263773,0,1.73472347598e-18,0.0188453263773,1,0.981154673623,1,1,0.981154673623,1,0.94,0.898068307042,0.965347805746
