surface,scenario,replicate,method,tolerance,stage,source_id,n,treated_mean,control_mean,effect,noise_sd,target_batch
linear,bridgeable,157,rinf_targeted,0.2,2,7,96,0.375875873303884,-0.0498965301185767,0.425772403422461,0.102062072615966,
linear,bridgeable,157,rinf_targeted,0.2,3,4,96,-0.201290812811358,-0.00885582272735732,-0.192434990084001,0.102062072615966,
linear,bridgeable,157,rinf_targeted,0.3,1,9,96,0.68274837616999,0.0158758308885402,0.66687254528145,0.102062072615966,
linear,bridgeable,157,target_only,0.2,1,10,96,0.116481715499327,-0.0163705847957301,0.132852300295057,0.102062072615966,1
linear,bridgeable,157,target_only,0.2,2,10,96,0.0189565454681726,-0.0977691438320906,0.116725689300263,0.102062072615966,2
linear,bridgeable,157,target_only,0.2,3,10,96,-0.172509535982437,0.0100285203949402,-0.182538056377377,0.102062072615966,3
linear,bridgeable,157,target_only,0.3,1,10,96,0.116481715499327,-0.0163705847957301,0.132852300295057,0.102062072615966,1
linear,bridgeable,158,r2_nearest,0.2,1,5,96,-0.056435775671467,0.0524558445419528,-0.10889162021342,0.102062072615966,
linear,bridgeable,158,r2_nearest,0.2,2,6,96,0.0145510230857815,-0.044037445291832,0.0585884683776135,0.102062072615966,
linear,bridgeable,158,r2_nearest,0.2,3,4,96,-0.197948643369307,-0.0750153474395372,-0.12293329592977,0.102062072615966,
linear,bridgeable,158,r2_nearest,0.3,1,5,96,-0.056435775671467,0.0524558445419528,-0.10889162021342,0.102062072615966,
linear,bridgeable,158,r2_nearest,0.3,2,6,96,0.0145510230857815,-0.044037445291832,0.0585884683776135,0.102062072615966,
linear,bridgeable,158,r2_random,0.2,1,6,96,0.0145510230857815,-0.044037445291832,0.0585884683776135,0.102062072615966,
linear,bridgeable,158,r2_random,0.2,2,9,96,0.559083866413869,0.147610407961378,0.411473458452492,0.102062072615966,
linear,bridgeable,158,r2_random,0.3,1,6,96,0.0145510230857815,-0.044037445291832,0.0585884683776135,0.102062072615966,
linear,bridgeable,158,r2_random,0.3,2,9,96,0.559083866413869,0.147610407961378,0.411473458452492,0.102062072615966,
linear,bridgeable,158,r2_targeted,0.2,1,9,96,0.559083866413869,0.147610407961378,0.411473458452492,0.102062072615966,
linear,bridgeable,158,r2_targeted,0.2,2,8,96,0.397499291633705,0.000225537669385087,0.39727375396432,0.102062072615966,
linear,bridgeable,158,r2_targeted,0.3,1,9,96,0.559083866413869,0.147610407961378,0.411473458452492,0.102062072615966,
linear,bridgeable,158,rinf_targeted,0.2,1,9,96,0.559083866413869,0.147610407961378,0.411473458452492,0.102062072615966,
linear,bridgeable,158,rinf_targeted,0.2,2,5,96,-0.056435775671467,0.0524558445419528,-0.10889162021342,0.102062072615966,
linear,bridgeable,158,rinf_targeted,0.2,3,4,96,-0.197948643369307,-0.0750153474395372,-0.12293329592977,0.102062072615966,
linear,bridgeable,158,rinf_targeted,0.3,1,9,96,0.559083866413869,0.147610407961378,0.411473458452492,0.102062072615966,
linear,bridgeable,158,target_only,0.2,1,10,96,-0.0163456554209695,0.0474667871070371,-0.0638124425280066,0.102062072615966,1
linear,bridgeable,158,target_only,0.2,2,10,96,0.0995415582088639,0.00397679487581066,0.0955647633330532,0.102062072615966,2
linear,bridgeable,158,target_only,0.2,3,10,96,-0.0252593529378226,0.0769636072778151,-0.102222960215638,0.102062072615966,3
linear,bridgeable,158,target_only,0.3,1,10,96,-0.0163456554209695,0.0474667871070371,-0.0638124425280066,0.102062072615966,1
linear,bridgeable,159,r2_nearest,0.2,1,5,96,0.105465727770152,-0.0960709023929757,0.201536630163128,0.102062072615966,
linear,bridgeable,159,r2_nearest,0.2,2,4,96,-0.101932439227171,0.0695823231662766,-0.171514762393448,0.102062072615966,
linear,bridgeable,159,r2_nearest,0.2,3,6,96,0.216207309195096,0.154503780289047,0.0617035289060483,0.102062072615966,
linear,bridgeable,159,r2_nearest,0.3,1,5,96,0.105465727770152,-0.0960709023929757,0.201536630163128,0.102062072615966,
linear,bridgeable,159,r2_nearest,0.3,2,4,96,-0.101932439227171,0.0695823231662766,-0.171514762393448,0.102062072615966,
linear,bridgeable,159,r2_nearest,0.3,3,6,96,0.216207309195096,0.154503780289047,0.0617035289060483,0.102062072615966,
linear,bridgeable,159,r2_random,0.2,1,9,96,0.651418122178148,0.032042535861389,0.619375586316759,0.102062072615966,
linear,bridgeable,159,r2_random,0.3,1,9,96,0.651418122178148,0.032042535861389,0.619375586316759,0.102062072615966,
linear,bridgeable,159,r2_targeted,0.2,1,9,96,0.651418122178148,0.032042535861389,0.619375586316759,0.102062072615966,
linear,bridgeable,159,r2_targeted,0.3,1,9,96,0.651418122178148,0.032042535861389,0.619375586316759,0.102062072615966,
linear,bridgeable,159,rinf_targeted,0.2,1,9,96,0.651418122178148,0.032042535861389,0.619375586316759,0.102062072615966,
linear,bridgeable,159,rinf_targeted,0.2,2,8,96,0.564843482641255,0.0529565781972046,0.51188690444405,0.102062072615966,
linear,bridgeable,159,rinf_targeted,0.2,3,4,96,-0.101932439227171,0.0695823231662766,-0.171514762393448,0.102062072615966,
linear,bridgeable,159,rinf_targeted,0.3,1,9,96,0.651418122178148,0.032042535861389,0.619375586316759,0.102062072615966,
linear,bridgeable,159,target_only,0.2,1,10,96,-0.125895959249649,0.153439257277373,-0.279335216527023,0.102062072615966,1
linear,bridgeable,159,target_only,0.2,2,10,96,0.163672127885595,0.0480482711216306,0.115623856763965,0.102062072615966,2
linear,bridgeable,159,target_only,0.2,3,10,96,0.0536803259768847,-0.0530572314814766,0.106737557458361,0.102062072615966,3
linear,bridgeable,159,target_only,0.3,1,10,96,-0.125895959249649,0.153439257277373,-0.279335216527023,0.102062072615966,1
linear,bridgeable,160,r2_nearest,0.2,1,5,96,0.0845058045234846,-0.091775740084549,0.176281544608034,0.102062072615966,
linear,bridgeable,160,r2_nearest,0.2,2,4,96,-0.122327684220042,-0.131368537470291,0.009040853250249,0.102062072615966,
linear,bridgeable,160,r2_nearest,0.2,3,6,96,0.154909162904604,-0.0226821245078945,0.177591287412499,0.102062072615966,
linear,bridgeable,160,r2_nearest,0.3,1,5,96,0.0845058045234846,-0.091775740084549,0.176281544608034,0.102062072615966,
linear,bridgeable,160,r2_nearest,0.3,2,4,96,-0.122327684220042,-0.131368537470291,0.009040853250249,0.102062072615966,
linear,bridgeable,160,r2_nearest,0.3,3,6,96,0.154909162904604,-0.0226821245078945,0.177591287412499,0.102062072615966,
linear,bridgeable,160,r2_random,0.2,1,4,96,-0.122327684220042,-0.131368537470291,0.009040853250249,0.102062072615966,
linear,bridgeable,160,r2_random,0.2,2,7,96,0.416315853162348,-0.0223653518703146,0.438681205032662,0.102062072615966,
linear,bridgeable,160,r2_random,0.2,3,5,96,0.0845058045234846,-0.091775740084549,0.176281544608034,0.102062072615966,
linear,bridgeable,160,r2_random,0.3,1,4,96,-0.122327684220042,-0.131368537470291,0.009040853250249,0.102062072615966,
linear,bridgeable,160,r2_random,0.3,2,7,96,0.416315853162348,-0.0223653518703146,0.438681205032662,0.102062072615966,
linear,bridgeable,160,r2_targeted,0.2,1,9,96,0.59171411052779,-0.0178600554114839,0.609574165939274,0.102062072615966,
linear,bridgeable,160,r2_targeted,0.3,1,9,96,0.59171411052779,-0.0178600554114839,0.609574165939274,0.102062072615966,
linear,bridgeable,160,rinf_targeted,0.2,1,9,96,0.59171411052779,-0.0178600554114839,0.609574165939274,0.102062072615966,
linear,bridgeable,160,rinf_targeted,0.2,2,6,96,0.154909162904604,-0.0226821245078945,0.177591287412499,0.102062072615966,
linear,bridgeable,160,rinf_targeted,0.2,3,4,96,-0.122327684220042,-0.131368537470291,0.009040853250249,0.102062072615966,
linear,bridgeable,160,rinf_targeted,0.3,1,9,96,0.59171411052779,-0.0178600554114839,0.609574165939274,0.102062072615966,
linear,bridgeable,160,target_only,0.2,1,10,96,0.186997820662016,-0.0164551188224151,0.203452939484431,0.102062072615966,1
linear,bridgeable,160,target_only,0.2,2,10,96,0.0270561694653678,0.0190794960723947,0.00797667339297317,0.102062072615966,2
linear,bridgeable,160,target_only,0.2,3,10,96,0.0487097939650177,0.0822600010571291,-0.0335502070921114,0.102062072615966,3
linear,bridgeable,160,target_only,0.3,1,10,96,0.186997820662016,-0.0164551188224151,0.203452939484431,0.102062072615966,1
linear,bridgeable,161,r2_nearest,0.2,1,5,96,-0.0563503203676224,-0.0451289502057071,-0.0112213701619153,0.102062072615966,
linear,bridgeable,161,r2_nearest,0.2,2,6,96,0.173623335641931,-0.0948768093889505,0.268500145030881,0.102062072615966,
linear,bridgeable,161,r2_nearest,0.2,3,4,96,-0.250785093401892,0.00696057925464599,-0.257745672656538,0.102062072615966,
linear,bridgeable,161,r2_nearest,0.3,1,5,96,-0.0563503203676224,-0.0451289502057071,-0.0112213701619153,0.102062072615966,
linear,bridgeable,161,r2_nearest,0.3,2,6,96,0.173623335641931,-0.0948768093889505,0.268500145030881,0.102062072615966,
linear,bridgeable,161,r2_random,0.2,1,6,96,0.173623335641931,-0.0948768093889505,0.268500145030881,0.102062072615966,
linear,bridgeable,161,r2_random,0.2,2,7,96,0.380457096410783,-0.0399122007815084,0.420369297192292,0.102062072615966,
linear,bridgeable,161,r2_random,0.2,3,8,96,0.503120433876041,0.0310289171416569,0.472091516734384,0.102062072615966,
linear,bridgeable,161,r2_random,0.3,1,6,96,0.173623335641931,-0.0948768093889505,0.268500145030881,0.102062072615966,
linear,bridgeable,161,r2_random,0.3,2,7,96,0.380457096410783,-0.0399122007815084,0.420369297192292,0.102062072615966,
linear,bridgeable,161,r2_targeted,0.2,1,9,96,0.511024795681091,-0.0387354352785898,0.549760230959681,0.102062072615966,
linear,bridgeable,161,r2_targeted,0.3,1,9,96,0.511024795681091,-0.0387354352785898,0.549760230959681,0.102062072615966,
linear,bridgeable,161,rinf_targeted,0.2,1,9,96,0.511024795681091,-0.0387354352785898,0.549760230959681,0.102062072615966,
linear,bridgeable,161,rinf_targeted,0.2,2,8,96,0.503120433876041,0.0310289171416569,0.472091516734384,0.102062072615966,
linear,bridgeable,161,rinf_targeted,0.2,3,4,96,-0.250785093401892,0.00696057925464599,-0.257745672656538,0.102062072615966,
linear,bridgeable,161,rinf_targeted,0.3,1,9,96,0.511024795681091,-0.0387354352785898,0.549760230959681,0.102062072615966,
linear,bridgeable,161,target_only,0.2,1,10,96,-0.0624790161212807,0.0253764046823607,-0.0878554208036414,0.102062072615966,1
linear,bridgeable,161,target_only,0.2,2,10,96,-0.0115273909567007,-0.0689500543383028,0.0574226633816021,0.102062072615966,2
linear,bridgeable,161,target_only,0.2,3,10,96,-0.0625367657011053,0.0525815604506998,-0.115118326151805,0.102062072615966,3
linear,bridgeable,161,target_only,0.3,1,10,96,-0.0624790161212807,0.0253764046823607,-0.0878554208036414,0.102062072615966,1
linear,bridgeable,162,r2_nearest,0.2,1,5,96,0.0268303234646843,0.0715624535377094,-0.0447321300730251,0.102062072615966,
linear,bridgeable,162,r2_nearest,0.2,2,6,96,0.0984089742424154,-0.143700908725241,0.242109882967656,0.102062072615966,
linear,bridgeable,162,r2_nearest,0.2,3,4,96,-0.11404553565969,0.0677681202807501,-0.18181365594044,0.102062072615966,
linear,bridgeable,162,r2_nearest,0.3,1,5,96,0.0268303234646843,0.0715624535377094,-0.0447321300730251,0.102062072615966,
linear,bridgeable,162,r2_nearest,0.3,2,6,96,0.0984089742424154,-0.143700908725241,0.242109882967656,0.102062072615966,
linear,bridgeable,162,r2_random,0.2,1,9,96,0.520002115253019,0.023530897449866,0.496471217803153,0.102062072615966,
linear,bridgeable,162,r2_random,0.3,1,9,96,0.520002115253019,0.023530897449866,0.496471217803153,0.102062072615966,
linear,bridgeable,162,r2_targeted,0.2,1,9,96,0.520002115253019,0.023530897449866,0.496471217803153,0.102062072615966,
linear,bridgeable,162,r2_targeted,0.3,1,9,96,0.520002115253019,0.023530897449866,0.496471217803153,0.102062072615966,
linear,bridgeable,162,rinf_targeted,0.2,1,9,96,0.520002115253019,0.023530897449866,0.496471217803153,0.102062072615966,
linear,bridgeable,162,rinf_targeted,0.2,2,8,96,0.376641575818155,0.00198231372776331,0.374659262090392,0.102062072615966,
linear,bridgeable,162,rinf_targeted,0.2,3,6,96,0.0984089742424154,-0.143700908725241,0.242109882967656,0.102062072615966,
linear,bridgeable,162,rinf_targeted,0.3,1,9,96,0.520002115253019,0.023530897449866,0.496471217803153,0.102062072615966,
linear,bridgeable,162,target_only,0.2,1,10,96,-0.0492978631363111,-0.0843955832506247,0.0350977201143135,0.102062072615966,1
linear,bridgeable,162,target_only,0.2,2,10,96,0.00908421416268014,0.10165416513497,-0.0925699509722899,0.102062072615966,2
linear,bridgeable,162,target_only,0.2,3,10,96,-0.0783251158922252,0.0294650081979985,-0.107790124090224,0.102062072615966,3
linear,bridgeable,162,target_only,0.3,1,10,96,-0.0492978631363111,-0.0843955832506247,0.0350977201143135,0.102062072615966,1
linear,bridgeable,163,r2_nearest,0.2,1,5,96,-0.0319243323227176,0.0545214591769345,-0.0864457914996521,0.102062072615966,
linear,bridgeable,163,r2_nearest,0.2,2,6,96,0.134586248705377,0.0186397767238753,0.115946471981502,0.102062072615966,
linear,bridgeable,163,r2_nearest,0.2,3,4,96,-0.234216435431385,-0.0447550579626844,-0.189461377468701,0.102062072615966,
linear,bridgeable,163,r2_nearest,0.3,1,5,96,-0.0319243323227176,0.0545214591769345,-0.0864457914996521,0.102062072615966,
linear,bridgeable,163,r2_nearest,0.3,2,6,96,0.134586248705377,0.0186397767238753,0.115946471981502,0.102062072615966,
linear,bridgeable,163,r2_random,0.2,1,5,96,-0.0319243323227176,0.0545214591769345,-0.0864457914996521,0.102062072615966,
linear,bridgeable,163,r2_random,0.2,2,7,96,0.258126287703029,-0.059362283237825,0.317488570940854,0.102062072615966,
linear,bridgeable,163,r2_random,0.2,3,6,96,0.134586248705377,0.0186397767238753,0.115946471981502,0.102062072615966,
linear,bridgeable,163,r2_random,0.3,1,5,96,-0.0319243323227176,0.0545214591769345,-0.0864457914996521,0.102062072615966,
linear,bridgeable,163,r2_random,0.3,2,7,96,0.258126287703029,-0.059362283237825,0.317488570940854,0.102062072615966,
linear,bridgeable,163,r2_targeted,0.2,1,9,96,0.686743003857782,0.126885687269803,0.559857316587979,0.102062072615966,
linear,bridgeable,163,r2_targeted,0.3,1,9,96,0.686743003857782,0.126885687269803,0.559857316587979,0.102062072615966,
linear,bridgeable,163,rinf_targeted,0.2,1,9,96,0.686743003857782,0.126885687269803,0.559857316587979,0.102062072615966,
linear,bridgeable,163,rinf_targeted,0.2,2,4,96,-0.234216435431385,-0.0447550579626844,-0.189461377468701,0.102062072615966,
linear,bridgeable,163,rinf_targeted,0.2,3,8,96,0.541409271441955,0.0311359294066409,0.510273342035315,0.102062072615966,
linear,bridgeable,163,rinf_targeted,0.3,1,9,96,0.686743003857782,0.126885687269803,0.559857316587979,0.102062072615966,
linear,bridgeable,163,target_only,0.2,1,10,96,-0.028177611849079,-0.021939828052457,-0.00623778379662204,0.102062072615966,1
linear,bridgeable,163,target_only,0.2,2,10,96,-0.0133225565721841,0.0624156121241674,-0.0757381686963515,0.102062072615966,2
linear,bridgeable,163,target_only,0.2,3,10,96,-0.12068797062353,0.120058313272898,-0.240746283896428,0.102062072615966,3
linear,bridgeable,163,target_only,0.3,1,10,96,-0.028177611849079,-0.021939828052457,-0.00623778379662204,0.102062072615966,1
linear,bridgeable,164,r2_nearest,0.2,1,5,96,0.154812414221954,-0.0208347202597918,0.175647134481746,0.102062072615966,
linear,bridgeable,164,r2_nearest,0.2,2,6,96,0.226287799058061,-0.0680777531187059,0.294365552176766,0.102062072615966,
linear,bridgeable,164,r2_nearest,0.2,3,4,96,-0.197004065082821,-0.0743938652279819,-0.122610199854839,0.102062072615966,
linear,bridgeable,164,r2_nearest,0.3,1,5,96,0.154812414221954,-0.0208347202597918,0.175647134481746,0.102062072615966,
linear,bridgeable,164,r2_nearest,0.3,2,6,96,0.226287799058061,-0.0680777531187059,0.294365552176766,0.102062072615966,
linear,bridgeable,164,r2_random,0.2,1,6,96,0.226287799058061,-0.0680777531187059,0.294365552176766,0.102062072615966,
linear,bridgeable,164,r2_random,0.2,2,8,96,0.504428508168717,-0.00312250554355165,0.507551013712268,0.102062072615966,
linear,bridgeable,164,r2_random,0.3,1,6,96,0.226287799058061,-0.0680777531187059,0.294365552176766,0.102062072615966,
linear,bridgeable,164,r2_targeted,0.2,1,9,96,0.541980011050444,-0.155434504113888,0.697414515164332,0.102062072615966,
linear,bridgeable,164,r2_targeted,0.3,1,9,96,0.541980011050444,-0.155434504113888,0.697414515164332,0.102062072615966,
linear,bridgeable,164,rinf_targeted,0.2,1,9,96,0.541980011050444,-0.155434504113888,0.697414515164332,0.102062072615966,
linear,bridgeable,164,rinf_targeted,0.2,2,4,96,-0.197004065082821,-0.0743938652279819,-0.122610199854839,0.102062072615966,
linear,bridgeable,164,rinf_targeted,0.2,3,5,96,0.154812414221954,-0.0208347202597918,0.175647134481746,0.102062072615966,
linear,bridgeable,164,rinf_targeted,0.3,1,9,96,0.541980011050444,-0.155434504113888,0.697414515164332,0.102062072615966,
linear,bridgeable,164,target_only,0.2,1,10,96,-0.0664548201475129,-0.0231035367468364,-0.0433512834006765,0.102062072615966,1
linear,bridgeable,164,target_only,0.2,2,10,96,-0.024779673652962,0.0228256288010869,-0.047605302454049,0.102062072615966,2
linear,bridgeable,164,target_only,0.2,3,10,96,0.0054277488695208,-0.0129691243481631,0.0183968732176839,0.102062072615966,3
linear,bridgeable,164,target_only,0.3,1,10,96,-0.0664548201475129,-0.0231035367468364,-0.0433512834006765,0.102062072615966,1
linear,bridgeable,165,r2_nearest,0.2,1,5,96,-0.0395101504076131,0.039475174222748,-0.0789853246303611,0.102062072615966,
linear,bridgeable,165,r2_nearest,0.2,2,4,96,-0.0731917694933847,-0.0148709702599195,-0.0583207992334653,0.102062072615966,
linear,bridgeable,165,r2_nearest,0.2,3,6,96,0.148334185689719,0.0642223798043099,0.084111805885409,0.102062072615966,
linear,bridgeable,165,r2_nearest,0.3,1,5,96,-0.0395101504076131,0.039475174222748,-0.0789853246303611,0.102062072615966,
linear,bridgeable,165,r2_nearest,0.3,2,4,96,-0.0731917694933847,-0.0148709702599195,-0.0583207992334653,0.102062072615966,
linear,bridgeable,165,r2_nearest,0.3,3,6,96,0.148334185689719,0.0642223798043099,0.084111805885409,0.102062072615966,
linear,bridgeable,165,r2_random,0.2,1,9,96,0.648054975572867,0.0159770182579373,0.632077957314929,0.102062072615966,
linear,bridgeable,165,r2_random,0.3,1,9,96,0.648054975572867,0.0159770182579373,0.632077957314929,0.102062072615966,
linear,bridgeable,165,r2_targeted,0.2,1,9,96,0.648054975572867,0.0159770182579373,0.632077957314929,0.102062072615966,
linear,bridgeable,165,r2_targeted,0.3,1,9,96,0.648054975572867,0.0159770182579373,0.632077957314929,0.102062072615966,
linear,bridgeable,165,rinf_targeted,0.2,1,9,96,0.648054975572867,0.0159770182579373,0.632077957314929,0.102062072615966,
linear,bridgeable,165,rinf_targeted,0.2,2,6,96,0.148334185689719,0.0642223798043099,0.084111805885409,0.102062072615966,
linear,bridgeable,165,rinf_targeted,0.2,3,8,96,0.482075325762767,0.112157082472984,0.369918243289783,0.102062072615966,
linear,bridgeable,165,rinf_targeted,0.3,1,9,96,0.648054975572867,0.0159770182579373,0.632077957314929,0.102062072615966,
linear,bridgeable,165,target_only,0.2,1,10,96,-0.0789955717157058,0.0401304013091293,-0.119125973024835,0.102062072615966,1
linear,bridgeable,165,target_only,0.2,2,10,96,0.057844548820632,-0.028518346970727,0.0863628957913591,0.102062072615966,2
linear,bridgeable,165,target_only,0.2,3,10,96,0.0217356652425801,-0.0584346837511461,0.0801703489937261,0.102062072615966,3
linear,bridgeable,165,target_only,0.3,1,10,96,-0.0789955717157058,0.0401304013091293,-0.119125973024835,0.102062072615966,1
linear,bridgeable,166,r2_nearest,0.2,1,5,96,-0.0287948372307474,-0.0734595847922335,0.0446647475614861,0.102062072615966,
linear,bridgeable,166,r2_nearest,0.2,2,4,96,-0.0820300932825281,-0.0193456983356267,-0.0626843949469014,0.102062072615966,
linear,bridgeable,166,r2_nearest,0.2,3,6,96,0.20586819246678,0.0142155932656019,0.191652599201178,0.102062072615966,
linear,bridgeable,166,r2_nearest,0.3,1,5,96,-0.0287948372307474,-0.0734595847922335,0.0446647475614861,0.102062072615966,
linear,bridgeable,166,r2_nearest,0.3,2,4,96,-0.0820300932825281,-0.0193456983356267,-0.0626843949469014,0.102062072615966,
linear,bridgeable,166,r2_nearest,0.3,3,6,96,0.20586819246678,0.0142155932656019,0.191652599201178,0.102062072615966,
linear,bridgeable,166,r2_random,0.2,1,9,96,0.617446434917725,0.0179929958470605,0.599453439070665,0.102062072615966,
linear,bridgeable,166,r2_random,0.2,2,4,96,-0.0820300932825281,-0.0193456983356267,-0.0626843949469014,0.102062072615966,
linear,bridgeable,166,r2_random,0.2,3,5,96,-0.0287948372307474,-0.0734595847922335,0.0446647475614861,0.102062072615966,
linear,bridgeable,166,r2_random,0.3,1,9,96,0.617446434917725,0.0179929958470605,0.599453439070665,0.102062072615966,
linear,bridgeable,166,r2_targeted,0.2,1,9,96,0.617446434917725,0.0179929958470605,0.599453439070665,0.102062072615966,
linear,bridgeable,166,r2_targeted,0.2,2,8,96,0.525007052717104,0.0169839815589424,0.508023071158161,0.102062072615966,
linear,bridgeable,166,r2_targeted,0.3,1,9,96,0.617446434917725,0.0179929958470605,0.599453439070665,0.102062072615966,
linear,bridgeable,166,rinf_targeted,0.2,1,8,96,0.525007052717104,0.0169839815589424,0.508023071158161,0.102062072615966,
linear,bridgeable,166,rinf_targeted,0.2,2,9,96,0.617446434917725,0.0179929958470605,0.599453439070665,0.102062072615966,
linear,bridgeable,166,rinf_targeted,0.2,3,7,96,0.352692903000706,-0.00398641674109663,0.356679319741803,0.102062072615966,
linear,bridgeable,166,rinf_targeted,0.3,1,8,96,0.525007052717104,0.0169839815589424,0.508023071158161,0.102062072615966,
linear,bridgeable,166,target_only,0.2,1,10,96,0.0501475861444824,0.13551300476686,-0.0853654186223777,0.102062072615966,1
linear,bridgeable,166,target_only,0.2,2,10,96,0.00699388654638287,0.0675468590924284,-0.0605529725460455,0.102062072615966,2
linear,bridgeable,166,target_only,0.2,3,10,96,0.0234239121758793,0.0819169280770436,-0.0584930159011644,0.102062072615966,3
linear,bridgeable,166,target_only,0.3,1,10,96,0.0501475861444824,0.13551300476686,-0.0853654186223777,0.102062072615966,1
linear,bridgeable,167,r2_nearest,0.2,1,5,96,0.0735543585004411,-0.100080923417943,0.173635281918384,0.102062072615966,
linear,bridgeable,167,r2_nearest,0.2,2,6,96,0.0610676865264919,-0.0430847386097666,0.104152425136259,0.102062072615966,
linear,bridgeable,167,r2_nearest,0.2,3,4,96,-0.243871872643168,0.133547983399033,-0.377419856042201,0.102062072615966,
linear,bridgeable,167,r2_nearest,0.3,1,5,96,0.0735543585004411,-0.100080923417943,0.173635281918384,0.102062072615966,
linear,bridgeable,167,r2_nearest,0.3,2,6,96,0.0610676865264919,-0.0430847386097666,0.104152425136259,0.102062072615966,
linear,bridgeable,167,r2_random,0.2,1,4,96,-0.243871872643168,0.133547983399033,-0.377419856042201,0.102062072615966,
linear,bridgeable,167,r2_random,0.2,2,6,96,0.0610676865264919,-0.0430847386097666,0.104152425136259,0.102062072615966,
linear,bridgeable,167,r2_random,0.2,3,8,96,0.573764205443645,-0.190722994880293,0.764487200323939,0.102062072615966,
linear,bridgeable,167,r2_random,0.3,1,4,96,-0.243871872643168,0.133547983399033,-0.377419856042201,0.102062072615966,
linear,bridgeable,167,r2_random,0.3,2,6,96,0.0610676865264919,-0.0430847386097666,0.104152425136259,0.102062072615966,
linear,bridgeable,167,r2_targeted,0.2,1,9,96,0.5372137513488,-0.104783387621215,0.641997138970014,0.102062072615966,
linear,bridgeable,167,r2_targeted,0.3,1,9,96,0.5372137513488,-0.104783387621215,0.641997138970014,0.102062072615966,
linear,bridgeable,167,rinf_targeted,0.2,1,9,96,0.5372137513488,-0.104783387621215,0.641997138970014,0.102062072615966,
linear,bridgeable,167,rinf_targeted,0.2,2,8,96,0.573764205443645,-0.190722994880293,0.764487200323939,0.102062072615966,
linear,bridgeable,167,rinf_targeted,0.2,3,7,96,0.282741719900112,0.00856360898085769,0.274178110919255,0.102062072615966,
linear,bridgeable,167,rinf_targeted,0.3,1,9,96,0.5372137513488,-0.104783387621215,0.641997138970014,0.102062072615966,
linear,bridgeable,167,target_only,0.2,1,10,96,-0.0847944089334907,-0.0374497186160129,-0.0473446903174778,0.102062072615966,1
linear,bridgeable,167,target_only,0.2,2,10,96,0.0930318900691546,0.0464750552497418,0.0465568348194128,0.102062072615966,2
linear,bridgeable,167,target_only,0.2,3,10,96,-0.0181419644250364,-0.0658765258408908,0.0477345614158544,0.102062072615966,3
linear,bridgeable,167,target_only,0.3,1,10,96,-0.0847944089334907,-0.0374497186160129,-0.0473446903174778,0.102062072615966,1
linear,bridgeable,168,r2_nearest,0.2,1,5,96,0.0604002501464409,-0.0320480077932313,0.0924482579396722,0.102062072615966,
linear,bridgeable,168,r2_nearest,0.2,2,6,96,0.246376812353751,0.00785371609232344,0.238523096261427,0.102062072615966,
linear,bridgeable,168,r2_nearest,0.2,3,4,96,-0.171718015209821,-0.0296302307883035,-0.142087784421518,0.102062072615966,
linear,bridgeable,168,r2_nearest,0.3,1,5,96,0.0604002501464409,-0.0320480077932313,0.0924482579396722,0.102062072615966,
linear,bridgeable,168,r2_nearest,0.3,2,6,96,0.246376812353751,0.00785371609232344,0.238523096261427,0.102062072615966,
linear,bridgeable,168,r2_random,0.2,1,7,96,0.416771149452846,0.0128803760360293,0.403890773416817,0.102062072615966,
linear,bridgeable,168,r2_random,0.2,2,4,96,-0.171718015209821,-0.0296302307883035,-0.142087784421518,0.102062072615966,
linear,bridgeable,168,r2_random,0.2,3,8,96,0.449888694292099,-0.0208096742917878,0.470698368583887,0.102062072615966,
linear,bridgeable,168,r2_random,0.3,1,7,96,0.416771149452846,0.0128803760360293,0.403890773416817,0.102062072615966,
linear,bridgeable,168,r2_targeted,0.2,1,9,96,0.577389809659077,0.198493250475449,0.378896559183628,0.102062072615966,
linear,bridgeable,168,r2_targeted,0.3,1,9,96,0.577389809659077,0.198493250475449,0.378896559183628,0.102062072615966,
linear,bridgeable,168,rinf_targeted,0.2,1,9,96,0.577389809659077,0.198493250475449,0.378896559183628,0.102062072615966,
linear,bridgeable,168,rinf_targeted,0.2,2,8,96,0.449888694292099,-0.0208096742917878,0.470698368583887,0.102062072615966,
linear,bridgeable,168,rinf_targeted,0.2,3,4,96,-0.171718015209821,-0.0296302307883035,-0.142087784421518,0.102062072615966,
linear,bridgeable,168,rinf_targeted,0.3,1,9,96,0.577389809659077,0.198493250475449,0.378896559183628,0.102062072615966,
linear,bridgeable,168,target_only,0.2,1,10,96,-0.166402573769258,0.0978666176191132,-0.264269191388371,0.102062072615966,1
linear,bridgeable,168,target_only,0.2,2,10,96,-0.131969408002947,-0.0461145912366409,-0.0858548167663056,0.102062072615966,2
linear,bridgeable,168,target_only,0.2,3,10,96,-0.0719130635750693,0.0245494327988482,-0.0964624963739175,0.102062072615966,3
linear,bridgeable,168,target_only,0.3,1,10,96,-0.166402573769258,0.0978666176191132,-0.264269191388371,0.102062072615966,1
linear,bridgeable,169,r2_nearest,0.2,1,5,96,0.00949314794096494,0.0360567519847599,-0.026563604043795,0.102062072615966,
linear,bridgeable,169,r2_nearest,0.2,2,4,96,-0.0901239414419611,-0.0381301460617602,-0.051993795380201,0.102062072615966,
linear,bridgeable,169,r2_nearest,0.2,3,6,96,0.0747932178534641,0.0469115245612827,0.0278816932921813,0.102062072615966,
